paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
P04109,S4(0-10cm),SumDDT_ngg,0.163,ng/g,Table A1,soil,agricultural,Hubei,"4 compounds sum(p,p-DDE+o,p-DDT+p,p-DDD+p,p-DDT); land-use=PGH(plastic greenhouse)",30.875,114.375
P04109,S4(10-20cm),SumHCH_ngg,0.323,ng/g,Table A1,soil,agricultural,Hubei,4 isomers sum(alpha+gamma+beta+delta-HCH); land-use=PGH(plastic greenhouse),30.875,114.375
P04109,S4(10-20cm),SumDDT_ngg,2.034,ng/g,Table A1,soil,agricultural,Hubei,"4 compounds sum(p,p-DDE+o,p-DDT+p,p-DDD+p,p-DDT); land-use=PGH(plastic greenhouse)",30.875,114.375
P04109,S5(0-10cm),SumHCH_ngg,0.075,ng/g,Table A1,soil,agricultural,Hubei,4 isomers sum(alpha+gamma+beta+delta-HCH); land-use=PGH(plastic greenhouse),30.875,114.375
P04109,S5(0-10cm),SumDDT_ngg,0.785,ng/g,Table A1,soil,agricultural,Hubei,"4 compounds sum(p,p-DDE+o,p-DDT+p,p-DDD+p,p-DDT); land-use=PGH(plastic greenhouse)",30.875,114.375
P04109,S5(10-20cm),SumHCH_ngg,0.617,ng/g,Table A1,soil,agricultural,Hubei,4 isomers sum(alpha+gamma+beta+delta-HCH); land-use=PGH(plastic greenhouse),30.875,114.375
P04109,S5(10-20cm),SumDDT_ngg,10.346,ng/g,Table A1,soil,agricultural,Hubei,"4 compounds sum(p,p-DDE+o,p-DDT+p,p-DDD+p,p-DDT); land-use=PGH(plastic greenhouse)",30.875,114.375
P04109,S6(0-10cm),SumHCH_ngg,0.255,ng/g,Table A1,soil,agricultural,Hubei,4 isomers sum(alpha+gamma+beta+delta-HCH); land-use=PGH(plastic greenhouse),30.875,114.375
P04109,S6(0-10cm),SumDDT_ngg,0.072,ng/g,Table A1,soil,agricultural,Hubei,"4 compounds sum(p,p-DDE+o,p-DDT+p,p-DDD+p,p-DDT); land-use=PGH(plastic greenhouse)",30.875,114.375
P04109,S6(10-20cm),SumHCH_ngg,0.275,ng/g,Table A1,soil,agricultural,Hubei,4 isomers sum(alpha+gamma+beta+delta-HCH); land-use=PGH(plastic greenhouse),30.875,114.375
P04109,S6(10-20cm),SumDDT_ngg,0.064,ng/g,Table A1,soil,agricultural,Hubei,"4 compounds sum(p,p-DDE+o,p-DDT+p,p-DDD+p,p-DDT); land-use=PGH(plastic greenhouse)",30.875,114.375
P04109,S7(0-10cm),SumHCH_ngg,0.095,ng/g,Table A1,soil,agricultural,Hubei,4 isomers sum(alpha+gamma+beta+delta-HCH); land-use=BL(barren land),30.875,114.375
P04109,S7(0-10cm),SumDDT_ngg,0.151,ng/g,Table A1,soil,agricultural,Hubei,"4 compounds sum(p,p-DDE+o,p-DDT+p,p-DDD+p,p-DDT); land-use=BL(barren land)",30.875,114.375
P04109,S7(10-20cm),SumHCH_ngg,0.248,ng/g,Table A1,soil,agricultural,Hubei,4 isomers sum(alpha+gamma+beta+delta-HCH); land-use=BL(barren land),30.875,114.375
P04109,S7(10-20cm),SumDDT_ngg,0.0,ng/g,Table A1,soil,agricultural,Hubei,"4 compounds sum(p,p-DDE+o,p-DDT+p,p-DDD+p,p-DDT); land-use=BL(barren land)",30.875,114.375
P04109,S8(0-10cm),SumHCH_ngg,0.671,ng/g,Table A1,soil,agricultural,Hubei,4 isomers sum(alpha+gamma+beta+delta-HCH); land-use=BL(barren land),30.875,114.375
P04109,S8(0-10cm),SumDDT_ngg,0.0,ng/g,Table A1,soil,agricultural,Hubei,"4 compounds sum(p,p-DDE+o,p-DDT+p,p-DDD+p,p-DDT); land-use=BL(barren land)",30.875,114.375
P04109,S8(10-20cm),SumHCH_ngg,0.015,ng/g,Table A1,soil,agricultural,Hubei,4 isomers sum(alpha+gamma+beta+delta-HCH); land-use=BL(barren land),30.875,114.375
P04109,S8(10-20cm),SumDDT_ngg,0.004,ng/g,Table A1,soil,agricultural,Hubei,"4 compounds sum(p,p-DDE+o,p-DDT+p,p-DDD+p,p-DDT); land-use=BL(barren land)",30.875,114.375
P04109,S9(0-10cm),SumHCH_ngg,16.482,ng/g,Table A1,soil,agricultural,Hubei,4 isomers sum(alpha+gamma+beta+delta-HCH); land-use=PF(paddy field),30.875,114.375
P04109,S9(0-10cm),SumDDT_ngg,7.122,ng/g,Table A1,soil,agricultural,Hubei,"4 compounds sum(p,p-DDE+o,p-DDT+p,p-DDD+p,p-DDT); land-use=PF(paddy field)",30.875,114.375
P04109,S9(10-20cm),SumHCH_ngg,16.813,ng/g,Table A1,soil,agricultural,Hubei,4 isomers sum(alpha+gamma+beta+delta-HCH); land-use=PF(paddy field),30.875,114.375
P04109,S9(10-20cm),SumDDT_ngg,4.465,ng/g,Table A1,soil,agricultural,Hubei,"4 compounds sum(p,p-DDE+o,p-DDT+p,p-DDD+p,p-DDT); land-use=PF(paddy field)",30.875,114.375
P04109,S10(0-10cm),SumHCH_ngg,4.142,ng/g,Table A1,soil,agricultural,Hubei,4 isomers sum(alpha+gamma+beta+delta-HCH); land-use=PF(paddy field),30.875,114.375
P04109,S10(0-10cm),SumDDT_ngg,0.094,ng/g,Table A1,soil,agricultural,Hubei,"4 compounds sum(p,p-DDE+o,p-DDT+p,p-DDD+p,p-DDT); land-use=PF(paddy field)",30.875,114.375
P04109,S10(10-20cm),SumHCH_ngg,14.284,ng/g,Table A1,soil,agricultural,Hubei,4 isomers sum(alpha+gamma+beta+delta-HCH); land-use=PF(paddy field),30.875,114.375
P04109,S10(10-20cm),SumDDT_ngg,0.432,ng/g,Table A1,soil,agricultural,Hubei,"4 compounds sum(p,p-DDE+o,p-DDT+p,p-DDD+p,p-DDT); land-use=PF(paddy field)",30.875,114.375
P04109,S11(0-10cm),SumHCH_ngg,2.602,ng/g,Table A1,soil,agricultural,Hubei,4 isomers sum(alpha+gamma+beta+delta-HCH); land-use=BL(barren land),30.875,114.375
P04109,S11(0-10cm),SumDDT_ngg,0.437,ng/g,Table A1,soil,agricultural,Hubei,"4 compounds sum(p,p-DDE+o,p-DDT+p,p-DDD+p,p-DDT); land-use=BL(barren land)",30.875,114.375
P04109,S11(10-20cm),SumHCH_ngg,2.332,ng/g,Table A1,soil,agricultural,Hubei,4 isomers sum(alpha+gamma+beta+delta-HCH); land-use=BL(barren land),30.875,114.375
P04109,S11(10-20cm),SumDDT_ngg,0.422,ng/g,Table A1,soil,agricultural,Hubei,"4 compounds sum(p,p-DDE+o,p-DDT+p,p-DDD+p,p-DDT); land-use=BL(barren land)",30.875,114.375
P04109,S12(0-10cm),SumHCH_ngg,3.16,ng/g,Table A1,soil,agricultural,Hubei,4 isomers sum(alpha+gamma+beta+delta-HCH); land-use=FL(farmland),30.875,114.375
P04109,S12(0-10cm),SumDDT_ngg,0.472,ng/g,Table A1,soil,agricultural,Hubei,"4 compounds sum(p,p-DDE+o,p-DDT+p,p-DDD+p,p-DDT); land-use=FL(farmland)",30.875,114.375
P04109,S12(10-20cm),SumHCH_ngg,3.24,ng/g,Table A1,soil,agricultural,Hubei,4 isomers sum(alpha+gamma+beta+delta-HCH); land-use=FL(farmland),30.875,114.375
P04109,S12(10-20cm),SumDDT_ngg,3.042,ng/g,Table A1,soil,agricultural,Hubei,"4 compounds sum(p,p-DDE+o,p-DDT+p,p-DDD+p,p-DDT); land-use=FL(farmland)",30.875,114.375
P04109,S13(0-10cm),SumHCH_ngg,13.037,ng/g,Table A1,soil,agricultural,Hubei,4 isomers sum(alpha+gamma+beta+delta-HCH); land-use=PF(paddy field),30.875,114.375
P04109,S13(0-10cm),SumDDT_ngg,0.445,ng/g,Table A1,soil,agricultural,Hubei,"4 compounds sum(p,p-DDE+o,p-DDT+p,p-DDD+p,p-DDT); land-use=PF(paddy field)",30.875,114.375
P04109,S13(10-20cm),SumHCH_ngg,12.864,ng/g,Table A1,soil,agricultural,Hubei,4 isomers sum(alpha+gamma+beta+delta-HCH); land-use=PF(paddy field),30.875,114.375
P04109,S13(10-20cm),SumDDT_ngg,0.038,ng/g,Table A1,soil,agricultural,Hubei,"4 compounds sum(p,p-DDE+o,p-DDT+p,p-DDD+p,p-DDT); land-use=PF(paddy field)",30.875,114.375
P04109,S14(0-10cm),SumHCH_ngg,2.569,ng/g,Table A1,soil,agricultural,Hubei,4 isomers sum(alpha+gamma+beta+delta-HCH); land-use=PF(paddy field),30.875,114.375
P04109,S14(0-10cm),SumDDT_ngg,0.342,ng/g,Table A1,soil,agricultural,Hubei,"4 compounds sum(p,p-DDE+o,p-DDT+p,p-DDD+p,p-DDT); land-use=PF(paddy field)",30.875,114.375
P04109,S14(10-20cm),SumHCH_ngg,8.798,ng/g,Table A1,soil,agricultural,Hubei,4 isomers sum(alpha+gamma+beta+delta-HCH); land-use=PF(paddy field),30.875,114.375
P04109,S14(10-20cm),SumDDT_ngg,0.331,ng/g,Table A1,soil,agricultural,Hubei,"4 compounds sum(p,p-DDE+o,p-DDT+p,p-DDD+p,p-DDT); land-use=PF(paddy field)",30.875,114.375
P04109,S15(0-10cm),SumHCH_ngg,0.056,ng/g,Table A1,soil,agricultural,Hubei,4 isomers sum(alpha+gamma+beta+delta-HCH); land-use=FL(farmland),30.875,114.375
P04109,S15(0-10cm),SumDDT_ngg,0.023,ng/g,Table A1,soil,agricultural,Hubei,"4 compounds sum(p,p-DDE+o,p-DDT+p,p-DDD+p,p-DDT); land-use=FL(farmland)",30.875,114.375
P04109,S15(10-20cm),SumHCH_ngg,2.722,ng/g,Table A1,soil,agricultural,Hubei,4 isomers sum(alpha+gamma+beta+delta-HCH); land-use=FL(farmland),30.875,114.375
P04109,S15(10-20cm),SumDDT_ngg,0.27,ng/g,Table A1,soil,agricultural,Hubei,"4 compounds sum(p,p-DDE+o,p-DDT+p,p-DDD+p,p-DDT); land-use=FL(farmland)",30.875,114.375
P04109,S16(0-10cm),SumHCH_ngg,0.061,ng/g,Table A1,soil,agricultural,Hubei,4 isomers sum(alpha+gamma+beta+delta-HCH); land-use=FL(farmland),30.875,114.375
P04109,S16(0-10cm),SumDDT_ngg,0.028,ng/g,Table A1,soil,agricultural,Hubei,"4 compounds sum(p,p-DDE+o,p-DDT+p,p-DDD+p,p-DDT); land-use=FL(farmland)",30.875,114.375
P04109,S16(10-20cm),SumHCH_ngg,6.997,ng/g,Table A1,soil,agricultural,Hubei,4 isomers sum(alpha+gamma+beta+delta-HCH); land-use=FL(farmland),30.875,114.375
P04109,S16(10-20cm),SumDDT_ngg,0.208,ng/g,Table A1,soil,agricultural,Hubei,"4 compounds sum(p,p-DDE+o,p-DDT+p,p-DDD+p,p-DDT); land-use=FL(farmland)",30.875,114.375
P04109,S17(0-10cm),SumHCH_ngg,0.43,ng/g,Table A1,soil,agricultural,Hubei,4 isomers sum(alpha+gamma+beta+delta-HCH); land-use=PGH(plastic greenhouse),30.875,114.375
P04109,S17(0-10cm),SumDDT_ngg,1.499,ng/g,Table A1,soil,agricultural,Hubei,"4 compounds sum(p,p-DDE+o,p-DDT+p,p-DDD+p,p-DDT); land-use=PGH(plastic greenhouse)",30.875,114.375
P04109,S17(10-20cm),SumHCH_ngg,0.045,ng/g,Table A1,soil,agricultural,Hubei,4 isomers sum(alpha+gamma+beta+delta-HCH); land-use=PGH(plastic greenhouse),30.875,114.375
P04109,S17(10-20cm),SumDDT_ngg,0.193,ng/g,Table A1,soil,agricultural,Hubei,"4 compounds sum(p,p-DDE+o,p-DDT+p,p-DDD+p,p-DDT); land-use=PGH(plastic greenhouse)",30.875,114.375
P04109,S18(0-10cm),SumHCH_ngg,0.587,ng/g,Table A1,soil,agricultural,Hubei,4 isomers sum(alpha+gamma+beta+delta-HCH); land-use=PF(paddy field),30.875,114.375
P04109,S18(0-10cm),SumDDT_ngg,0.01,ng/g,Table A1,soil,agricultural,Hubei,"4 compounds sum(p,p-DDE+o,p-DDT+p,p-DDD+p,p-DDT); land-use=PF(paddy field)",30.875,114.375
P04109,S18(10-20cm),SumHCH_ngg,80.032,ng/g,Table A1,soil,agricultural,Hubei,4 isomers sum(alpha+gamma+beta+delta-HCH); land-use=PF(paddy field),30.875,114.375
P04109,S18(10-20cm),SumDDT_ngg,0.015,ng/g,Table A1,soil,agricultural,Hubei,"4 compounds sum(p,p-DDE+o,p-DDT+p,p-DDD+p,p-DDT); land-use=PF(paddy field)",30.875,114.375
