序号,英文标题,中文标题,中文摘要
P04083,Analysis of Historical Sources of Heavy Metals in Lake Taihu Based on the Positive Matrix Factorization Model,基于正定矩阵因子分解模型的太湖重金属历史来源分析,太湖西部沉积物粒度和重金属相关性分析表明，整体沉积物粒度稳定。随着深度的增加，粒度呈减小趋势。Cr、Cd、Pd和Sr等重金属之间相关性较强，相互影响。基于正定矩阵因子分解（PMF）模型，本研究将太湖西部沉积物中重金属的来源分为三大类：农业源、工业源和地质源。分析并计算了每种重金属源在各样品中的贡献。总体而言，在中国经济改革之前，研究区主要以农业为主。沉积物中重金属的来源主要是农业和地质来源，且贡献率相对稳定，分别为44.07 +/- 11.84%（n = 30）和35.67 +/- 11.70%（n = 30）。改革开放后，随着经济快速发展，工业和农业成为沉积物中重金属的主要来源，分别占56.99 +/- 15.73%（n = 15）和31.22 +/- 14.31%（n = 15）。PMF模型方便有效，是确定沉积物中重金属来源的好方法。
P04393,A 3D Stable Metal–Organic Framework for Highly Efficient Adsorption and Removal of Drug Contaminants from Water,一种用于高效吸附和去除水中药物污染物的3D稳定金属有机框架,本文选择一种带有羧酸根基团的3D金属有机框架作为吸附剂，用于去除水中的双氯芬酸钠和盐酸氯丙嗪药物分子。实验旨在探讨初始浓度、平衡时间、温度、pH值和吸附剂用量等因素对吸附过程的影响。双氯芬酸钠的吸附速率远高于盐酸氯丙嗪。本文展示了双氯芬酸钠的高吸附容量，即多孔MOFs用于去除水中的药物污染物。根据吸附等温线方程和动力学方程的线性拟合，双氯芬酸钠符合Langmuir模型和伪一级动力学方程，而盐酸氯丙嗪符合Temkin模型和伪二级动力学方程。研究结果表明，该标题化合物可能是去除废水中双氯芬酸钠和盐酸氯丙嗪的有前途的杂化材料。
P04506,"Determining Soil Nutrients Reference Condition in Alpine Region Grassland, China: A Case Study of Hulun Buir Grassland",中国高寒区草地土壤养分参考状态的确定：以呼伦贝尔草原为例,草地代表了养分循环、生态系统稳定性和人类服务功能的来源。由于草地土壤质量与整体草地质量和生态系统健康密切相关，因此通常将其作为生态系统健康和可持续性的指标。尽管可以考虑人类活动或干扰对土壤的直接和间接影响，但应使用基准（即参考状态（RC））来描述没有重大人为干扰的区域的基线。因此，确定土壤参考状态和合适的筛选方法已成为草地保护和生态评估的关键焦点。在本研究中，根据提出的标准，选择了几种方法来确定中国北部呼伦贝尔草原的土壤养分浓度。对112个样品的总有机质、氮、磷、钾浓度进行了分析，使用了群体分布法、三分法和回归模型法。建议土壤中总有机质、氮、磷、钾的参考浓度分别为52.12 g/kg、2.94 g/kg、2.08 mg/kg和305.76 mg/kg。在高寒地区草地，影响养分浓度的主要因素是农业活动和植被覆盖。在确定草地土壤参考状态时应优先使用采样方法和历史数据；专家判断可作为替代。
P04688,Distribution and Potential Risk of Heavy Metals in Sediments of the Three Gorges Reservoir: The Relationship to Environmental Variables,三峡水库沉积物中重金属的分布与潜在风险：与环境变量的关系,本研究于2015年6月采集三峡水库表层沉积物样品，估算Cu、Zn、Cd、Pb、Cr和Ni的空间分布及潜在风险（干流34个点，主要支流9个点），并分析了与环境变量的相关性（如沉积物中值粒径、水深、浊度、底层水样溶解氧及表层沉积物的总有机碳、总氮和总磷）。结果表明，近几十年来沉积物中重金属浓度呈增加趋势，尤其是Cd和Pb；下游区域（如巴东BD和巫山WS）的站位重金属浓度增幅较大。S6至S12-WS站位被确定为重金属分布的热点区，浓度相对较高；受城市影响的站位数值也较高（如S12-WS站位的Zn、Cd、Cr和Ni浓度）。总体而言，由于长江沿岸的污染物排放和水库内的沉积物分选，干流重金属浓度沿程略有增加，且干流数值高于支流。同时，重金属浓度通常与水深呈正相关（特别是Ni），而与溶解氧、浊度和中值粒径呈负相关。这些环境变量对重金属在沉积物与上覆水之间的分配有很大影响。根据风险评价，三峡水库表层沉积物中的重金属属于低至中度污染水平。
P05032,Soil pollution prevention and control measures in China,中国的土壤污染防治措施,土壤污染是中国的一个主要问题。本文描述了政府为解决这一问题而采取的政策，包括防止新的污染和减少现有的污染水平。首先，中国正在完善法律框架，以保护耕地，控制污染源，并评估、管理和清理污染场地。其次，政府采取措施改进对污染源的识别和监测。第三，政府推广了化学和生物技术以降低土壤污染水平。尽管做出了这些努力，但仍存在相当大的挑战。首先，中国具有相当大的经济、社会和环境多样性，因此自上而下设计的统一政策可能会在许多地区面临相当大的问题。其次，受委托进行土壤污染清理的地方机构对清洁土壤标准、土壤检查和处理的正确技术以及大面积土地的管理策略知之甚少。此外，清理土地的成本高得惊人，估计在6至11万亿元人民币之间，而从土壤修复中收回成本的可能性很小。
P07113,Bacterial Communities in Riparian Sediments: A Large-Scale Longitudinal Distribution Pattern and Response to Dam Construction,河岸沉积物中的细菌群落：大尺度纵向分布模式及对大坝建设的响应,沉积物微生物在河岸生态系统中发挥着重要作用；然而，人们对其纵向分布模式及其对大坝建设（流域最严重的人为干扰）的响应知之甚少。在此，我们调查了中国澜沧江河岸带沿大尺度纵向梯度以及大坝控制区与大坝影响区之间沉积物细菌群落的变异性。沉积物细菌的丰度、活性和多样性沿下游方向逐渐增加，但在受大坝影响的位点显著低于受大坝控制的位点。在所有控制位点，上中游位点与下游位点之间的细菌群落组成存在显著差异，在大坝影响位点和控制位点之间也是如此。在梯级大坝区域，空间距离和环境异质性对细菌分布的相对重要性在大坝控制位点和影响位点之间有所不同。空间距离是大坝控制位点细菌群落变异的主要原因。相比之下，在大坝影响位点，环境异质性对细菌群落的控制作用强于空间距离。网络分析表明，与大坝控制位点相比，大坝影响位点的细菌群落具有较低的连通性和稳定性。这些结果表明大坝影响位点沉积物细菌群落存在显著变化，这可以增强我们对大坝建设引起的潜在生态影响的理解。
P07700,Dynamics of Sediment Microbial Functional Capacity and Community Interaction Networks in an Urbanized Coastal Estuary,城市化河口沉积物微生物功能容量和群落相互作用网络的动态变化,沿海河口和海湾暴露于自然和人为环境变化之中，给栖息在这些地区的微生物群落造成了巨大的压力。然而，目前尚不清楚人为干扰而非自然环境变化如何影响微生物群落多样性及其生态功能。本文探索了中国东部沿海污染最严重的海湾之一杭州湾（HZB）沉积物微生物功能基因动态和群落相互作用网络。结果表明，关键微生物功能基因类别（包括N、P、S和芳香化合物代谢及应激反应）沿环境梯度表现出显著的空间动态。关键功能基因类别对N和P污染物的敏感反馈表明了人为引起的海水污染物对微生物功能潜力的潜在影响。海水氨和溶解无机氮（DIN）被确定为选择适应性种群和改变群落组成的主要驱动力。网络分析揭示了内湾或外湾刺激产生的不同模块。重要的是，在群落相互作用中起基础作用的网络关键物种受到N污染物的强烈影响。我们的结果为城市化河口微生物组成和功能动态提供了系统的理解，并强调了人类活动对这些群落的影响。
P07709,"Review of arsenic behavior during coal combustion: Volatilization, transformation, emission and removal technologies",燃煤过程中砷的行为综述：挥发、转化、排放及去除技术,
P07774,"Agricultural Oasis Expansion and Its Impact on Oasis Landscape Patterns in the Southern Margin of Tarim Basin, Northwest China",中国西北塔里木盆地南缘农业绿洲扩张及其对绿洲景观格局的影响,绿洲景观变化及其格局动态被认为是干旱区全球土地利用和景观变化的重要研究领域之一。农业绿洲是干旱区粮食安全和生态系统服务的主要场所。近期，农业绿洲的剧烈开发影响了绿洲的稳定性，引发水资源短缺和土地退化等生态环境问题。本研究选取中国西北塔里木盆地南缘的策勒绿洲为研究区，检验农业绿洲的时空变化及其对绿洲景观格局的影响。基于专题制图仪、增强型专题制图仪和GF-1影像的集成，策勒农业绿洲快速增长，1970–1990、1990–2000、2000–2013和2013–2016年期间的变化率分别为−0.3%、1.6%、3.7%和1.5%。随着农业绿洲的扩张，农业用地从1970年的91.10平方公里增加到2016年的105.04平方公里。与1970年相比，2016年的农田面积百分比增加了15.3%。由于荒漠-绿洲交错带的开垦，自然植被正在减少。绿洲景观变化和格局主要受节水技术应用、土地利用政策和区域经济发展需求下的农业扩张影响。由于人类的过度开发，农业绿洲的扩张令人担忧。因此，政府应调整农业发展布局，并充分关注绿洲环境的可持续性。本研究可为气候变化和人类活动对景观的影响提供有价值的参考。
P07814,"Risk analysis of heavy metal concentration in surface waters across the rural-urban interface of the Wen-Rui Tang River, China",中国温瑞塘河城乡结合带地表水重金属浓度的风险分析,重金属污染是中国的一个主要问题，因其对人类健康有严重影响。为了评估重金属污染的潜在人体健康和生态风险，收集了2000年至2010年间中国东南部温瑞塘河流域城乡结合带14个站点的七种重金属（As、Pb、Cd、Cr、Hg、Cu、Zn）的浓度数据。使用重金属污染指数（HPI）、危害指数（HI）和致癌风险（CR）指标来评估潜在的重金属风险。此外，我们利用蒙特卡洛分析评估了与风险评估指数相关的不确定性。结果表明，所有HPI值均低于临界水平100，表明重金属水平构成了可接受的生态风险；然而，一个具有工业点源输入的站点在几次测量中达到了80-97的水平。重金属浓度随时间波动，2007年后的下降是由于污水收集的增加。HI表明整个研究期间的非致癌风险较低（HI < 1）；然而，在2000年代早期，九个站点的砷潜在致癌风险CR值超过了可接受水平10-4。不确定性分析揭示了所有位点都存在As的暴露风险，因为部分CR值超过了10-4的关注水平；旧工业区附近的Cd水平也超过了Cd暴露标准（2.6%的CR值> 10-4）。虽然大多数人体健康风险指标并未超过重金属的临界值，但由于长期暴露和潜在的金属相互作用，长期暴
P07815,"Bioaccumulation of heavy metals in fish species from the Meiliang Bay, Taihu Lake, China",太湖梅梁湾鱼类重金属的生物富集,本研究测定了采自中国太湖梅梁湾的两种淡水食用鱼类——鲤鱼和黄颡鱼体内重金属（Cr、Cu、Cd、Pb）的生物富集含量。结果表明，两种鱼类可食用部分的Cr、Cu、Cd和Pb含量远低于《中国食品健康标准》（1994）。然而，结果显示两种鱼类及不同组织之间的四种金属含量存在显著差异。鱼肝脏中Pb含量最高，各器官中Cd含量几乎相同，Cr主要富集在肾脏和肝脏中，Cu在鳃中含量最高。然而，总金属生物富集量在肝脏和鳃中最高，肌肉中最低。尽管P. fluvidraco的总累积量高于C. carpio。这项调查表明，太湖梅梁湾的鱼类产品对人类消费仍然是安全的，但应控制摄入量以避免过量摄入Pb。此外，这是首次关于太湖梅梁湾商业化重要食用鱼类的重金属季节性分布和近似成分的报告。
P07831,Rapid Determination of Cadmium Contamination in Lettuce Using Laser-Induced Breakdown Spectroscopy,利用激光诱导击穿光谱快速测定生菜中的镉污染,快速获取生菜中的镉污染情况对于监管叶菜类蔬菜的生长环境和市场至关重要。本研究旨在应用激光诱导击穿光谱（LIBS）技术快速测定生菜中的镉含量并诊断镉污染程度。选择了 Cd II 214.44 nm、Cd II 226.50 nm 和 Cd I 228.80 nm 发射线建立单变量分析模型。使用包括偏最小二乘（PLS）回归在内的多元分析建立镉含量校正模型，基于遗传算法（GA）选择的22个变量建立的 PLS 模型表现最佳，预测集相关系数 Rp2 = 0.9716，检测限（LOD）= 1.7 mg/kg。使用 K 近邻（KNN）和随机森林（RF）分析镉污染程度，RF 模型在预测集中获得了 100% 的正确分类率。初步结果表明，结合化学计量学的 LIBS 可作为一种快速、高效和低成本的方法来评估蔬菜工业中的镉污染。
P07855,Using fecal sterols to assess dynamics of sewage input in sediments along a human-impacted river-estuary system in eastern China,利用粪醇评估中国东部受人类影响的河流-河口系统中沉积物的污水输入动态,沉积物粪醇和其他甾醇生物标志物，结合块状总有机碳（TOC）及其稳定碳同位素，被用于表征中国东部小清河至莱州湾约280公里断面的污水污染状况，该区域是典型的受区域快速城市化和工业化导致广泛人为压力影响的河流-河口系统。为评估潜在的季节变化，在毗邻小清河的莱州湾进行了春季和夏季两次采样事件。作为人为污水输入典型指标的粪醇，如粪甾醇和表粪甾醇，显示出高达63.2 μg g−1 干重（dw）和13.1 μg g−1 dw的高浓度。结果表明，小清河沿岸的大部分站点受到严重的粪便输入污染，并呈现出从河流到河口逐渐减少的趋势，这主要归因于距离扩散污水源的增加和海水的逐渐稀释。虽然莱州湾春季和夏季的粪醇浓度没有显著差异，表明污水丰度没有显著差异，但春季观察到平均表粪甾醇/粪甾醇比值显著较高，而粪甾醇/表粪甾醇比值较低，表明污水来源不同（例如，人类与非人类）。季节性排放和地表径流、与微生物活动差异相关的气温以及农业种植期间动物粪便灌溉程度的不同可能是额外的原因，需要进一步研究。尽管如此，粪醇浓度、分布和诊断比率都应被考虑在内，以便更好地理解河流-河口生态系统中的污水输入和源动态。
P10976,"Heavy metals in Yinma River sediment in a major Phaeozems zone, Northeast China: Distribution, chemical fraction, contamination assessment and source apportionment",中国东北主要黑土区饮马河沉积物中的重金属：分布、化学形态、污染评价及源解析,
P01029,"Review of Arsenic Geochemical Characteristics and Its Significance on Arsenic Pollution Studies in Karst Groundwater, Southwest China",西南岩溶地下水中砷的地球化学特征及其对砷污染研究的意义综述,砷作为一种类金属元素，广泛分布于自然环境中。摄入砷可导致癌症、畸形和突变。因此，近年来它已成为一个重要的环境问题。中国西南喀斯特地区有大量砷矿和高砷煤矿。在这些地区，矿山废水中的砷污染了土壤、植被和地表水。喀斯特地下含水层也通过管道、裂隙、落水洞和漏斗受到污染，由于独特的喀斯特水文地质条件，其砷污染问题比非喀斯特地区更为严重。为了预防和遏制喀斯特地下水污染，保证水资源安全和公共健康，有必要对喀斯特地区的砷污染进行综述。本文讨论了砷地球化学研究的进展。通过分析喀斯特地区的水文地质条件，本文提出喀斯特地区的砷污染研究应结合地下水的空间分布和氧化还原特征。在开展喀斯特地下水砷地球化学研究时，应更多地关注水、土壤和岩石的化学成分以及水与沉积物之间的吸附-解吸过程。
P02284,Removal of heavy metals with sequential sludge washing techniques using saponin,使用皂苷的连续污泥洗涤技术去除重金属：优化条件、动力学、去除效果、结合强度、迁移率和机理,
P02391,"Nanomaterials in speciation analysis of mercury, arsenic, selenium and chromium by analytical atomic/molecular spectrometry",分析原子/分子光谱法用于汞、砷、硒和铬形态分析中的纳米材料,元素的毒性很大程度上取决于其化学形态。因此，元素形态分析在环境科学与工程、食品科学和生物学中具有重要意义，是一个热门话题。在光谱检测中使用纳米材料为元素形态分析提供了一种方便、通用且灵敏的技术。在这篇简短的综述中，我们旨在简要概述纳米材料在光谱元素形态分析中的多功能性，重点关注汞、砷、铬和硒四种元素。讨论了各种类型的纳米材料及其在流行光谱技术开发的形态分析中的作用。我们还深入探讨了纳米材料在化学形态分析应用方面的研究趋势。
P02968,Total arsenic and speciation analysis of saliva and urine samples from individuals living in a chronic arsenicosis area in China,中国慢性砷中毒地区个体唾液和尿液样品中总砷及形态分析,"背景：普遍认为，检测唾液中分泌的有害化学化合物对于评估其暴露水平具有实用价值。本研究旨在比较中国某砷污染地区居民唾液和尿液样品中的总砷及其形态，并进一步验证将唾液砷作为砷暴露生物标志物的可行性。方法：采用高效液相色谱-电感耦合等离子体质谱仪（HPLC-ICP/MS）对山西地区70名因饮用水暴露于砷的居民的尿液和唾液样品进行了总砷及形态分析。结果：结果显示，唾液中的总砷浓度相对低于尿液样品，但与尿总砷、饮水砷及不同皮肤病变存在强正相关。在砷代谢分析中，所有尿液样品中均检出AsIII、AsV、MMA和DMA，其中主要形态为DMA（73.2%）。与尿液砷形态不同，唾液中的大多数砷形态未发生甲基化。唾液中的主要形态为无机砷（iAs, AsIII + AsV，占76.18%），其次为DMA（13.08%）和MMA（9.13%）。此外，唾液中的一甲基化指数（PMI）、二甲基化指数（SMI）及四种不同形态（AsIII、AsV、MMA和DMA）的比例与尿液中的相应指标无显著正相关关系。结论：这些发现表明，唾液可作为评估人群中总砷暴露生物监测的有用工具，而非评估人体砷暴露后体内砷代谢的高效工具。"
P03020,Hydrogen-rich water alleviates the toxicities of different stresses to mycelial growth in Hypsizygus marmoreus,富氢水缓解不同胁迫对玉蕈菌丝体生长的毒性,在植物中，氢气（H2）增强了对几种非生物胁迫（包括盐度和重金属）的耐受性。然而，H2对不同胁迫下真菌生长的影响在很大程度上仍不清楚。在本研究中，采用富氢水（HRW）来表征H2在缓解玉蕈中三种不同胁迫中的生理作用和分子机制。结果表明，H2浓度为0.8 mM的HRW处理显著降低了CdCl2、NaCl和H2O2的毒性，从而显著改善了菌丝生长并增加了生物量。这些有益效果可归因于丙二醛（MDA）形成的显著减少。此外，HRW处理显著增加了抗氧化剂（SOD、CAT和GR）的活性以及这些抗氧化剂在mRNA水平的基因表达。体内检测活性氧（ROS），包括H2O2和O2.-，以及脂质过氧化提供了进一步的证据，表明HRW可显著改善对CdCl2、NaCl和H2O2的耐受性。此外，丙酮酸激酶在经HRW处理的菌丝中被激活，并伴随其基因表达的诱导，表明HRW治疗增强了葡萄糖代谢。综上所述，我们的研究结果表明，使用HRW可能是玉蕈中污染物解毒的有效方法，这与HRW在植物中的效果相似，并且这种效果也可能对整个农业系统有益。
P03180,"Identification of a novel fungus, Trichoderma asperellum GDFS1009, and comprehensive evaluation of its biocontrol efficacy",新型真菌 Trichoderma asperellum GDFS1009 的鉴定及其生防效力的综合评估,由于其高效广谱的抗菌活性，木霉已被确立为国际公认的生防真菌。在本研究中，我们发现并鉴定了一株新型木霉菌 Trichoderma asperellum GDFS1009。该菌株菌丝生长速率高，产孢能力强，对引起黄瓜枯萎病和玉米茎腐病的病原体具有强抑制作用。T. asperellum GDFS1009 分泌几丁质酶、葡聚糖酶和蛋白酶，可降解真菌细胞壁并促进菌寄生。分泌的木聚糖酶是诱导植物抗性和增强植物免疫力的良好候选因子。RNA测序（RNA-seq）和气相色谱-质谱（GC-MS）分析显示，T. asperellum GDFS1009 产生作为抗菌化合物前体的一级代谢产物，以及包括聚酮和烷烃在内的多种抗菌次级代谢产物。此外，本研究通过超高效液相色谱-四极杆飞行时间质谱（UPLC-QTOF-MS/MS）推测存在六种抗菌肽。未来的研究应重点关注这些抗菌代谢物，以促进其在农业生物防治领域的广泛应用。
