序号,英文标题,中文标题,中文摘要
P02947,Distribution Characteristics of Heavy Metals and Pb Isotope in Profile Soils from a Mining and Smelting Area in Northwestern China,中国西北地区采矿冶炼区剖面土壤中重金属分布特征及铅同位素研究,
P03440,On the freeze–thaw cycles of shallow soil and connections with environmental factors over the Tibetan Plateau,青藏高原浅层土壤冻融循环及其与环境因子的联系,浅层土壤冻融循环的变化对地表和地下水文、地气能量和水分相互作用、碳交换以及生态系统的多样性和生产力具有重要影响。本研究利用1982年7月至2017年6月期间的0-20 cm土层原位土壤温度观测数据，研究了青藏高原（TP）浅层土壤的冻融循环。区域和层平均的冻结开始日期为11月18日，每十年推迟2.2天；冻结结束日期为3月9日，每十年提前3.2天；冻结天数为109天，每十年缩短5.2天。海拔和纬度的结合可以很好地解释年平均冻融状态的空间格局。位于$0 - \textstyle { \mathsf { \circ } } 0$等值线附近的台站经历了剧烈的冻融循环变化，这在藏南亚热带山地针叶林中可见。土壤从表层到20厘米深完全冻结平均需要15天，而完全解冻平均需要10天。近表层土壤的变化比深层土壤更为显著。地表气温强烈影响浅层土壤的冻融状态，而雪的影响有限。冻融状态定义的不同阈值会导致浅层土壤冻融状态的差异，多重连续日方法似乎更加稳健和可靠。网格化土壤温度产品可以在一定程度上解决观测到的浅层土壤冻融状态的空间格局，但需要进一步改进。
P05179,A synthesis framework using machine learning and spatial bivariate analysis to identify drivers and hotspots of heavy metal pollution of agricultural soils,利用机器学习和空间双变量分析识别农业土壤重金属污染驱动因素和热点的综合框架,源解析可能是缓解土壤污染的有效工具，但其功效往往受限于缺乏影响污染物积累地点因素的信息。针对这一限制，本研究侧重于被确定为污染控制优先事项的一系列重金属，建立了一个综合的污染控制框架，利用因子识别结合空间聚集方法，针对中国浙江省工业化地区的农业土壤进行了研究。除了通过实施受体模型阐明工业和交通活动对重金属积累的关键作用外，还使用随机森林模型识别了具体的影响因素。从土壤采样地点到最近可能工业源的距离是决定镉和铜浓度的最重要因素，而到最近道路的距离对铅和锌污染更为重要。土壤母质、pH值、有机质和粘土颗粒大小是影响砷、铬和镍积累的关键因素。土壤金属污染水平与工业聚集之间的空间自相关能够使污染控制措施更有针对性。总的来说，该方法结果为提高源解析的准确性以及区域尺度的土壤污染控制提供了基础。
P05181,Variation in the diazotrophic community in a vertical soil profile contaminated with antimony and arsenic,锑和砷污染土壤剖面中固氮菌群落的变异,采矿地区通常存在氮（N）缺乏，这通常会阻碍生物修复工作。固氮微生物可以为这些环境中的植物和微生物提供氮支持。然而，与农业土壤或其他环境相比，矿区固氮群落的研究较少。本研究比较了两个不同地点（深度达2米）在深度分辨上的固氮群落组成和相互作用的差异，包括高度污染和中度污染的地点。锑（Sb）和砷（As）复合污染诱导了松散的生物相互作用，以及固氮群落对深层土壤的选择。多项证据，包括高度污染地点固氮类群的富集、微生物-微生物相互作用、环境-微生物相互作用以及机器学习方法（随机森林回归），证明根瘤菌是污染土壤垂直剖面中的关键类群，并且对锑和砷污染组分具有抗性。所有这些观察结果表明，一种固氮菌根瘤菌可能在所研究的污染地点的氮固定中发挥重要作用。
P05196,A general methodological framework for predicting and assessing heavy metal pollution in paddy soils using machine learning models,基于机器学习模型预测和评估稻田土壤重金属污染的通用方法论框架,稻田中的重金属污染对生态和人类健康构成严重威胁。目前关于重金属污染的研究主要集中在源解析，而对其空间分布和驱动机制缺乏稳健准确的预测。本文开发了一个通用的方法论框架，通过采用随机森林（RF）、极端树回归（ETR）、极限梯度提升回归（XGBR）和梯度提升回归树（GBRT）来预测和评估中国湖南省稻田的重金属污染。结果表明，RF在预测砷（As，R² = 0.706）、铬（Cr，R² = 0.746）、铜（Cu，R² = 0.705）和汞（Hg，R² = 0.73）方面表现优异，而ETR在预测镉（Cd，R² = 0.521）、锌（Zn，R² = 0.404）和铅（Pb，R² = 0.625）方面表现良好。GBRT在预测镍（Ni，R² = 0.61）方面表现良好。Shapley可加解释表明，每种重金属的驱动因素及其对预测模型的贡献存在显著差异。气候变量是重金属含量的潜在有价值预测因子。污染负荷指数的可视化空间分布显示，79.8%的研究区域中度污染，其余20.2%处于重度污染状态。土壤污染状况从西向东恶化。这些发现为有效的土壤污染控制和土壤保护工作提供了有价值的信息。
P08441,Evaluation of the quality of cultivated-layer soil based on different degrees of erosion in sloping farmland with purple soil in China,基于侵蚀程度的中国紫色土坡耕地耕层土壤质量评价,耕层土壤质量（CLSQ）的评价对于提高作物生长能力至关重要，也是采取有效补救措施的前提。耕层土壤质量指数（CLSQI）是评价CLSQ的重要工具。本研究旨在选择最有效的指标，为中国紫色土丘陵侵蚀区构建土壤最小数据集（MDS），并分析CLSQ与侵蚀环境之间的关联。本研究以中国紫色土坡耕地侵蚀为焦点，比较了评分方法、指标和数据集方法的不同组合。在本研究中，MDS由主成分分析（PCA）结合标准值构建，并通过Nash有效系数验证MDS的准确性。此外，采用非线性评分（NLS）方法对指标数据进行归一化处理，然后利用CLSQI评估不同侵蚀程度土壤的CLSQ。结果表明如下。1) 不同侵蚀程度下土壤指标差异显著：土壤生产力随侵蚀加剧呈下降趋势，而土壤抗侵蚀能力和耕作性能随侵蚀加剧呈上升趋势。2) 对于研究区域，生成的MDS包括饱和导水率、容重、抗剪强度、贯入阻力和有效磷。3) CLSQI-NLS评价方法最适合本研究主题，结合MDS指标，能准确评价CLSQ。4) 随着侵蚀程度的加剧，CLSQI呈明显下降趋势，20cm土壤侵蚀下的CLSQI（S-20，0.393）明显低于其他侵蚀程度，表明土壤侵蚀逐渐降低了C
P08443,Quantifying the impact of tillage measures on the cultivated-layer soil quality in the red soil hilly region: Establishing the thresholds of the minimum data set,量化红壤丘陵区耕作措施对耕层土壤质量的影响：建立最小数据集的阈值,耕作措施以多种方式潜在地影响土壤质量，采用适当的耕作措施对于构建合理耕层（RCL）至关重要，这可以最大限度地提高红壤坡耕地耕层水、气、热条件的储存和协调性。本研究旨在：1）筛选关键指标建立最小数据集（MDS）；2）评价耕层土壤质量并确定RCL构建的指标阈值；3）开发针对不同耕作措施的可信耕层土壤质量指数（CLSQI），并筛选适合红壤坡耕地提高土壤生产力的耕作措施。以中国红壤坡耕地为研究重点，通过主成分分析（PCA）结合规范值建立MDS。此外，利用隶属度函数模型（S型、反S型、抛物线型）对指标数据进行归一化处理，然后基于CLSQI方法评价CLSQ，根据CLSQ等级和隶属度函数模型确定指标阈值，并分析不同耕作措施的耕层改良效果。结果表明，本研究建立了红壤坡耕地土壤质量评价的MDS和六个指标的阈值，即耕层厚度（CLT ≥ 20.39 cm）、饱和导水率（SHC ≥ 6.24 mm/min）、剪切强度（SS ≥ 3.16 kg/cm2）、粘粒含量10.0–28.1%、有机质（OM ≥ 15.23 g/kg）和有效磷（AP ≥ 58.48 mg/kg）。耕作方式显著影响这些指标和CLSQ，深松的
P08466,"Soil phosphorus variation regulated by changes in land use spatial patterns during urbanization in western Chengdu, China",中国成都西部城市化过程中土地利用空间格局变化调节下的土壤磷素变异,城市化过程中土地利用类型和配置的改变对土壤磷（P）的变化产生重大影响。本文分析了中国成都西部不同城市化强度（UI）下75个植被土壤样品中的土壤全磷及磷形态浓度。根据5个景观指标，调查了每个土壤采样点周围300米缓冲区内的土地利用空间格局特征。通过逐步多元回归分析了土壤磷变化与土地利用空间格局的关系。结果显示，随着UI的增加，土地利用呈现出高度破碎化、复杂化和异质性的特征；除残留态磷外，土壤全磷和各形态磷的浓度均呈累积趋势。在中高UI景观中，建设用地和交通绿地占主导地位，与土壤磷呈正相关。相比之下，耕地、林地和工业绿地更多分布在低UI景观中，与土壤磷呈负相关。此外，公园绿地、居住绿地和公共绿地占研究区域的比例较小，在不同UI景观中与土壤磷的关联性各异。影响低UI景观土壤磷变化的主要因素是林地比例、斑块形状和景观离散度。中UI景观土壤磷的变化受建设用地和居住绿地比例、景观离散度和多样性的控制。此外，高UI景观中的土壤磷变化仅受建设用地和公共绿地比例的调节。结果表明，针对不同UI景观制定多样化的景观规划方案，对于维持或改善土壤磷平衡、获得功能性土壤生态系统以及确保城市化地区的低环境风险至关重
P08467,Status and associated human health risk of zinc accumulation in agricultural soils across China,中国农田土壤中锌的累积状况及相关人体健康风险,锌（Zn）不仅是生物体必需的元素，也可能成为环境污染物。然而，迄今为止，还没有关于中国农业土壤中Zn在国家尺度上累积的研究。本研究通过全面的文献检索，获得了中国277个潜在污染点（PP组）和1186个正常农业点的土壤Zn浓度。与世界其他国家和地区的报告土壤Zn含量相比，中国土壤中的平均Zn浓度（86.14 mg·kg−1）相对较高。中国农业土壤中Zn的总储量计算为3.08×10^10吨。PP组的Zn污染很严重（如云南省为7076 mg·kg−1），主要源于采矿、冶炼和污水灌溉等人类活动。土壤中Zn的累积受中国不同地区不同因素的影响，并随土地利用模式而变化，不同农业类型土壤中的Zn浓度依次为：果园 > 稻田 > 菜地 > 麦地。PP组地区土壤中的Zn污染及相关风险比正常农业土壤更为严重。不同人群组的危害指数（HI）值（针对PP组）变化如下：儿童（2.40）> 成年女性（1.39）> 成年男性（1.23）。获得的最高HI值为26.77，属于儿童。总体而言，这项研究对农田土壤中Zn的累积进行了综合评估，结果为中国土壤Zn污染的管理和风险预防提供了有价值的信息。
P08487,Digital mapping of soil salinization based on Sentinel-1 and Sentinel-2 data combined with machine learning algorithms,基于Sentinel-1和Sentinel-2数据结合机器学习算法的土壤盐渍化数字制图,土壤盐渍化是土地退化和荒漠化最重要的原因之一，特别是在干旱和半干旱地区。土壤盐渍化的动态监测对土地管理、农业活动、水质和可持续发展具有重要意义。合成孔径雷达（SAR）Sentinel-1和多光谱卫星Sentinel-2拍摄的遥感图像具有高分辨率和短重访周期，具有监测大范围土壤属性信息空间分布的潜力；然而，关于Sentinel-1和Sentinel-2结合用于土壤盐渍化数字制图的研究有限。因此，本研究利用从数字高程模型（DEM）衍生的地形指数、由Sentinel-1生成的SAR指数以及由Sentinel-2生成的植被指数，绘制中国新疆塔里木盆地中北部Ogan-Kuqa河绿洲的土壤盐渍化图，并评估多源传感器预测土壤盐分的潜力。我们以70个地面采样点的土壤电导率（EC）值为目标变量，以最优环境因子为预测变量，基于分类和回归树（CART）、随机森林（RF）和极限梯度提升（XGBoost）构建了三个土壤盐分反演模型。然后，我们通过五折交叉验证评估了不同模型的预测能力。XGBoost模型的预测精度优于CART和RF，且三个模型预测的土壤盐分具有相似的空间分布特征。与地形指数和植被指数的组合相比，加
P08533,"Pollution characteristics and source identification of soil metal(loid)s at an abandoned arsenic-containing mine, China",中国某废弃含砷矿土壤中金属（类金属）的污染特征及源识别,采矿活动可能导致土壤受到重金属（类金属）的严重污染。本研究探讨了废弃砷矿场地土壤中金属（类金属）的来源、空间分布以及对公众健康的风险。采矿区内土壤中砷、镉、汞、锰、铅、锑、锶和铊的平均浓度高于平均背景值。采矿活动产生的主要污染物为砷、汞和锑。通过结合统计方法、正定矩阵因子模型和历史信息分析的方法，识别出了五种污染源。砷、汞、锑和铊与采矿资源及相关活动有关（37.29%）；锰（15.57%）和锶（15.96%）主要分别来自地壳起源和土壤发生；铅、锑和铊主要来自工业源（17.57%）；镉主要来自磷肥的生产和施用（13.60%）。使用增量空间自相关分析表明，砷、汞和锑主要包含在其源头500米范围内。对于当地居民，土壤中的砷存在非致癌危害和致癌风险，镉存在潜在致癌风险。
P08595,Diversified effects of co-planting landscape plants on heavy metals pollution remediation in urban soil amended with sewage sludge,污泥改良城市土壤中混种景观植物对重金属污染修复的多样化效应,将污泥(SS)作为土壤改良剂回收利用可能造成土壤重金属(HMs)污染。本研究探讨了景观植物混种在污泥改良土壤修复中的潜在作用。选择了三种景观树芒果、重阳木和南洋楹(NC)，以及三种地被植物山菅兰、合果芋和鹅掌柴(SO)进行树-地被混种。不同混种处理中的物种在生长、根系形态、HMs吸收和HMs积累方面表现出多样化效应。包括总根长、直径<2mm的根系总面积、比根长、地上部生物量和根部生物量在内的五个植物特征在植物HMs吸收中起关键作用。结构方程模型分析揭示，不同的混种处理驱动物种发展出主动、被动或回避策略来积累HMs，导致HMs去除效率的差异。NC与SO混种促进了NC和SO的HMs积累，并导致HMs含量下降最大(Cd下降48.0%，Cu下降24.9%，Zn下降33.8%，Ni下降27.2%)，潜在生态风险最低。具有主动策略的景观树与地被植物混种可作为污泥改良土壤HMs植物修复的潜在候选方案。
P08602,Interpretations of Hg anomalous sources in drainage sediments and soils in China,中国水系沉积物和土壤中汞异常源的解析,中国地球化学基准项目提供了2008年至2012年间中国流域沉积物和土壤的汞数据。论文在中国境内圈定了57个超过《土壤环境质量标准》（GB 15618-1995）风险限值的汞异常区域。表层和深层样品中汞风险异常的来源被分别解释为地质/矿化和人类活动所致。近72%的异常（共计57个异常区域中的41个）归因于天然地质矿化带以及汞、砷、锑、金、银、铅、锌、煤炭等矿产的开采。采矿活动在天然矿化带上叠加了汞含量。汞、有色金属和金的大规模开采影响在地球化学图上显著反映。在人口稠密和工业密度高的中国东部，城市化排放、农业、燃煤和冶炼工业等人为源导致了更严重的汞污染。农业是东部中国和拥有2500年以上农业基础的成都平原的重要汞排放源。论文指出，开展后续详细的来源调查并监测土壤中汞的时间变化至关重要。
P08625,Effects of long-term integrated agri-aquaculture on the soil fungal community structure and function in vegetable fields,长期农渔综合养殖对菜地土壤真菌群落结构和功能的影响,
P08911,Estimating soil water and salt contents from field measurements with time domain reflectometry using machine learning algorithms,利用机器学习算法基于时域反射技术的实地测量估算土壤水盐含量,土壤水和盐含量是关键的土壤物理参数，在与土壤相关的水文、生态、环境和农业过程中起着至关重要的作用。时域反射（TDR）通常用于测量原位土壤水和盐含量，并为快速获取土壤容重（BD）提供可能的解决方案。然而，测量精度受到土壤水和盐含量对测量的土壤介电常数和电导率的相互作用的极大影响，特别是对于盐渍化土壤。为了基于TDR测量准确估算土壤重量含水量（GWC）和体积含水量（VWC）、土壤盐含量（TS）和BD，我们设计了不同的模型输入方案来量化不同土壤因素的影响，并应用了八种机器学习算法来映射模型输入与每个目标土壤属性之间的非线性关系。在中国西北河套灌区的案例研究结果表明，土壤颗粒粒径级配是预测上述所有土壤属性的重要输入。此外，BD主要有助于预测土壤GWC，而土壤表面温度（T）对提高GWC和TS的估算有效。在使用的八种机器学习算法中，极限梯度提升（XGB）和梯度提升回归树（GBRT）表现出良好的鲁棒性和强大的学习能力。建议应用XGB来精确估算GWC和BD，其决定系数（R2）分别为0.80和0.69。另一方面，GBRT精确估算VWC和TS的R2分别为0.71和0.84。空间分布特征的评估表明，基于推荐
P09306,Disentangling natural and anthropogenic influences on the spatial variability of soil cadmium contamination,辨析自然和人为因素对土壤镉污染空间变异性的影响,土壤镉污染对耕地利用构成严重的环境风险，其驱动因素包括自然过程和人为活动。传统的单因素分析往往难以捕捉其空间异质性及影响因素之间的相互作用。为此，我们提出了一种结合地理探测器（GD）、随机森林（RF）和结构方程模型（SEM）的综合框架，以系统识别镉污染的关键驱动因素并量化其直接和间接影响。这种混合方法通过将数据驱动分析与因果推理相结合，推进了空间建模。结果显示镉浓度存在显著的空间变异性，变异系数达103.70%，强调了污染景观的非均匀性。地累积指数和超标率两个污染指数一致表明污染程度从西北向东南递增，且热点区域位于矿区附近。GD和RF模型结果表明，主要贡献因素包括到矿区的距离、土壤有机碳（SOC）、pH值、地形海拔（DEM）和周边居住区。交互作用分析显示，矿区临近度与土壤pH值的结合加剧了镉的积累，这一模式进一步得到了SEM的证实。SEM还表明，到矿区的距离是镉污染最显著的直接驱动因素，而DEM通过影响矿区相关的空间格局间接影响镉水平。这一综合框架为理解土壤镉污染的空间动态提供了全面的方法，并为自然和人为驱动因素之间的相互作用提供了新的见解。
P09508,"Sources, flux, and potential risks of heavy metals in soils around the smelting and mining area",冶炼和矿区周边土壤中重金属的来源、通量及潜在风险,本研究结合野外采样和通量监测，评估了密集的冶炼和采矿活动对中国水口山土壤重金属(HM)迁移的影响。采矿和冶炼导致了重金属含量及其环境有效性的增加。在距冶炼和采矿中心8.0公里范围内，距离越近，重金属积累越明显。冶炼和采矿还导致了土壤酸化。成土母质、农业活动、采矿相关活动和冶炼活动是土壤中重金属的主要来源。采矿和冶炼是表层土壤中Cd (86.7%)、As (46.5%)、Cu (56.4%)、Pb (88.8%)和Zn (60.8%)的主要来源。成土母质和历史采矿贡献了深层土壤中约70%的重金属。含砷肥料的农业使用也是土壤砷的重要来源。受冶炼和采矿影响的大气沉降已成为重金属输入土壤的主要途径。由于长期暴露于土壤重金属，30.8%的当地成年人可能面临不可接受水平(10^-4)的致癌风险。Cd和As是两个主要的风险因子。结果表明，在现行监管政策下，冶炼和采矿活动会持续增加土壤中重金属的积累和环境有效性。有必要进一步量化这些负面影响，并制定有效的对策以降低土壤重金属含量。
