序号,英文标题,中文标题,中文摘要
P02227,"Geochemical fractions of rare earth elements in soil around a mine tailing in Baotou, China",中国包头某矿区尾矿周围土壤中稀土元素的地球化学形态,稀土尾矿堆是环境隐患，因为尾矿容易通过水和风淋浸和侵蚀。为了评估尾矿对土壤中稀土元素（REEs）地球化学行为的影响，研究采集了中国最大稀土矿尾矿附近不同位置的67个表层土壤样品和3个土壤剖面样品。表层土壤中稀土元素的总浓度范围为 156 至 5.65 x 10^4 mg.kg^-1，平均值为 4.67 x 10^3 mg.kg^-1，显著高于中国的平均水平（181 mg.kg^-1）。研究发现轻稀土和重稀土均存在明显的分馏，这得到了通过选定元素计算的北美页岩 composite (NASC) 和后太古宙平均澳大利亚页岩（PAAS）标准化浓度比的支持。还发现了轻微的正 Ce 异常和负 Eu 异常。土壤中所有 14 种稀土元素的富集因尾矿来源而加剧，并受盛行风影响。
P02911,"Soil As Levels and Bioaccumulation in Suaeda salsa and Phragmites australis Wetlands of the Yellow River Estuary, China",黄河口碱蓬和芦苇湿地土壤砷水平及生物累积,目前关于湿地土壤-植物系统中砷（As）污染动态的信息十分有限。本研究于2007年夏秋两季测定了黄河口（YRE）碱蓬和芦苇湿地土壤及植物样品中的总砷（As）含量，旨在探讨不同湿地中As浓度的季节变化。结果表明，土壤As水平显著超过全球和区域背景值。夏季土壤以及两种植物根、茎中的As水平远高于秋季，而叶片中的As含量则表现为秋季更高。土壤硫是影响碱蓬湿地As水平的主要因子，而土壤孔隙度则是影响芦苇湿地As水平的首要因子。污染因子（CF）显示，两类湿地土壤均处于中度至相当程度的As污染水平。碱蓬的根和叶中As浓度及生物富集因子（BCFs）高于茎，而芦苇的叶和茎中As水平及BCFs则高于根。与芦苇相比，碱蓬通常表现出更高的转运因子（TF），且两种植物的TF值均为夏季高于秋季。
P02912,"Bioaccumulation of Antimony and Arsenic in Vegetables and Health Risk Assessment in the Superlarge Antimony-Mining Area, China",中国超大型锑矿区蔬菜中锑和砷的生物富集及健康风险评估,
P03660,A Comparative Analysis of Environmental Quality Assessment Methods—a Case Study of Heavy Metal-Contaminated Soil,环境质量评价方法的比较分析——以重金属污染土壤为例,
P05238,Quality evaluation and obstacle diagnosis of plough horizon based on Minimum data set in Northeast China,基于最小数据集的东北旱作区耕层质量评价与障碍诊断,"为准确评价东北旱作区耕层质量特征，针对全部初选指标采用主成分分析法（PCA）建立了东北旱作区耕层质量评价的最小数据集（Minimum data set, MDS），并运用最小数据集耕层质量指数（MDS-Plough horizon integrated quality index, MDS-PHIQI）和障碍因子诊断模型对研究区耕层质量及主导障碍因子进行分析。结果表明：东北旱作区耕层质量评价的最小数据集由土壤有机质含量、全氮含量、有效磷含量、粘粒含量、耕作层穿透阻力和压实层厚度组成。"
P05368,"Assessment of Heavy Metal Contamination and Wetland Management in a Newly Created Coastal Natural Reserve, China",中国新建沿海自然保护区重金属污染评价与湿地管理,对沿海土壤中重金属含量和分布的调查有助于提高我们对生物地球化学循环及其对全球环境变化潜在反馈的理解。本研究利用43个采样点调查了黄河三角洲（YRD）重金属的积累情况，以确定重金属的浓度和垂直分布。采用因子分析、污染因子和地累积指数评价污染状况。污染因子和地累积指数清楚地表明，沿海生态系统在金属污染方面仍处于原始状态。因子载荷显示，第一主成分与砷、铬、铜、镍、铅和锌呈强正相关，而第二主成分对镉显示出高度正因子载荷。研究表明，黄河三角洲的沉积物质量总体上符合中国海洋沉积物质量的一级标准（标准号 GB 18668-20020）。与其他地区（例如在过去几十年中受到重金属严重污染的珠江三角洲）相比，该地区几种典型重金属的积累较少，因此黄河三角洲仍可被视为“清洁区”。迫切需要一种整体的方法来监测重金属的浓度和分布，以及一项全面的策略来预防健康风险。本研究结果有助于黄河三角洲沿海地区的湿地保护和管理。
P06930,"Contamination characteristics of heavy metals in agricultural soils from a typical industry-based peri-urban area in a developing country: A case study of Toysergan, Iran",中国土壤重金属污染特征与健康风险,中国在经济快速发展中面临严峻的环境恶化挑战。为了在全国范围内全面识别中国土壤重金属的污染特征，研究利用首次全国土壤污染调查数据集，采用多种污染指标（污染指数、地累积指数和富集因子）评估污染水平，并采用美国环保署推荐的风险评估模型量化其对人体的暴露风险。结果表明，由于工业活动的急剧增加和城市化的快速扩张，中国土壤受到不同程度的重金属污染。总体而言，中国土壤金属的暴露风险水平处于可接受范围内。相比之下，儿童和成年女性分别是非致癌风险和致癌风险的相对脆弱人群。镉和汞因其较高的土壤浓度或对公众的较高健康风险，以及砷、铅、铬和镍，被确定为优先控制金属。空间分布格局分析表明，中国南方省份的土壤金属污染程度相对较高，这与西南地区较高的地球化学背景和东南地区日益增加的人类活动有关。同时，值得注意的是，中国首都北京因其较高的汞浓度也被列为优先控制省份。这些结果将为改善中国土壤环境管理和重金属污染防治提供基础信息。
P06944,Spatial distribution and environmental factors of catchment-scale soil heavy metal contamination in the dry-hot valley of Upper Red River in southwestern China,中国西南红河上游干热河流域尺度土壤重金属污染的空间分布及环境因子研究,中国西南干热河谷严重的土壤侵蚀可能导致红河重金属污染。然而，关于该地区土壤中重金属的污染水平、空间分布及其环境控制因素知之甚少。本研究调查了典型干热河谷流域农地土壤中的重金属浓度。在62个采样点采集了表层土（0-20厘米）和下层土（20-40厘米）样品，测定了土壤物理化学性质（砂、粉砂、粘土、有机质含量）、土壤pH值、容重以及Cr、Ni、Cu、Zn和Pb的浓度。利用DEM计算了每个样点的坡度、坡向、高程和地形湿度指数等地形因子。利用克里金法和典范对应分析法评估重金属的空间分布及环境控制因素。结果表明，干热河谷中Cr、Ni、Cu、Zn和Pb的浓度高于全球大多数报道的农地土壤值，该区域可能构成红河重金属污染的潜在来源。就每种重金属而言，所有采样点的表层土和下层土垂直分布相似。Cr、Ni、Zn和Pb的高浓度出现在低海拔和低坡度区域，而Cu的空间分布模式与Cr、Ni、Zn和Pb相反。表层土中重金属的浓度受土壤和地形因子的共同控制，而在下层土中，主要受土壤相关因子的控制。结论认为，高背景值、化肥的无控制使用以及采矿是导致干热河谷地区重金属污染的来源。
P07057,Contamination characteristics of heavy metals in soils of China and its health risk assessment,中国土壤重金属污染特征及其健康风险评估,中国在经济快速发展中面临着环境恶化的巨大挑战。为了在全国范围内全面识别中国土壤中重金属的污染特征，本研究采用了首次全国土壤污染调查数据集，利用几种污染指标（污染指数、地积累指数和富集因子）评估了污染水平，并使用美国环保署推荐的风险评估模型量化了其对人体的暴露风险。结果表明，由于工业活动的急剧增加和城市的快速扩张，中国土壤受到了不同程度的重金属污染。总体而言，中国土壤金属的暴露风险水平是可接受的或接近可接受。相比之下，儿童和成年女性分别是非致癌和致癌风险的相对脆弱人群。镉和汞因其土壤浓度较高或对公众造成较高的健康风险，已被确定为优先控制金属，以及砷、铅、铬和镍。空间分布格局分析表明，中国南方省份的土壤金属污染相对较高，这与西南地区较高的地球化学背景和东南地区不断增加的人类活动有关。同时，值得注意的是，中国首都北京因其较高的汞浓度也被列为优先控制省份。这些结果将为改善中国土壤环境管理和重金属污染防治提供基础信息。
P07122,Concentrations of Heavy Metals in Suburban Horticultural Soils and Their Uptake by Artemisia selengensis,郊区园艺土壤中重金属浓度及其对 Artemisia selengensis 的吸收,在南京八卦洲蔬菜产区采集了222个表层土壤样品和40个植物样品，旨在调查土壤重金属的空间分布及可能来源，并研究重金属从根部到植物不同部位的吸收和转运。土壤中Cd、Cr、Cu、Ni、Pb和Zn的总含量算术平均值分别为0.314、133、41.0、58.0、31.8和114 mg kg-1，均高于南京地区的表层土壤背景值。多变量和地统计分析表明，土壤Cd污染主要源于农业活动。相反，Cu和Zn主要源于土壤母质，Pb主要源于高速公路加油站的大气沉降。当地重要的特产蔬菜蒌蒿（Artemisia selengensis）主要在可食叶片中积累重金属。该植物体内重金属浓度的总体分布为：叶片中最高，茎中次之，根部最低。Cd具有最高的浓度系数（根-土比），未来可能通过食用受污染蔬菜对当地人群构成潜在的健康风险。
P07131,Diversity and Abundance of Arsenic Biotransformation Genes in Paddy Soils from Southern China,中国南方水稻土中砷生物转化基因的多样性和丰度,微生物介导的砷生物转化决定了砷在土壤中的归宿及其对水稻植物的有效性，然而关于参与砷生物转化的微生物群落知之甚少。在此，我们揭示了中国南方13个水稻土样品中亚砷酸盐氧化酶基因、砷酸盐呼吸还原酶基因、砷酸盐还原酶基因和亚砷酸盐S-腺苷甲硫氨酸甲基转移酶基因的广泛分布、高多样性和丰度...
P07217,"Will heavy metals in the soils of newly submerged areas threaten the water quality of Danjiangkou Reservoir, China?",新淹没区的土壤重金属会威胁中国丹江口水库的水质吗？,测量了中国丹江口水库新淹没区的土壤重金属含量。旨在确定该区域重金属的分布及其相关的生态风险。大多数重金属含量（除Pb和Mn外）与河南省土壤背景值相比显示富集，特别是As和Cd的平均地累积指数（Igeo）值分别为0.84和0.54。空间分析结果表明，最高的重金属含量分布在海拔160米以上的耕地土壤中，而在海拔160米以上的其他土地利用类型下观察到较低的重金属含量。根据Igeo和EF值，Cd是新淹没区的主要重金属污染物，Cr、Pb和Mn主要来源于自然地球化学源。相反，Ni、Cd、As、Cu和Zn主要来源于人为源。利用潜在生态风险（PER）方法的评估表明，所研究土壤中单个元素的PER较低，综合PER指数处于中等水平，表明新淹没区土壤中的重金属可能不会威胁丹江口水库的水质，尤其是在冬季。
P10503,"Multivariate analysis combined with GIS to source identification of heavy metals in soils around an abandoned industrial area, Eastern China",多元分析与GIS结合用于中国东部某废弃工业区周边土壤重金属源识别,工业生产造成的土壤重金属污染是全球关注的热点问题。本研究旨在了解土壤重金属的污染状况和空间分布。研究结果可帮助决策者分担可能的土壤重金属污染源，并制定有效的污染控制政策。本文从位于中国东部江苏省通县的某废弃工业区采集了155个土壤样品（0-20 cm），并分析了8种重金属（Cd、Hg、As、Cu、Pb、Cr、Zn和Ni）。利用多元分析（包括Igeo、Ei/RI、EF、PCA和CA）和地统计学（GIS）评估土壤重金属的富集程度和污染水平，并识别其来源。结果表明，土壤中8种重金属具有中等变异，变异系数（CVs）在19.63%至63.34%之间。土壤重金属的Igeo污染程度依次为Cd~Zn>Cu>Hg~As~Pb~Cr~Ni。土壤重金属的富集程度依次为Cd>Zn>Hg>Cu>Pb>Ni>As>Cr。根据Ei，除Cd和Hg分别处于显著和中等生态风险水平外，其他土壤重金属处于清洁或轻度生态风险水平，整个工业区的潜在生态风险（RI）水平为中等。最后，土壤重金属源识别表明，Cd和Zn主要受人类活动控制，Hg和Cu受自然和人为源控制，而As、Pb、Cr和Ni主要受土壤母质控制。
P10750,"Brownfield Sites Remediation Technology Overview, Trends, and Opportunities in China",中国棕地修复技术概述、趋势与机遇,
P10851,Transcriptome analysis of Glomus mosseae/Medicago sativa mycorrhiza on atrazine stress,阿特拉津胁迫下摩西球囊霉/紫花苜蓿菌根的转录组分析,"丛枝菌根真菌（AMF）保护宿主植物免受各种生物和非生物胁迫，并促进各种污染物的生物降解。本研究调查了摩西管柄霉/紫花苜蓿菌根对阿特拉津降解的影响。结果表明，在任何添加水平下，菌根处理中的阿特拉津降解率均显著高于非菌根处理。当阿特拉津施用量为20mg kg−1时，去除效率高达74.65%。因此，G. mosseae可被视为促进植物修复的技术设施中的理想居民。此外，本研究共使用了10.4Gb数据进行从头转录组组装，为鉴定菌根 association 中与阿特拉津胁迫相关的基因提供了综合数据集。通过与edgeR进行比较分析，共鉴定出2,060个差异表达基因，包括570个上调基因和1490个下调基因。在排除了“功能未知”和“仅有一般功能预测”的基因后，获得了172个上调基因。在有无阿特拉津胁迫下的菌根 association 中，差异表达基因与分子过程/其他蛋白、锌指蛋白、细胞内/细胞外酶、结构蛋白、抗胁迫/抗病蛋白、电子转运相关蛋白以及植物生长相关蛋白有关。我们的结果不仅证明了AMF在阿特拉津降解中具有重要的生态意义，而且为AMF降解阿特拉津的分子机制提供了证据。"
P00606,Characterization of contaminants and evaluation of the suitability for land application of maize and sludge biochars,玉米和污泥生物炭中污染物的表征及其土地施用适宜性评价,
P01928,"Soil Quality Assessment of Acid Sulfate Paddy Soils with Different Productivities in Guangdong Province, China",广东省不同生产力酸性硫酸盐水稻土的土壤质量评价,土地转换被视为确保中国粮食安全的有效措施，但关于低生产力土壤质量的资料很少，特别是酸性硫酸盐土地区。在本研究中，根据当地水稻生产力将酸性硫酸盐水稻土分为高、中、低三个等级，并采集了60个土壤样品进行分析。测定了包括物理、化学和生化性质在内的20个土壤变量。选取在高、中、低生产力土壤之间差异显著的变量进行主成分分析，并将微生物量碳(MBC)、全氮(TN)、有效硅(ASi)、pH和有效锌(AZn)保留在最小数据集(MDS)中。在对MDS变量进行评分后，整合计算土壤质量指数(SQI)，高、中、低生产力水稻土的平均SQI得分分别为0.95、0.83和0.60。低生产力水稻土的土壤质量较差，且与高生产力水稻土相比存在较大差异。较低的MBC、TN、ASi、pH和有效钾(AK)被认为是主要的限制因子。此外，采集的所有土壤样品富含有效P和AZn，但缺乏AK和ASi。结果表明，土壤AK和ASi缺乏是所有研究酸性硫酸盐水稻土地区的主要限制因子。
P04606,"Wind Erosion Induced Soil Degradation in Northern China: Status, Measures and Perspective",中国北方由风蚀引起的土壤退化：现状、措施与展望,土壤退化是全球最严重的生态问题之一。在干旱和半干旱的中国北方，土壤退化主要由风蚀引起。中国北方由风蚀引起的土壤退化趋势随人类活动和气候变化而频繁变化。为了减少风蚀造成的土壤流失并增强当地生态系统，中国政府通过一系列国家政策和生态工程（如天然林保护工程、国家防治荒漠化行动计划、“三北”防护林体系、京津风沙源治理工程和退耕还林工程）鼓励居民减少风蚀引起的土壤退化。这些措施在几十年前实施，在不同景观中创造了许多土地管理实践和控制技术。这些措施包括保护性耕作、防风林网、草方格沙障、无水导管种植技术、造林、草地围封等。因此，干旱半干旱地区许多区域的风蚀土地退化已得到控制。然而，减轻和进一步逆转风蚀造成的土壤退化的挑战依然存在。
P05589,"Pollution of intensively managed greenhouse soils by nutrients and heavy metals in the Yellow River Irrigation Region, Northwest China",中国西北黄河灌区集约化管理温室土壤的养分与重金属污染,"本研究旨在评估中国西北黄河灌区（YRIR）塑料大棚温室土壤中重金属和养分累积的潜在生态风险，并利用主成分分析识别这些重金属的潜在来源。表层塑料大棚温室土壤（0–20 cm）中的有效氮（AN）、磷（AP）和钾（AK）含量分别在 13.42 至 486.78 mg/kg、39.10 至 566.97 mg/kg 和 21.64 至 1,156.40 mg/kg 之间变化，且 AP、土壤有机质（SOM）和 AK 含量在 0–20 cm 和 20–40 cm 土层均有显著增加趋势。与农田土壤相比，塑料大棚温室土壤中出现了重金属累积现象，特别是在 20 cm 深度处，Cd、Zn 和 Cu 含量显著高于农田土壤。Cd 和 As 被发现是温室土壤中两种主要污染元素，因为其含量超过了中国温室蔬菜生产标准 HJ333-2006 规定的阈值以及甘肃省的背景值。研究表明，0–20 cm 土层的 Cd、Cu、Pb 和 Zn 主要来源于农业生产活动，而同一土层的 Cr 和 Ni 含量由“自然”因素决定，As 则来源于自然源、沉降和灌溉水。"
P05891,Identifying the origins and spatial distributions of heavy metals in soils of Ju country (Eastern China) using multivariate and geostatistical approach,中国东部莒县土壤重金属的来源与空间分布识别：多元与地统计学方法,
P05990,Distribution of heavy metals in soils of the Yellow River Delta: concentrations in different soil horizons and source identification,黄河三角洲土壤中重金属的分布：不同土壤层的浓度及来源识别,目的 黄河三角洲是一个活跃的陆海相互作用区，在未来十年将发展成为中国东部的一个大型生态经济区。有必要评估该区域土壤中重金属的地球化学特征。本研究旨在评估该地区土壤剖面中重金属（Cr、Ni、Cu、Zn、Pb 和 Cd）的浓度和分布，并识别其来源。材料与方法 根据发生特征从每个剖面的底部到顶部采集土层样品，深度达 120 厘米，共采集 92 个样品。采样点从内陆到沿海地区分为四条线，涉及三种土地利用类型（棉田、粮田和湿地）。Cr、Ni、Cu、Zn、Pb 和 Cd 的浓度通过电感耦合等离子体质谱法测定。用草酸-草酸和连二亚硫酸盐-柠檬酸盐-碳酸氢盐提取土壤中的氧化铁组分。使用 X 射线衍射（XRD）测定土壤的矿物成分。采用多元统计分析和历史数据来识别这些重金属的可能来源。结果与讨论 重金属的平均浓度沿黄河地区和三角洲南部有所升高；然而，它们普遍低于中国的指导值。关于土壤剖面中重金属的深度分布，棉田中层土壤中 Cr、Ni、Cu、Zn 和 Cd 的最大值几乎是表土层的两倍。氧化铁和 XRD 分析表明，微量元素的积聚似乎与结晶氧化铁和层状硅酸盐的含量有关。来自黄河悬浮沉积物的历史数据和主成分分析（
P06434,"Source identification and health risk assessment of metals in urban soils around the Tanggu chemical industrial district, Tianjin, China",塘沽化学工业区周边城市土壤金属源识别与健康风险评估,我们进行了一项调查，以识别中国天津塘沽化学工业区周边城市表层土壤中金属的来源，并评估相关的人类健康风险。测定了研究区70个土壤样品的金属浓度和空间分布。利用多元统计分析识别污染源。主要将Cu、Pb和Zn污染归因于交通和工业排放，Cd污染归因于工业活动和人为废物（包括工业排放、污泥和城市固体废物），As和Hg污染归因于燃煤和化学工业的点源排放，Cr和Ni污染归因于土壤母质。土壤性质，特别是有机质含量，被发现是金属分布和组成的重要因素。健康风险评估表明，研究区西北部和东南部的样品可能对人群构成显著的健康风险。
P06778,"Positive matrix factorization as source apportionment of soil lead and cadmium around a battery plant (Changxing County, China)",基于正定矩阵因子分析的蓄电池厂周边土壤铅镉源解析（中国长兴县）,土壤样品的化学成分具有多变量特征，提供了适合应用多变量因子分析技术的数据集。正定矩阵因子化（PMF）是其中一种分析技术，通过拟合数据矩阵并基于每个数据点的误差估计来确定源的权重。在本研究中，采用PMF方法对中国浙江省长兴县某铅蓄电池厂污染周边1公里半径内采集的104个土壤样品中的重金属来源进行解析。该区域铅和镉浓度极高，污染严重。PMF结合地质统计学方法成功将方差分解为与土壤背景、农业耕作措施以及铅蓄电池厂相关的来源。估算表明，铅蓄电池厂和农业耕作措施分别对土壤铅总来源的贡献率为55.37%和29.28%。土壤镉主要来源于铅蓄电池厂（65.92%），其次是农业耕作措施（21.65%）和土壤母质（12.43%）。研究表明，PMF结合地质统计学是源识别和解析的有效工具。
P07004,"Investigating Heavy Metal Pollution in Mining Brownfield and Its Policy Implications: A Case Study of the Bayan Obo Rare Earth Mine, Inner Mongolia, China"," Investigating Heavy Metal Pollution in Mining Brownfield and Its Policy Implications: A Case Study of the Bayan Obo Rare Earth Mine, Inner Mongolia, China",中国的快速城市化及其对土地资源的需求，使得受污染土壤的修复、再开发和复垦成为必要。在采取这些措施之前，必须对受污染土壤中的重金属污染水平进行基础调查和编目，以便制定和实施再开发计划。在本研究中，为了明确对全国范围内棕地土壤重金属污染进行编目与绘图的决策意义，选取了位于中国内蒙古包头的白云鄂博巨型稀土元素(REE)-Nb-Fe矿床作为案例研究，该矿床是世界上最大的稀土矿床。研究人员在白云鄂博矿区(MA)采集了24个地点的土壤样品，在尾矿区(TA)采集了76个地点的土壤样品，用于测定土壤重金属(Cr、Cd、Pb、Cu和Zn)的含量。
P07718,Effects of combined amendments on crop yield and cadmium uptake in two cadmium contaminated soils under rice-wheat rotation,复合改良剂对稻麦轮作下两种镉污染土壤作物产量及镉吸收的影响,由于镉（Cd）对人体健康通过食物链具有高毒性，中国的土壤Cd污染已成为一个严重问题。本研究通过盆栽实验，调查了单独或联合施用熟石灰（L）、羟基磷灰石（H）和有机肥（F）对稻麦轮作下轻度（DY）和中度（YX）Cd污染农业土壤的修复效果。结果表明，改良剂显著影响了作物籽粒产量、Cd浓度、土壤pH值、CaCl2提取态Cd及Cd的形态。在两个种植季中，熟石灰和羟基磷灰石显著固定了土壤中的Cd，而羟基磷灰石和有机肥显著增加了籽粒产量。熟石灰主要增加了土壤碳酸盐结合态Cd的比例（DY土从16.7%增至36.2%，YX土从16.8%增至28.3%），羟基磷灰石增加了铁/锰氧化物结合态Cd的比例（DY土从19.3%增至33.4%，YX土从31.4%增至42.1%）；而有机肥略微增加了土壤可交换态和有机质结合态Cd的比例。此外，含有碱性材料和有机材料的复合改良剂具有同时降低籽粒Cd含量和提高籽粒产量的潜力。因此，综合考虑改良剂对产量和Cd浓度的影响、成本以及预期效益，建议在实际应用中推广“熟石灰+有机肥”或“熟石灰+羟基磷灰石+有机肥”等组合。改良剂影响Cd固定的机理主要归因于土壤Cd有效性的变化和作物
