序号,英文标题,中文标题,中文摘要
P00465,Effects of biochar amendment in two soils on greenhouse gas emissions and crop production,两种土壤中生物炭改良对温室气体排放和作物产量的影响,摘要 背景：全球范围内，人们对在农业中使用生物炭以帮助减缓全球变暖并提高作物生产力的兴趣日益增加。 方法：通过在两种不同土壤（旱地土壤与水稻土）中进行的室外盆栽实验和在水稻土中进行的好氧培养实验，评估了生物炭对温室气体（GHG）排放及水稻和小麦产量的影响。 结果：在水稻季节，向旱地土壤中添加生物炭使甲烷（CH4）排放增加了37%，而在小麦季节其对CH4排放没有影响。生物炭改良使水稻和小麦季节的氧化亚氮（N2O）排放分别降低了54%和53%，但在任一作物季节对生态系统呼吸均无影响。在好氧培养实验中，在不施用尿素氮的情况下，添加生物炭显著降低了水稻土的N2O排放并增加了二氧化碳（CO2）排放（P < 0.01）。如果配合施用氮肥，添加生物炭增加了籽粒产量和生物量。平均两种土壤，生物炭改良使水稻和小麦的产量分别增加了12%和17%，这些增加部分归因于土壤硝酸盐保持力的增加。 结论：我们的结果表明，尽管在高氮肥施用下生物炭增加了全球增温潜势，但生物炭的掺入显著减少了N2O排放，同时促进了作物生产。
P00744,Remediation of an electroplating contaminated soil by EDTA flushing: chromium release and soil dissolution,EDTA淋洗修复电镀污染土壤：铬释放与土壤溶解,
P00746,"Effect of soil sealing on the microbial biomass, N transformation and related enzyme activities at various depths of soils in urban area of Beijing, China",土壤密封对北京市不同深度土壤微生物量、氮转化及相关酶活性的影响,目的 土壤密封阻碍了土壤与其他环境隔室之间的气体、水和养分交换，并影响城市氮通量，从而对土壤功能和城市环境产生某些负面影响。然而，关于城市地区土壤密封后的生物地球化学循环和生物活性的信息很少。本研究的目的是评估土壤密封对氮转化及相关微生物特性的影响。材料与方法 在中国北京的三种土地覆盖类型：不透水土地（密封土壤）、森林（植被）和裸地（无密封且无植被）中，在四个深度（0-10、10-20、20-30、30-40厘米）采集土壤样品。分析了土壤无机氮、净潜在氮矿化和硝化率、理化性质、微生物生物量以及脲酶、蛋白酶和硝酸还原酶的活性。结果与讨论 土壤密封影响了土壤理化性质、养分利用和微生物特征，导致土壤净潜在矿化和硝化作用降低。土壤密封后pH值和C/N比增加，而土壤有机质和全氮减少，特别是在0-10厘米层。在三种类型的土壤中，不透水地点的土壤微生物生物量碳和氮最低。此外，微生物生物量随深度梯度增加。土壤酶活性也受到土壤密封的显著影响。典型相关分析表明，不透水地点土壤净潜在矿化和硝化作用的减少主要由土壤总氮、土壤有机质和土壤微生物生物量的变化引起。结论 土壤密封显著影响了城市地区的土壤氮转化过程和
P00747,"Platinum-group and other traffic-related heavy metal contamination in road sediment, Guangzhou, China",广州道路沉积物中铂族元素及其他交通相关重金属污染,目的：人类暴露于道路机动车排放的颗粒物中，包括来自轮胎、刹车、部件磨损和再悬浮道路沉积物的重金属混合物。本研究旨在测定中国广州市区道路沉积物中14种铂族元素及其他交通相关重金属的浓度，以识别其来源并评估人为影响对道路沉积物重金属污染的程度。材料与方法：采集了35个道路沉积物样品。利用电感耦合等离子体质谱法测定Cr、Mn、Ni、Cu、Zn、La、Ce、Mo、Cd、Pb、Ba和Rh的浓度。利用同位素稀释-电感耦合等离子体质谱法分析Pt和Pd。采用多元统计分析和富集因子方法识别这些重金属的来源并评估人为影响。结果与讨论：道路沉积物样品中Pt、Pd、Rh、Cr、Mn、Ni、Cu、Zn、La、Ce、Mo、Cd、Pb和Ba的平均浓度分别为68.24、93.15、23.85、147.5、712.3、47.24、177.5、1254、47.50、96.62、4.91、3.00、198.1和641.3 ng g-1。不同重金属之间存在极弱到显著的正线性相关。道路沉积物的元素组成受五个主成分支配。通过聚类分析确定了三个聚类，并计算了相对于中国土壤的富集因子。基于结果讨论了重金属的来源和污染程度。结论：重金
P00785,"Magnetic records of heavy metal pollution in urban topsoil in Lanzhou, China",中国兰州城市表层土壤重金属污染的磁学记录,本研究对采集自中国兰州市的土壤样品进行了磁学特征和重金属元素的系统分析。研究测量了117个表层土壤样品，以探讨环境磁学方法评价城市土壤重金属污染的可行性和有效性。结果表明，低矫顽力磁铁矿主导了样品的磁学性质。土壤磁性矿物浓度参数的高值和磁性粒度参数的低值主要分布在西固区北部、城关区东部的工业区以及连接城关区与其他三个城区的狭窄地段；这些参数与污染负荷指数和内梅罗污染指数的高值分布基本一致。利用环境磁学方法监测重金属（如As、Cr、Cu、Ni、Pb、Zn和Fe）污染的半定量研究表明，磁化率值可作为污染分级指标。中高污染分布区域是由工业和交通引起的，显示出兰州市的污染变化呈现出“交通排放+工业”的趋势。
P00786,"Mercury release flux and its influencing factors at the air-water interface in paddy field in Chongqing, China",中国重庆稻田气-水界面汞释放通量及其影响因子,气-水界面的汞交换是汞生物地球化学循环的重要组成部分。2008年，在中国重庆北碚的两个站点（澄江（CJ）和槽上（CS）），利用通量箱（DFC）结合Lumex多功能汞分析仪RA-915+对稻田气-水界面的汞通量进行了测量。结果表明，汞排放与太阳辐射和气温呈幂律关系，且随水温呈指数增长。汞排放主要受气态元素汞的溶解度、光热效应、电子活度（Eh）和空气汞浓度的影响。太阳辐射对白天汞排放的直接贡献最大（0.80），贡献率为83.60%，而夜间水温（0.72）对排放的贡献率为71.65%。夜间水气之间的温度梯度也可能影响气/水界面的汞排放。这些发现表明，稻田可能成为大气汞的重要来源，并对区域大气汞产生显著贡献。
P00787,Effects of microbial processes on the fate of arsenic in paddy soil,微生物过程对水稻土中砷归趋的影响,
P00800,Characteristics of heavy metal accumulation on fly ash- and sewage sludge-amended calcific soil,粉煤灰和污泥改良石灰性土壤中重金属积累特征,粉煤灰(FA)和污泥(SS)的陆地处置因其潜在的有害成分而成为一个主要问题。本文通过盆栽实验评估了在石灰岩矿区的石灰性土壤中施用FA和SS改良剂对植物生长的影响，并特别讨论了重金属积累和迁移特征对土壤和植物的潜在危害。结果表明，施用FA-SS混合物（质量比1:1或1:2）能够加速植物生长并提高生物量，且1:1混合比时产量最高。与中国土壤元素背景值相比，重金属分析表明改良土壤中Pb、Cr、Hg、Cd、As、Ni、Cu和Zn的含量达到二级环境质量标准，仅Hg和Cd表现出显著积累。同时，虽然根中的金属浓度高于对照组，但除Cu、Zn外的地上部分浓度较低，且植物中的所有重金属含量均远低于毒性限值。结果表明，基于FS、SS、重金属和石灰性土壤的特性，合理施用FA和SS混合物不应对土壤和食物链构成危险。
P00846,"Comprehensive analysis of heavy metals in soils from Baoshan District, Shanghai: a heavily industrialized area in China",上海宝山区土壤重金属综合分析：中国的一个高度工业化区域,
P00899,Transformation of metal speciation in purple soil as affected by waterlogging,淹水对紫色土中重金属形态转化的影响,
P01205,Ecotoxicological effects of decabromodiphenyl ether and cadmium contamination on soil microbes and enzymes,十溴二苯醚和镉污染对土壤微生物和酶的生态毒理效应,本研究调查了十溴二苯醚（BDE209）和镉（Cd）污染对土壤可培养微生物种群、酶活性和细菌群落结构的生态毒理效应。通过对多组对照组和污染土壤样品进行的室内培养试验结果表明，长期暴露于一种或两种污染物会产生显著的毒性效应。两种污染物对受试微生物产生了显著且不同的毒性效应；暴露物种的数量通常随剂量-反应关系下降。土壤可培养微生物种群和酶活性数据显示，对一种或两种污染物的敏感性顺序分别为：细菌>真菌>放线菌和脲酶>蔗糖酶。BDE209和Cd之间的相互作用取决于暴露剂量和时间，联合毒性效应为协同、拮抗或相加。物种组成和丰富度的PCR-DGGE分析数据表明，在30天暴露期间对细菌群落结构具有协同联合效应。Pseudomonas tuomuerensis CCM 7280菌株和Pseudomonas alcaliphila AL15-21菌株富集，表明这些物种可能是主要的功能种群且具有高耐受性。这些观察结果为环境中BDE209和Cd污染的潜在生态毒理效应提供了有用信息。
P01531,Evaluation of EROD and CYP3A4 activities in earthworm Eisenia fetida as biomarkers for soil heavy metal contamination,赤子爱胜蚓EROD和CYP3A4活性作为土壤重金属污染生物标志物的评估,本研究评估了重金属（Cd、Cu、Pb、Zn）对赤子爱胜蚓体内EROD和CYP3A4活性的影响，旨在探讨其诱导效应及作为土壤重金属污染生物标志物的潜力。蚯蚓接触经不同浓度Cd（0.1–8 mg L−1）、Cu（10–200 mg L−1）、Pb（20–400 mg L−1）或Zn（50–400 mg L−1）浸泡的滤纸48小时。接触四种金属后，EROD活性均呈显著的剂量依赖性变化。CYP3A4活性被Cd和Pb显著诱导，但受Cu和Zn影响较小。这是首次关于重金属诱导蚯蚓CYP3A4活性变化的报道。在四种重金属中，Cd对EROD和CYP3A4的诱导作用最强。虽然EROD和CYP3A4活性表现出相似的趋势，但作为重金属污染的生物标志物，EROD在赤子爱胜蚓中比CYP3A4更敏感。
P01676,Remediation of heavy metal contamination in calcareous soil by washing with reagents: A column washing,试剂淋洗修复石灰性土壤重金属污染：柱淋洗研究,本文评估了在柱模式下使用不同剂量的HCl和Na2EDTA去除钙质土壤中Cd和Pb污染的效果。田间土壤含有高浓度的DTPA提取态Cd (12.82 mg kg-1) 和 Pb (105.38 mg kg-1)。研究发现HCl和Na2EDTA对去除DTPA提取态Cd均有效，但低浓度的HCl对去除DTPA提取态Pb无效，而最优剂量的Na2EDTA对DTPA提取态Pb的最高去除效率仅为45.39%。为了有效且经济地从污染土壤中去除这两种金属，测试了先使用最优剂量的HCl再使用最优剂量的Na2EDTA的顺序淋洗方法，分别获得了87.3%和73.2%的DTPA提取态Cd和Pb的去除效率。与使用单一淋洗剂相比，先HCl后Na2EDTA的顺序淋洗对DTPA提取态Cd和Pb的去除效率分别提高了8.3%和27.92%以上。土壤提取实验结果表明，去除的Cd和Pb的主要形态为铁/锰氧化物态和碳酸盐态。顺序淋洗收集的淋出液中的痕量金属已成功沉淀，淋出液可以安全排放。
P01689,"Human health risk from soil heavy metal contamination under different land uses near Dabaoshan Mine, Southern China",中国南部大宝山矿区不同土地利用方式下土壤重金属污染的人体健康风险,土壤重金属污染是一个主要的环境问题，且重金属带来的生态风险日益增加。本文通过以下方式研究了大宝山矿区的重金属污染状况：使用顺序指示模拟来描绘土壤数据的空间格局；拟合作物吸收重金属的多元线性回归模型；从遥感图像中解译土地利用方式；并将空间格局、吸收模型和土地利用方式整合到一个针对重金属的人体健康风险剂量-反应模型中。土壤重金属浓度升高的区域主要位于大宝山矿区以及横石河、铁龙河和船都河流域的盆地中。研究区内土壤中Cu、Zn、Cd和Pb的平均浓度均高于自然土壤背景值，其中Cd是该地区人体健康风险的主要贡献者。低土壤pH值的区域也广泛分布在横石河、铁龙河和船都河流域的盆地中。在研究区的不同土地利用类型中，农业和居住用地的人体健康风险最高，因为摄入是重金属的主要暴露途径。重金属浓度和土壤pH值的空间格局表明，人体健康风险最高的区域并不直接与重金属浓度最高的区域重合，而是与土壤pH值较低的区域重合。高浓度的重金属污染提供了风险源，但只有当高重金属浓度、低pH值以及农业或居住用地三者结合时，才会存在人体健康风险。危害商的空间格局表明，Cd是对人体健康风险贡献最大的污染物。
P01912,Spatial distribution and pollution assessment of heavy metals in urban soils from southwest China,中国西南城市土壤重金属的空间分布及污染评价,为识别重金属的浓度及来源并评估土壤环境质量，本研究在中国四川省宜宾市采集了63个土壤样品。As、Pb、Zn和Cu的平均浓度分别为10.55、61.23、138.88和56.35 mg/kg。As浓度与背景值相当，而Pb、Zn和Cu浓度高于其相应的背景值。工业区的As、Pb、Zn和Cu浓度最高，而公园区浓度最低。统计分析显示重金属可分为两个聚类，一组为Pb、Zn和Cu，另一组为As。空间分布图表明Pb、Zn和Cu主要受人为活动控制，而As主要归因于土壤母质。As、Pb、Zn和Cu的污染指数值分别在0.24-1.93、0.66-7.24、0.42-4.19和0.62-5.25之间，平均值分别为0.86、1.98、1.61和1.78。这些重金属的综合污染指数(IPI)值在0.82至3.54之间，平均值为1.6，超过90%的土壤样品受到中度或重度重金属污染。IPI的空间分布显示，相较于旧城区，新城区的重金属污染程度相对较低。
P01915,"Health risk assessment of heavy metals in soils and vegetables from wastewater irrigated area, Beijing-Tianjin city cluster, China",中国京津城市群污水灌溉区土壤和蔬菜重金属的健康风险评估,"本研究评估了中国京津城市集群通过食物链重金属污染对当地人群可能造成的健康风险，该地区具有长期的污水灌溉历史。研究计算了包括 Cu, Zn, Pb, Cr, As 和 Cd 在内的六种元素从土壤到蔬菜的转移系数（TF），并评估了污染负荷指数（PLI）。结果表明，只有 Cd 在这些点位超过了最大允许限值。迄今为止，土壤和蔬菜中的重金属浓度均低于中国环境保护部和世界卫生组织规定的允许限值。六种重金属的转移因子显示为 Cd > Zn > Cu > Pb > As > Cr 的趋势，这取决于蔬菜种类。估算的 Cu, Zn, Pb, Cr, As 和 Cd 的膳食摄入量远低于耐受限值，目标危害商数（THQ）值小于 1，这表明通过食用蔬菜接触重金属的健康风险通常被认为是安全的。"
P01981,"Antimony (Sb) and Arsenic (As) in Sb Mining Impacted Paddy Soil from Xikuangshan, China: Differences in Mechanisms Controlling Soil Sequestration and Uptake in Rice",中国锡矿山锑矿影响区水稻土中的锑与砷：控制土壤固定及水稻吸收机制的差异,受锑矿活动影响的土壤生产的食品因植物吸收污染物类金属（锑和砷）而构成潜在的健康风险。本文首次报道了在受活跃锑矿影响的淹水水稻土中，土壤和孔隙水中锑的化学形态，及其对水稻植株（Oryza sativa L. cv Jiahua）吸收和形态的影响。结果与砷的行为和吸收进行了比较。在气候室控制条件下进行了为期50天的盆栽实验。在没有水稻的盆中，淹水增加了溶解态锑（高达约2000 ug L-1）和砷（高达约1500 ug L-1）的浓度。当存在水稻时，水稻根系上发育的铁膜充当了砷和锑的清除剂，其中孔隙水中的砷浓度显著降低，但锑浓度则不然。孔隙水中的溶解态锑主要以Sb(V)形式存在，与Ca相关，表明其溶解度受锑酸钙控制。Sb和As之间的生物富集系数和转运系数没有观察到显著差异。与水稻根系和孔隙水相比，水稻地上部发现了更高相对浓度的Sb(V)，表明优先吸收Sb(V)或可能在地上部将Sb(III)氧化为Sb(V)。向水稻土添加土壤改良剂（橄榄石，赤铁矿）对孔隙水中Sb和As的浓度没有影响。
P01983,Prediction of Methyl Mercury Uptake by Rice Plants (Oryza sativa L.) Using the Diffusive Gradient in Thin Films Technique,利用薄膜扩散梯度技术(DGT)预测水稻对甲基汞的吸收,"在中国西南内陆汞矿地区，大米摄入是甲基汞(MeHg)暴露的主要途径。然而，关于MeHg在水稻中积累的机理信息有限。稻田土壤与水稻植物之间的MeHg交换过程主要发生在孔隙水中。因此，检测孔隙水中的生物有效性MeHg对于预测水稻(Oryza sativa L.)对MeHg的吸收至关重要。本研究利用薄膜扩散梯度(DGT)技术调查了水稻生长季节孔隙水中MeHg的动态变化和空间趋势，并测试了DGT预测水稻吸收MeHg的能力。土壤通过根系向水稻植物转移的MeHg吸收通量与DGT测量的MeHg通量显著相关(R = 0.853, p < 0.01)。我们的研究表明，DGT可以预测稻田土壤中MeHg的生物有效性，并且DGT方法可以提供对这种生物有效性MeHg吸收速率的定量描述。DGT技术被证明是一个有用的指标，可用于评估在MeHg污染土壤中种植水稻可能出现的生态毒理学风险。"
P02353,Growth and Heavy-Metal Uptake by Lettuce Grown in Soils Applied with Sewage Sludge Compost,施用污泥堆肥土壤中生菜的生长及重金属吸收,"通过盆栽实验研究了污泥堆肥(SSC)单独施用及与化肥配施对两种土壤(黄壤性土和典型紫色土)中生长的生菜的生长和重金属累积的影响。处理包括对照；氮磷钾(NPK)化肥；施用比例为27.54 (SSC), 82.62 (3SSC), 165.24 (6SSC) t hm–2的污泥堆肥；以及共施处理(1/2 SSC + 1/2 NPK)，其中来自NPK化肥、SSC和共施处理的氮、磷和钾输入归一化为当地推荐速率。SSC施用增加了生菜的生物量以及铜、锌和铅含量，并增加了土壤中全量和二乙基三胺五乙酸(DTPA)提取态金属。然而，在推荐速率下单独使用SSC产生的植物生物量低于单独使用NPK化肥。共施处理获得与单独使用NPK化肥相当或更高的生物量，且未增加土壤和植物中的重金属累积。结果表明，污泥堆肥应与化肥配合施用于土壤。"
P02445,"Monte Carlo Simulation-Based Health Risk Assessment of Heavy Metal Soil Pollution: A Case Study in the Qixia Mining Area, China",基于蒙特卡洛模拟的重金属土壤污染健康风险评估：中国栖霞矿区案例研究,近年来，中国许多地区发生了重金属污染事故，公众越来越关注其健康影响。本文基于美国环境保护署模型，采用蒙特卡洛模拟技术，提出了一种重金属污染健康风险评估的程序。案例研究在栖霞铅锌矿区进行。根据矿山厂区、附近的栖霞景区和村庄的重金属污染程度，计算了工人、游客和当地居民（包括儿童和成人）终身暴露（通过摄入和皮肤接触）的潜在健康风险，分别确定为累积致癌和非致癌风险。风险评估表明，致癌风险并不显著。然而，Pb（铅）构成了显著的累积非致癌风险，对工人来说往往较为严重。此外，当地儿童比成人更容易受到重金属污染相关风险的影响。因此，应采取风险缓解和预防措施，特别是针对儿童和工人。
