序号,英文标题,中文标题,中文摘要
P01134,Status of cadmium accumulation in agricultural soils across China (1975e2016): From temporal and spatial variations to risk assessment,中国农业土壤镉积累状况（1975-2016）：从时空变异到风险评估,基于1186项已发表的研究，对中国农业土壤中的镉污染进行了首次全国尺度的评估。分析了镉浓度、时空变异以及由镉暴露引起的生态和健康风险。少数采样点的镉浓度分别超过了《土壤环境质量 农用地土壤污染风险管控标准》(GB15618-2018)的筛选值和管制值。中国南方土壤镉浓度高于其他地区。镉污染造成的生态风险较低。从1981年到2016年，土壤镉浓度逐渐积累。镉主要来源于采矿、冶炼、污水灌溉和施肥等人为活动。肥料施用量与土壤镉浓度之间存在线性相关，表明氮、磷、钾及复合肥的施用是土壤中镉的重要来源。本研究详细阐述了中国农业土壤镉污染的整体状况，可为政策制定者有关污染预防措施的决策提供参考。
P01212,"Heavy metals in agricultural soils from a typical township in Guangdong Province, China: Occurrences and spatial distribution",广东省典型乡镇农业土壤中的重金属： occurrence 与空间分布,"为研究中国珠江三角洲典型产业转移承接区（高岗镇）农业土壤中重金属（Cu, Pb, Zn, Hg, Ni, Cd, As 和 Cr）的污染水平、来源及空间分布特征，于2016年8月采集了162个表层土壤样品，并利用电感耦合等离子体质谱仪、电感耦合等离子体发射光谱仪和原子荧光光谱仪进行测定。此外，利用污染指数、富集因子、多元统计方法和地统计学分析对重金属含量进行了系统分析。结果表明，Cd, Pb, Zn, Ni, Cu 和 Hg 的平均浓度高于广东省土壤背景值，污染指数和富集因子的相对高值表明这些元素（Cd, Pb, Zn 和 Hg）在土壤中具有累积趋势。多元统计方法和地统计学分析的所有结果显示，污染主要分布在工业区、河流和密集道路网络区域。高岗镇农业土壤中的八种重金属来自三个不同的来源。砷、铬、铜和镍主要来源于母质。农业实践和交通活动是 Cd, Pb 和 Zn 的主要来源。汞主要来自工业实践。"
P01214,Complementarity of co-planting a hyperaccumulator with three metal(loid)-tolerant species for metal(loid)-contaminated soil remediation,超富集植物与三种耐金属物种联合修复金属(类金属)污染土壤的互补性研究,多种植物联合种植对于修复金属（类金属）复合污染土壤具有重要价值。本研究通过盆栽实验，研究了将蜈蚣蕨与三种大生物量的耐金属物种（芦竹、桑树和构树）联合种植在砷、镉、铅和锌复合污染土壤上的生长、金属提取效果及互补性。结果表明，联合种植有利于超富集植物蜈蚣蕨的生长和砷的吸收，并提高了金属的综合提取量。与单作相比，联合种植系统中蜈蚣蕨的总生物量和根部砷含量分别显著提高了117.5%和122.0%，而芦竹、桑树和构树组织中的As、Cd、Pb和Zn含量略有增加。四种植物联合种植对污染土壤中As、Cd、Pb和Zn的综合积累量高于部分植物的单作。此外，联合种植系统降低了污染土壤中As、Cd和Zn的有效性，同时土壤脲酶和酸性磷酸酶活性较单作显著（p < 0.05）提高。结果表明，超富集植物与三种耐金属物种之间的正相互作用可以有效促进蜈蚣蕨的生长，调节综合金属积累能力，改善污染土壤的环境质量，从而提高了联合种植对金属污染土壤的植物修复潜力。
P01216,Profiles and potential health risks of heavy metals in soil and crops from the watershed of Xi River in Northeast China,中国东北细河流域土壤及作物中重金属的分布特征及潜在健康风险,土壤重金属污染是中国主要的环境问题，近年来引起了公众的极大关注。本研究评估了中国东北辽宁省沈阳市西部细河流域中四种重金属（镉、铅、汞和锌）通过土壤暴露和膳食摄入的人体健康风险。测定了该地区采集的411个土壤样品和59个作物样品中Cd、Pb、Hg和Zn的浓度。进一步评估了通过土壤摄入、吸入、皮肤接触和作物膳食摄入暴露于重金属的健康风险；成年男性、成年女性和儿童的总危害指数分别为1.15、1.33和2.03，当地居民的总致癌风险为3.7 × 10−3。在四种研究重金属中，Cd是造成健康风险的主要污染物。研究重金属估算的非致癌和致癌风险均高于美国环保局提出的可接受水平。受污染作物的膳食摄入被确定是该地区人类重金属暴露的主要途径，这表明重金属进入食物链后会造成更大的危害。总的来说，我们的研究结果表明，细河流域不适合种植农产品，应采取更有效的控制措施来遏制该地区未来的重金属污染。
P01217,"Source apportionment of heavy metals in farmland soil with application of APCS-MLR model: A pilot study for restoration of farmland in Shaoxing City Zhejiang, China",APCS-MLR模型在农田土壤重金属源解析中的应用：浙江省绍兴市农田修复试点研究,重金属来源的条件对于评估其对人类健康的潜在威胁至关重要。识别重金属的来源对于规划控制重金属长期累积的有效措施至关重要。本研究采用地统计学和绝对主成分得分-多元线性回归（APCS-MLR）受体模型，对100个土壤样品进行了污染源分析。描述性统计显示，重金属（Pb、Zn、Cu、Ni）的浓度超过了浙江省的背景值。变异系数为 Pb > Cd > Cu > Zn > Ni > Cr。APCS-MLR和地统计分析显示污染源如下：PC1为Ni、Cr、Cu、Zn，主要源于土壤母质。其贡献率分别为89.42%、87.19%、29.64%和33.58%。PC2为Pb、Zn和Cu，主要是由人为采矿活动造成的。其贡献率分别为95.92%、24.81%和40.62%。PC3为Cd、Zn和Cu，主要由农业投入引起，其贡献率分别为91.96%、41.61%和30.14%。根据内梅罗综合指数评价方法，中国浙江省绍兴市受到重金属的严重污染。
P01263,Status assessment and probabilistic health risk modeling of metals accumulation in agriculture soils across China: A synthesis,中国农业土壤金属累积的状态评估与概率健康风险建模：综合研究,中国农业土壤中的重金属累积问题备受关注，但在全国尺度上对中国农业土壤金属污染状况及概率健康风险的研究较少。本研究编制了中国农业土壤重金属浓度数据库，并选择了砷、镉、铬、镍、铅和锌六种重金属进行污染评估和风险筛选。采用蒙特卡洛模拟评估了概率健康风险、相关不确定性以及毒性参数、摄入率和体重的变化。结果表明，Cd的浓度高于其参考标准，且Cd的平均地累积指数最高，为1.79。此外，通过接触六种重金属，儿童和成人的平均危害指数分别为1.85E−01和2.87E−02，有2.2%的儿童非致癌风险超过了指南值1。相比之下，儿童和成人接触六种重金属的总致癌风险（TCR）分别有95.0%和90.0%超过了指南值1E−06。根据超过指南值的风险输出百分比，对六种金属进行了排名。砷的致癌和非致癌风险超标率较高，而铬和镉是具有高关注度的金属，其致癌风险超标率较高。敏感性分析表明，金属浓度和土壤摄入率是总风险方差的主要贡献者。总体而言，受重金属污染农田接触引起的不利健康风险有所升高。本研究结果可为公共卫生专业人士和政策制定者提供有价值的启示，以设计有效策略管理全国农田并减少重金属接触。
P01315,Multivariate receptor models and robust geostatistics to estimate source apportionment of heavy metals in soils,多元受体模型与稳健地统计学估算土壤重金属源解析,本研究将绝对主成分得分-多元线性回归（APCS/MLR）和正定矩阵因子分解（PMF）应用于包含300个土壤样品中10种重金属的数据集。采用稳健地统计学来描绘和比较这两种受体模型推导出的因子。APCS/MLR和PMF得出了三个相似的源因子，且贡献率相当，但APCS/MLR存在部分负值和未识别的贡献；因此，PMF凭借其最优的非负性结果被用于源解析。利用经典Matheron估计量和三种稳健估计量构建了两种受体模型各因子的实验半变异函数。对应的APCS和PMF因子的实验半变异函数拟合理论模型的最佳关联有所不同。然而，克里金插值表明对应的APCS和PMF因子显示出相似的空间变异性。基于PMF和稳健地统计学，确定了广饶县10种重金属的三个来源。As、Co、Cr、Cu、Mn、Ni、Zn以及部分Hg、Pb、Cd源于自然源，该因子组合的重金属分布与成土母质图一致。43.1%的Hg和13.2%的Pb与人为输入的大气沉降有关，其高值区位于城市周边。29.6%的Cd与农业实践有关，且热点区与蔬菜生产土壤的空间分布相吻合。总体而言，自然源、人为排放的大气沉降和农业实践分别解释了10种重金属总浓度的81.1%、7
P01317,"Spatial distribution of lead contamination in soil and equipment dust at children's playgrounds in Beijing, China",北京儿童游乐场土壤和设备粉尘中铅污染的空间分布,铅污染在中国广泛存在，构成了严重的公共卫生问题。在量化儿童铅暴露时，既有的健康风险评估（HRA）方法通常考虑居住区土壤铅水平。然而，在中国大陆城市，人口主要居住在没有前后院的高层建筑中，这可能不是儿童的重要暴露来源。在这种情况下，儿童游乐场可能是一个更可能的暴露来源。本研究分析了中国北京71个游乐场设备沉降粉尘和表层土壤中的铅水平。结果表明，游乐场粉尘铅平均浓度为80.5 mg/kg，是土壤铅平均浓度（36.2 mg/kg）的两倍多。研究发现游乐场粉尘和土壤中铅的统计和空间分布存在差异。设备中的铅水平在整个北京基本一致，在主城区、新开发的通州区和农村县检测到了较高水平。而主城区游乐场的土壤铅平均浓度高于北京其他地区。统计分析表明，粉尘和土壤中的铅含量可能源自不同的自然和人为来源。设备粉尘铅可能与长距离大气传输和沉积有关。而土壤中的铅更可能与当地交通有关。这项研究还发现，在北京某些地区，基于粉尘暴露的血铅水平（BLLs）超过安全水平的风险是基于游乐场土壤暴露风险的6倍。研究结果表明，针对中国大陆儿童的健康风险评估应更多地关注儿童游乐场作为铅暴露源，特别是游乐场设备粉尘。
P01320,"Accumulation, ecological-health risks assessment, and source apportionment of heavy metals in paddy soils: A case study in Hanzhong, Shaanxi, China",水稻土中重金属的积累、生态健康风险评估及源解析：以中国陕西汉中为例,重金属造成的农业土壤污染已成为影响粮食安全和人体健康风险的全球性问题。本研究对位于沉积盆地的汉中市水稻土中的重金属积累、潜在生态和健康风险进行了调查评估，并识别了金属来源。从两个典型县采集了92个表层土壤样品（原土）及相应的稻米样品、21个灌溉水样品和18个肥料样品，并定量分析了重金属（即As、Cd、Cu、Hg、Pb和Zn）的浓度。结果表明，As、Cd和Zn是研究区土壤中的主要污染物。此外，土壤中升高的Hg含量也可能对当地生态系统构成风险。Cd和As显示出较高的迁移性，其在稻谷中的平均含量略超过允许阈值（0.20 mg kg-1）。此外，通过食用大米摄入Pb、As和Cd可能对当地居民造成潜在风险。金属分布表明，研究区的污染是非均质的，基于正矩阵因子分解（PMF）分析结果，确定农业活动（As、Cu和Cd）、交通运输排放（Cu和Pb）、燃煤（Hg和As）和冶炼活动（Zn、Pb和Cu）是潜在的污染源。
P01323,"A methodological framework for identifying potential sources of soil heavy metal pollution based on machine learning: A case study in the Yangtze Delta, China",基于机器识别土壤重金属污染潜在源的方法论框架：以中国长江三角洲为例,识别土壤重金属污染的多种且多变的来源是一个巨大的挑战。关于可能污染土壤的人为因素和企业，通常可获得的信息很少。在本研究中，我们使用搜索引擎的免费地理数据结合机器学习方法来识别和分类中国长江三角洲地区的潜在污染企业。数据通过五种不同的机器学习方法分为31个独立和5个综合行业类型。多项式朴素贝叶斯（NB）方法达到了87%的准确率和0.82的Kappa系数，用于对超过25万家企业的地理数据进行分类。使用双变量局部莫兰指数分析探讨了不同行业类别与土壤镉和汞浓度测量值之间的关系。分析揭示了不同行业类别导致土壤污染的区域。就镉而言，由于过度施肥和煤炭开采，某些区域的浓度也有所升高。这项研究提供了一种新方法来研究人为污染与土壤重金属自然源之间的相互作用，从而为污染控制和关于工业选址的规划决策提供信息。
P01325,Cd contamination status and cost-benefits analysis in agriculture soils of Yangtze River basin,长江流域农业土壤镉污染状况及成本效益分析,土壤是支撑人类生活和发展的基础载体，但已受到重金属的严重污染。这一事实凸显了通过土壤重金属污染状况评估和根本原因分析来实现土壤重金属污染防治的紧迫性。以往的研究往往只关注现状评估和源识别，而不考虑经济方面。本研究在长江流域实现了从现状评估、源识别到经济-环境成本效益分析的系统分析。通过对长江流域上、中、下游各省的空间差异比较，揭示了人为影响是造成长江流域当前镉污染的主要原因。一个有趣的发现是，上游和下游人为造成的镉浓度贡献量几乎相同，都在0.1 mg/kg左右，但它们的经济规模却大不相同。这表明，由于地方经济的规模和结构不同，以及清洁生产和污染处理的水平不同，一些地区可能拥有高经济效益和低环境成本，而在其他地区则相反。地理位置和自然资源是形成区域间环境成本-经济效益差异的根本原因。便利的交通促进了下游发展大量高质量的经济。自然资源促进了中游发展资源型经济。交通不便和自然资源匮乏限制了青海省的发展，使其镉污染强度最高。这些结果将为更好的土壤质量和可持续发展目标的实现提供有效的经济管理措施。
P01326,Soil physiochemical properties and landscape patterns control trace metal contamination at the urban-rural interface in southern China,土壤理化性质和景观格局控制中国南部城乡结合部痕量金属污染,本研究探讨了三个环境因子子集（包括pH值、有机物和土壤质地等土壤理化性质、景观格局和母质）对中国南部广州市城乡环境梯度上土壤痕量金属污染空间变异和来源的影响。我们使用随机镶嵌设计选择了样点，从森林、果园、农田和城市草坪采集了318个表层土壤样品。地质累积指数显示，18%-88%的土壤样品受到污染：Cd和Hg为中高度污染，Cu、Pb、Zn和Ni为低中度污染，As和Cr为低度污染。然而，不到13%的土壤样品被认为超过了国家标准，引起了环境和人类健康的关注。对于As、Cd、Ni、Pb、Zn，平均地质累积指数按森林、稻田/果园、蔬菜地、道路/住宅区、公园/住宅区的顺序增加，这紧随土地干扰梯度。斯皮尔曼相关和聚类分析显示，对于农业土壤，Pb-Cu-Zn具有与交通相关的来源，Cd-Hg主要受施肥或工业排放影响，As-Cr-Ni具有地质成因。相反，对于城市土壤，Ni、Hg和Cd的污染来源包括人为和地质成因。逐步回归和偏冗余分析表明，对于农业和城市土壤，三个环境因子子集解释了43%-87%的土壤污染变化。我们得出结论，土壤污染主要受土壤理化性质控制，其次是景观格局。土壤对痕量金属污染物气载负荷的吸收主
P01327,Red soil amelioration and heavy metal immobilization by a multielement mineral amendment: Performance and mechanisms,多元矿物改良剂改良红壤及固定重金属的性能与机理,本研究旨在识别一种多元素矿物改良剂（MMA）改良红壤及固定重金属的性能和机理，该改良剂主要由沸石（方沸石和交叉沸石）、蒙脱石、钙铝黄长石、钙铝榴石和硅酸钙粉混合而成。结果表明，施用MMA后中和了红壤的酸性，提高了土壤电导率（EC）、阳离子交换量（CEC）以及蒙脱石和伊利石的含量，从而提高了土壤肥力以及重金属固定能力。铁铝土（红壤）提供的大量高反应性溶解态和胶体态铁与MMA提供的丰富有效硅、钙、镁、钠和钾结合，容易破坏高岭石并促进2:1型粘土矿物的形成。同时，施用MMA有效地降低了土壤重金属的生物有效性，这是由于MMA的活化矿物组成以及土壤中pH值和2:1型粘土矿物增加所致，显著降低了Cd、Pb、Cr和Hg在生菜组织中的吸收和积累（p < 0.05）。与未处理土壤相比，MMA处理土壤中的生菜株高、总产量和食用部分的维生素C含量分别增加了7.6%、23.6%和12.8%。这些结果表明，MMA是一种有前途的红壤改良和重金属固定改良剂。
P01328,Characterizations of microbial diversity and machine oil degrading microbes in machine oil contaminated soil,机油污染土壤中微生物多样性及机油降解微生物的特征表征,通过高通量扩增子测序技术测定了机油污染土壤中的微生物多样性。进一步利用聚合酶链反应方法表征了污染土壤中可培养微生物的多样性。变形菌门和拟杆菌门是最主要的门，分别占据52.73%和16.77%，而土壤中最丰富的属是甲基单胞菌属（21.62%）和黄杆菌属（3.06%）。在可培养微生物中，主要的门是厚壁菌门（46.15%）和变形菌门（37.36%），最丰富的属是芽孢杆菌属（42.86%）和气单胞菌属（34.07%）。筛选出四种具有高机油降解效率的分离微生物来评估其降解特性。所有菌株在培养7天后均达到最高机油降解率。大多数菌株在培养基中添加额外的碳源或有机氮源可显著提高其机油降解率。在相同接种水平下，四种微生物联合作用的机油降解率也高于各单独菌株。该研究的方案和发现对于开发微生物修复方法以消除土壤中的机油污染物非常有用。
P01432,Assessment of soil heavy metal pollution using stochastic site indicators,利用随机场地指示因子评估土壤重金属污染,改进对土壤重金属空间分布的理解和表征正成为风险评估和环境政策的重要组成部分。在这项工作中，使用从中国大冶（湖北省）收集的213个土壤样本作为经验数据集。首先，使用普通克里金法获得了包括Cd、Co、Cr、Cu、Mn、Ni、Pb和Zn在内的土壤重金属分布图。然后，基于普通克里金图计算了污染指数（PI）和综合污染指数（IPI），以获得大冶土壤中八种重金属的综合定量污染特征。结果表明，研究区域中46.1%、32.1%和0.5%的土壤分别受到中度、高度和极度污染。最后，利用IPI的单点和两点随机场地指示因子，定量评估了污染区域土壤重金属分布相关的不确定性和风险。结果表明，超过特定阈值的IPI值随阈值增加几乎呈线性增加，而过量污染的相对面积随阈值增加稳步下降。在研究区域考虑的地点对中，约70%和26%同时经历了中度和高度污染风险。
P01441,"Cadmium concentration estimation in peri-urban agricultural soils: Using reflectance spectroscopy, soil auxiliary information, or a combination of both?",城郊农业土壤中镉浓度的估算：使用反射光谱、土壤辅助信息或两者的结合？,对城郊农业土壤中镉（Cd）进行定期监测对于维护土壤安全以及平衡当地环境和生态系统至关重要。可见光和近红外（Vis–NIR）光谱为土壤Cd估算提供了一种替代方法。先前的研究发现，土壤Cd与土壤辅助信息（包括土壤有机质（SOM）、Fe和pH）之间存在轻度到中度的相关性。本研究旨在确定光谱数据和土壤协变量的结合是否会提高土壤Cd估算的模型准确性。我们从中部武汉市城郊农业区域采集了93个样本。测量了反射光谱、Cd浓度以及包括SOM、Fe和pH在内的土壤性质。除了原始光谱外，还比较了一阶（FDR）和二阶导数反射率以处理光谱。使用随机森林开发估算模型。特别是，我们测试了两种光谱降维方法，即主成分分析（PCA）和最优波段组合算法，以导出光谱参数。我们比较了三种土壤Cd估算的建模策略：策略I使用光谱数据作为输入变量，策略II使用土壤协变量作为预测因子，策略III结合策略I和II作为预测因子。结果表明，无论使用何种光谱变换，最优波段组合算法均优于PCA。将土壤协变量纳入光谱数据后，改善了土壤Cd的模型预测（验证r2，0.70–0.83），相比于单独使用光谱数据（验证r2，0.55–0.68）或单独使用土
