序号,英文标题,中文标题,中文摘要
P06024,Are Chinese consumers at risk due to exposure to metals in crayfish? A bioaccessibility-adjusted probabilistic risk assessment,由于小龙虾中的金属暴露，中国消费者是否面临风险？基于生物可给性调整的概率风险评估,"淡水小龙虾是世界上第三大的甲壳类动物，已有报道称其富集高水平的金属，但目前关于食用小龙虾相关潜在风险的认识落后于鱼类。我们首次提供了与世界最大的小龙虾生产国和消费国中国小龙虾消费相关的人类健康风险评估。我们对一个标准风险模型进行了蒙特卡洛模拟，该模型使用关于金属浓度、生物可给性(φ)、小龙虾消费率和消费者体重的本地数据进行参数化。发现小龙虾中金属的生物可给性是可变的(68–95%)且具有金属特异性，表明金属生物可给性可能对有效金属摄入量有潜在影响。然而，敏感性分析表明，通过小龙虾食用导致的金属风险主要由消费率解释(解释了总风险估计变异性的N92%)，而不是金属浓度、生物可给性或体重。中国12个省份被调查小龙虾样品的平均金属浓度(As, Cd, Cu, Ni, Pb, Se 和 Zn)符合国家安全标准。然而，φ调整的危害商(HQ)和危害指数(HI)的风险计算表明，对于非常高消费率的消费者，小龙虾中的金属可能构成健康风险，最高消费者的HI超过24。此外，由于As的存在，φ调整的致癌效应增加的终生风险(ILTR)对于中位数(ILTR = 2.5 × 10−5)和第90百分位数 $( \mat"
P07354,"Seasonal Variations and Sources of 17 Aerosol Metal Elements in Suburban Nanjing, China",中国南京郊区17种气溶胶金属元素的季节变化及来源,本研究于2012年7月至2013年6月期间，在中国东部南京郊区某邻近工业园的站点进行了为期一年的野外实验，旨在探讨大气细颗粒物（PM2.5）中微量金属元素的季节变化及其来源。研究采集了四个季节的PM2.5样品，并利用电感耦合等离子体质谱仪（ICP-MS）分析了Na、Mg、Al、V、Cr、Mn、Ni、Cu、Zn、As、Se、Sr、Cd、Ba、Pb、Mo和Sb这17种金属元素。结果表明，所有17种金属元素的浓度为1.23 μg/m³，平均占PM2.5总质量的1.0%。数据显示，Al、Cd、Ba的质量浓度在夏季最高；Mg、Cu、Zn、Se、Pb在秋季达到峰值；Cr、Mn、Ni、As、Sr、Sb在冬季显著增加；而Na、V、Mo的浓度则在春季最高。气流后向轨迹分析表明，到达站点的气团主要来自四个区域（日本、黄海和渤海；中国东南部、太平洋；江苏和安徽西南部；北亚内陆和蒙古地区），特别是来自北亚内陆和蒙古地区的气团含有最高浓度的As、Sb、Sr，且在冬季占主导地位。正矩阵因子分解（PMF）分析揭示，工业排放是观测到的金属元素的最大来源（34%），其次是交通（25%）、土壤扬尘（19%）、燃煤（10%
P07374,"Levels and potential health risk of heavy metals in marketed vegetables in Zhejiang, China",中国浙江市场销售蔬菜中重金属水平及潜在健康风险,本研究分析了浙江省5785份蔬菜样品中砷、镉、铬、铅、镍和汞的浓度，并评估了当地消费者的健康风险。各元素的平均浓度分别为砷0.013、镉0.017、铬0.057、镍0.094、汞0.002和铅0.034 mg/kg。镉和铅的超标率分别为0.25%和1.56%。健康风险指数(HIs)低于阈值1，表明对一般人群而言，通过摄入蔬菜引起的重金属健康风险非常低。
P07446,"Regional variations in the diversity and predicted metabolic potential of benthic prokaryotes in coastal northern Zhejiang, East China Sea",浙北沿岸底栖原核生物多样性与预测代谢潜力的区域变化,
P01203,"Pollution characteristics and health risk assessment of heavy metals in street dusts from different functional areas in Beijing, China",北京市不同功能区街道灰尘重金属污染特征及健康风险评估,
P02221,Integrated metagenomics and network analysis of soil microbial community of the forest timberline,森林林线土壤微生物群落的综合宏基因组学和网络分析,森林林线对气候变化反应迅速且明显，因此使其成为一个现成的指示器。气候变暖已导致全球林线向高海拔地区移动。然而，对地下生态系统和生物地球化学循环的影响仍然难以捉摸。为了解林线的土壤微生物生态学，我们通过16s rRNA Illumina测序、名为GeoChip 4.0的微阵列工具以及基于随机矩阵理论的关联网络方法分析了微生物群落。我们在湖北省神农架山脉构成林线的两个植被带中选择了24个采样点，该区域具有极其丰富的生物多样性。我们发现，在所有测量的环境参数中，温度与微生物生物量、微生物多样性以及分类学和功能基因水平的组成、微生物关联网络显示出最显著和广泛的联系。因此，温度是预测林线微生物群落变化的最佳指标。此外，氮循环和磷循环基因的丰度与氮和总磷含量相一致，为土壤生物地球化学循环的潜在机制提供了切实的线索。作为对林线土壤微生物群落分类学和功能组成的首次窥探，我们的研究结果对于预测未来林线上移的后果具有重要意义。
P03252,Assessment of Heavy Metals Contamination in Near-Surface Dust,近地表灰尘重金属污染评价,过去几十年中国城市化和工业化的持续发展导致重金属不断排放到城市环境中，对人类健康构成严重威胁。本研究在中国长春市进行了广泛的城市近地表灰尘调查，以评估城市灰尘中重金属污染的现状并识别潜在来源。共收集了232个样本，测定了Cu、Pb、Zn、Cd、Hg、As、Cr和主要元素的含量。结果表明，城市灰尘富集了金属，特别是Cu、Cd、Zn、Pb和Hg。主成分分析（PCA）用于识别重金属来源，结果显示城市灰尘中微量元素与主要元素之间存在明显不同的关联。Cr和As的浓度似乎受自然因素控制。Cu和Pb主要来自车辆排放。Zn主要来自交通源，特别是车辆轮胎。此外，Hg主要源自燃煤，而Cd主要与工业源相关。使用修正的污染指数和七个金属的Nemerow综合污染指数（NIPI）评估了每个采样点的金属污染程度。结果显示，每种金属的污染指数（PI）并不特别高。然而，长春部分城市灰尘中存在显著的金属污染，特别是Cu、Cd、Zn和As。七个金属的Nemerow综合污染指数（NIPI）平均值也表明，长春市的城市灰尘属于中度污染。值得注意的是，约11%的样本NIPI值超过3，表明金属污染程度较高。这些发现表明，未来应更加关
P07173,"Accidental Water Pollution Risk Analysis of Mine Tailings Ponds in Guanting Reservoir Watershed, Zhangjiakou City, China",张家口市官厅水库流域尾矿库突发水污染风险分析,在过去半个世纪中，由于尾矿坝溃坝发生了大量重大污染事故。以往大多数此类事故的研究都是对尾矿坝溃坝后环境影响的法医分析，很少有研究在事故发生前在流域尺度上考虑综合污染风险。因此，我们提出了流域尾矿库污染风险分析（WTPRA），专为多个尾矿库设计，源于先前的流域突发污染风险评价。WTPRA利用“源-途径-目标”的多条路线的风险排序来嵌入转移和组合风险。先前的方法通过多准则分析、大坝溃决模型和瞬时水质模型进行了改进，并修改以适用于多个尾矿库。研究区域覆盖了张家口官厅水库（北京最大的备用饮用水源）的流域，那里有许多尾矿库。生成的地图显示，官厅水库下游及其两条支流流域（即清水河和龙洋河）的风险较高。相反，中上游的风险较低。分析还表明，最危险的尾矿库位于崇礼和宣化，而官厅水库是最脆弱的受体。进行了敏感性和不确定性分析以验证WTPRA方法的稳健性。
P07253,An integrated insight into the response of sedimentary microbial communities to heavy metal contamination,沉积物微生物群落对重金属污染响应的综合研究,
P07560,Multi-phase distribution and comprehensive ecological risk assessment of heavy metal pollutants in a river affected by acid mine drainage,受酸性矿山排水影响的河流中重金属污染物的多相分布及综合生态风险评估,"迄今为止，关于河流水、沉积物、孔隙水（PW）和悬浮固体（SS）中重金属检测和生态风险评估的综合研究还很缺乏。本文研究了包括Cu、Zn、Mn、Cd、Pb和As在内的重金属浓度及其在四个相之间的分布。分析样品取自中国广东省横石河的12个站点，分别在雨季和旱季进行。基于金属含量、污染指数、毒性系数和水类别的新的综合生态风险指数（CERI）被提出，用于预测对水生生物的潜在风险。综合分析结果显示，孔隙水中Cu、Zn和Mn的最高浓度分别为6.42、87.17和98.74 mg/L，与水中的浓度相当，而Cd、Pb和As的浓度分别为609.5、2757和96.38 μg/L，是水中的2-5倍。沉积物中目标金属的可交换态和碳酸盐结合态含量之和顺序为Cd > Mn > Zn > Pb > Cu > As。重金属在相中的分布顺序为沉积物 > 悬浮固体 > 水 > 孔隙水，水和孔隙水中的总含量低于总量的2%。单一金属和相的升高生态风险值分别为Cd的34,585和水的1160，表明Cd是该区域的优先污染物。根据CERI，最大风险值为769.3，小于水中的1160，但高于其他相。由于考虑了水类别和贡献系数，CER"
P06086,"Heavy metals in vegetables and the health risk to population in Zhejiang, China",浙江省蔬菜中的重金属及其对人群的健康风险,
P06931,Diatom response to heavy metal pollution and nutrient enrichment in an urban lake: evidence from paleolimnology,城市湖泊硅藻对重金属污染和富营养化的响应：来自古湖沼学的证据,为了追踪富营养化和重金属污染的历史，研究了来自中国东南部一个严重污染的城市湖泊沉积物岩芯样品中的硅藻和地球化学地层。沉积剖面覆盖了大约60年（从约1951年到2011年），基于137Cs和球状碳质颗粒（SCP）测年，并包含了该地区快速工业化发展的时期。硅藻经历了两次明显的转变，包括1972年浮游物种（如梅尼小环藻）替代了底栖和附生类群，以及1999年后微小环藻和尖针杆藻的优势地位。在过去60年中，金属（即Cd、Pb和Zn）、总磷、总氮和总有机碳均有所增加。冗余分析用于关联硅藻与化学变化，解释了三个时期（1951年至1999年、1951年至2011年以及1972年至2011年）硅藻数据总变化的50.3-60%。营养盐和金属的联合作用是主要因素，占总方差的29.6-42.8%。对于1972年左右的第一次植物群转变，仅营养盐解释的方差仅略高于仅金属解释的方差。1999年后的进一步转变更多地受到金属单独作用的影响，而不是营养盐。能够耐受营养盐和金属相关压力的物种（如N. Palea）的增加与持续的营养盐和金属输入有关。此外，气候变暖可能会加剧该湖泊的富营养化和金属污染。
P06958,Elevated nitrate enriches microbial functional genes for potential bioremediation of complexly contaminated sediments,硝酸 enrichment 富集微生物功能基因以促进复杂污染沉积物的潜在生物修复,
P09616,Elevated nitrate enriches microbial functional genes for potential bioremediation of complexly contaminated sediments,硝酸盐富集微生物功能基因用于复杂污染沉积物的潜在生物修复,
P10727,Industrial SO2 pollution and agricultural losses in China: evidence from heavy air polluters,中国工业二氧化硫污染与农业损失：来自重空气污染企业的证据,本文旨在评估位于中国899个县的2069个国家重点监控空气污染企业造成的农业损失。我们检验了人均国家监控企业数量与其他社会经济指数之间的相关性，以展示工业二氧化硫空气污染对区域农业发展的负面影响。尽管这些企业是中国县域经济发展的主要驱动力，但由于相关的二氧化硫排放，周边的农业用地持续退化。污染造成的农业损失成本估计为14.3亿美元，占这899个县农业总增加值的0.66%。研究结果突显了清洁生产的重要性，并为应对工业空气污染提供了政策启示。
P06771,Soil nitrous oxide emissions following crop residue addition: a meta-analysis,作物秸秆还田后的土壤一氧化二氮排放：一项meta分析,
P06805,Structural insights into diversity and n-alkane biodegradation mechanisms of alkane hydroxylases,烷烃羟化酶多样性与正烷烃生物降解机制的结构洞察,
P06818,Association of urinary monomethylated arsenic concentration and risk of hypertension: a cross-sectional study from arsenic contaminated areas in northwestern China,中国西北砷污染地区尿单甲基砷浓度与高血压风险的关联：一项横断面研究,背景：尽管来自台湾、孟加拉国和美国的一些研究表明，高血压的患病率随砷暴露增加而呈现一致的剂量-反应关系增加，但慢性环境砷暴露与高血压风险之间的关联尚无定论。大多数研究从饮用水砷浓度或累积砷暴露(CAE)的角度讨论了该关联，很少涉及砷形态分析。在这项横断面研究中，我们通过分析CAE以及尿砷形态，评估了通过饮用水造成的环境砷暴露与高血压患病率之间的潜在关联，并提供了来自中国大陆的砷暴露与高血压数据。方法：这项横断面研究在中国西北的一个砷污染区进行。在自愿参与研究的1005名居民中，共确认并入户访谈了604名合格受试者。测量了身高、体重和血压。采集晨尿并测定尿砷形态浓度。在拥有详细饮水史的360名受试者亚群中计算了CAE。采用多因素logistic回归分析尿砷形态、CAE与高血压风险之间的关联。结果：我们发现尿中无机砷、一甲基砷(MMA)、二甲基砷(DMA)和总砷的水平与收缩压或脉压显著相关。CAE最高三分位数与高血压之间存在呈剂量依赖性的正相关关系。尿MMA浓度较高或DMA百分比较低的受试者倾向于患高血压。在调整混杂因素前后的logistic回归模型中，均观察到高血压风险随MMA浓度三分位
P03063,Biosorption of Copper (II) from Aqueous Solution Using Non-Living Mesorhizobium amorphae,利用非紫云英根瘤菌从水溶液中生物吸附铜(II),采矿业产生大量含有毒重金属的废水。去除重金属的处理是必要的，近期的研究重点是寻找更环保的材料来去除废水中的重金属。生物吸附可以是从水溶液中去除重金属的有效过程。我们的目的是利用死细胞紫云英根瘤菌 CCNWGS0123 研究在不同 pH、搅拌速度、温度、初始铜浓度、生物吸附剂用量和接触时间条件下从水溶液中去除铜 (II) 的情况，并使用火焰原子吸收光谱法进行金属估算。在 pH 5.0、搅拌速度 150×g、温度 28°C 和初始 Cu (II) 浓度为 100 mg L−1 时，实现了最大的铜去除率。最大生物吸附能力为 0.5 g L−1，并在 30 分钟内达到平衡。Langmuir 和 Freundlich 等温线的相关系数分别为 0.958 和 0.934。傅里叶变换红外光谱 (FT-IR) 分析表明，细胞表面的许多官能团（如 O-H、N-H、C-H、C=O、-NH、-CN、C-N、C-O、酰胺 -I、-II、-III 以及不饱和烯烃、烷基和芳香基团）参与了 CCNWGS0123 与 Cu 之间的相互作用。扫描电子显微镜和能谱扫描结果显示，由于铜在细胞表面的沉淀，导致变形、聚集和细胞
P05128,Leaching of Dissolved Organic Carbon (DOC) as Affected by Plant Residue Composition and Soil pH,植物残体组成和土壤pH对溶解性有机碳淋溶的影响,"本研究在实验室进行了淋溶柱实验，旨在探究土壤pH和植物残体掺入对溶解性有机碳（DOC）输出的影响。结果表明，在极低pH（pH 3.0和pH 3.5）的土壤中掺入植物残体后，淋出液的pH显著增加，但在pH 6.5的土壤中并非如此。在淋溶实验结束时，对照柱中的累积DOC输出量在260到457 mg C kg-1土壤之间，其中pH 6.5的土壤中含量最高。与相应的对照相比，水稻秸秆处理显著增加了471–948 mg C kg-1土壤的累积DOC输出，而紫云英（CMV）处理显著增加了2,268–4,068 mg C kg-1土壤的累积DOC输出。我们的结果表明，土壤pH和植物残体的组成是决定植物残体分解过程中DOC输出的关键因素。"
P06712,Agricultural Non-Point Source Pollution in China: Causes and Mitigation Measures,中国农业面源污染：成因与缓解措施,
P04960,Dynamic Fuzzy Neural-Network Model for Estimating Heavy Metal Concentration in Rice Using Spectral Indices and Environmental Parameters,基于光谱指数和环境参数的模糊神经网络水稻重金属浓度估算模型,
P00817,"Research on flux of dry atmospheric falling dust and its characterization in a subtropical city, Guangzhou, South China",中国南方亚热带城市广州市大气干沉降通量及其特征研究,广州是中国珠江三角洲的中心城市，也是世界上污染最严重的城市之一。为了表征环境降尘污染，在广州市选择了两个典型的采样点：城区（五山）和郊区（大学城），进行了为期一年的降尘收集，时间间隔为1或2个月。计算了干沉降通量。此外，通过X射线衍射、扫描电子显微镜和显微观察研究了大气降尘的矿物成分和形态。结果表明，研究期间广州市的粉尘通量为3.34–3.78 g/(m2 month)。粉尘中的主要矿物为石英、伊利石、方解石、高岭石、石膏、斜长石、白云石和非晶态物质。形态类型包括粒状和片状的单个矿物、链状聚集体、球形飞珠和不规则聚集体，其中链状和球形聚集体是工业灰的指示物。主要粉尘来源于工业和建筑活动。冬季采集的粉尘中存在的石膏不仅来自水泥粉尘，也可能来自钙质材料与SOx和NOx光氧化产生的硫酸的反应，这证实了广州SOx和NOx造成的严重空气污染。减少化石燃料燃烧排放和建筑粉尘将对粉尘减少产生显著的有益影响。
P02009,"Mosses Indicating Atmospheric Nitrogen Deposition and Sources in the Yangtze River Drainage Basin, China",长江流域苔藓指示的大气氮沉积及其来源,
P02850,Spatial distribution of arsenic and temporal variation of its concentration in rice,砷在水稻中的空间分布及其浓度的时间变化,
P06181,"In Inland China, Rice, Rather than Fish, Is the Major Pathway for Methylmercury Exposure",在中国内陆，大米而非鱼类是甲基汞暴露的主要途径,
