序号,英文标题,中文标题,中文摘要
P05794,"Exposure to metal mixtures and human health impacts in a contaminated area in Nanning, China",中国南宁某污染区金属混合物暴露及其对人类健康的影响,镉和铅已被确定为剧毒金属，由于自然和人为排放，它们广泛存在于环境中。许多研究表明，食物链是镉和铅从环境转移到人体的主要途径。众所周知，许多因素会影响它们通过食物链的转移。以前关于重金属的研究主要集中在一个单独的污染物上。然而，在现实环境中，接触混合金属是普遍存在的，镉污染总是与铅和锌等相关联。本研究侧重于混合物的污染和健康影响。为此，于2002年10月在南宁对3组人群进行了饮食调查。测量了土壤、植物（蔬菜）、人类的尿液和血液样品中的Cd、Fe、Cu、Zn、Ca和Pb，此外，还测量了肾功能不全的尿指标白蛋白（ALB）、N-乙酰-β-D-氨基葡萄糖苷酶（NAG）、β2-微球蛋白（h2-MG）和视黄醇结合蛋白（RBP）。结果表明，混合金属对土壤的污染已导致污染区当地居民出现明显的肾功能不全，剂量-反应曲线受到Cd和Pb混合污染以及其他矿物质摄入的某种程度的改变。本文还讨论了混合金属污染和人类健康的重要性。
P05818,"Impacts of sewage irrigation on heavy metal distribution and contamination in Beijing, China",北京污水灌溉对重金属分布和污染的影响,"北京农业土壤中因污水灌溉导致重金属累积的趋势揭示了潜在的危害，这导致了金属污染和人类暴露风险。本研究采集了土壤和植物样品，以评估污水灌溉对北京灌溉农业区的影响。测定了样品中Cd、Cr、Cu、Zn和Pb五种元素的浓度，并计算了累积因子，为环境保护和城乡结合区特定土地用途下污水灌溉的适宜性建立基础。利用北京背景研究协作组在20世纪70年代提供的参考值，计算了这些金属的污染负荷指数（PLI）、富集因子（EF）和污染因子（CF）。土壤的污染负荷指数（污水灌溉地3.49）表明这些地点发生了金属污染。金属富集（Cd EF 1.8, Cr 1.7, Cu 2.3, Zn 2.0, Pb 1.9）和金属污染（Cd CF 2.6, Cr 1.5, Cu 2.0, Zn 1.7, Pb 1.6）显示，与中国其他地区和世界平均值的较低参考值相比，五种有毒金属的累积趋势在污水灌溉期间有所增加，且Cd、Cu、Zn和Pb的污染在土壤中加剧。这些金属在灌溉区的分布是均匀的，但观察到了小规模的异质性空间分布。发现灌溉源影响重金属在土壤中的分布。结果表明，重金属从土壤向植物的转移是人类暴露于金属污染的关键途径。然而，随"
P05846,"Biodiversity and seasonal variation of the cyanobacterial assemblage in a rice paddy field in Fujian, China",中国福建稻田蓝细菌组合的生物多样性和季节变化,蓝细菌是稻田微生物区系的主要组成部分之一，对其施肥起着重要作用。调查了中国福建省某稻田在水稻生长季节和收获后的蓝细菌组合的多样性及其变化。通过半巢式PCR和变性梯度凝胶电泳分析分析了蓝细菌种群。从变性梯度凝胶电泳图谱中鉴定出24种系统型。蓝细菌系统型的数量表现出季节性变化，在9月份达到高峰，无论是在上层（0–5厘米）还是深层（10–15厘米）土壤组分中。一些蓝细菌序列仅在水稻生长季节出现，而另一些则仅在收获后发现。
P05944,"Spatial and vertical distribution and pollution assessment of soil fluorine in a lead-zinc mining area in the Karst region of Guangxi, China",广西岩溶区铅锌矿区土壤氟的空间和垂直分布及污染评价,土壤氟污染是世界上一个严重的环境问题，且目前针对岩溶地区氟污染的空间和垂直分布评价研究相当有限。本研究选取岩溶区铅锌矿山周边农田作为研究区。采集了91个表层土壤样品和两个土壤剖面（分别为水田和旱地）样品。水田表层土壤总氟的平均浓度为378 mg/kg，而旱地为508 mg/kg。所有水田土壤样品和97.87%的旱地土壤样品的总氟浓度均高于广西背景值。所有旱地土壤中的总氟污染远高于水田土壤样品，因此旱地污染严重。水田和旱地中氟的垂直分布不同。在水田中，氟含量从20厘米到40厘米增加，然后从40厘米到60厘米深度迅速下降，然后逐渐增加。然而，在旱地中，氟含量随采样点深度逐渐增加。土壤氟与土壤性质之间的相对分析和回归分析结果表明，该地区氟的空间分布和垂直变化主要受母岩影响。
P02001,"Ag, Ta, Ru, and Ir enrichment in surface soil: Evidence for land pollution of heavy metal from atmospheric deposition",表层土壤中Ag、Ta、Ru和Ir的富集：来自大气沉降的重金属陆地污染证据,
P02341,"Impact of land use changes on soil carbon, nitrogen and phosphorus and water pollution in an arid region of northwest China",中国西北干旱区土地利用变化对土壤碳、氮、磷及水污染的影响,监测了中国西北干旱区黑河河流域中游耕地与荒漠草地之间土地利用变化产生的物理、化学及环境后果。测定了土壤及地表水中的氮、磷含量和土壤有机碳。开垦3-5年后，各类原草地土壤（包括山地草甸和平原草甸）的氮磷含量显著下降。开垦约13年后，原山地草甸土壤的养分含量逐渐稳定，而单纯弃耕的荒漠化草甸土壤养分显著减少。在此类条件下，13年间土壤氮和磷的流失速率分别为276 kg/ha和360 kg/ha。草地转变为耕地及耕地转变为荒漠草地在13年间分别导致1.68 Tg C和0.55 Tg C的有机碳排放。干旱内陆地区的土地利用变化显然对土壤有机碳库和碳循环有重大影响。土壤氮磷的下降导致下游水体中氮磷的平均富集度分别为63%和34%，从而给中国西北干旱区带来未来的环境问题。
P02773,Do iron plaque and genotypes affect arsenate uptake and translocation by rice seedlings (Oryza sativa L.) grown in solution culture?,根表铁膜和基因型是否影响水培水稻幼苗对砷酸盐的吸收和转运？,本研究探究了预处理溶液中铁浓度对诱导铁膜形成的影响，以及在温室营养液培养条件下，不同基因型水稻幼苗对砷酸盐的吸收和转运差异。在含有20、40、60、80和100 mg Fe2+ L-1的溶液中诱导根系铁膜形成后，将幼苗移栽至含0.5 mg As L-1的营养液中。诱导12小时后，根系表面的铁膜形成清晰可见，呈红棕色涂层。预处理溶液中的Fe2+浓度和处理溶液中的0.5 mg As L-1对水稻生长无显著影响。对于三个基因型水稻，根系表面铁膜中的铁浓度与砷浓度呈显著相关。总砷的约75–89%富集于铁膜（DCB浸提液）中。三个基因型间的根中砷浓度无显著差异，但地上部砷浓度差异显著。地上部砷浓度与地上部铁浓度呈正相关。结果表明，铁膜可能是根际中砷的“缓冲剂”。
P05760,Alkali Soil Reclamation with Flue Gas Desulfurization Gypsum in China and Assessment of Metal Content in Corn Grains,中国利用烟气脱硫石膏改良碱性土壤及评估玉米籽粒中的金属含量,烟气脱硫石膏（FGDG）是湿法和半干法脱硫工艺的副产品，在中国被用作碱性土壤改良剂。我们评估了土壤性质的变化、农业生产以及FGDG作为土壤改良剂的安全性。结果表明，FGDG处理小区的土壤pH值和ESP（交换性钠百分比）降低，玉米产量增加。通过ICP-MS定量分析了土壤、FGDG和玉米籽粒中的金属（B、Cr、Mn、Ni、Cu、As、Cd、Pb）含量。因此，FGDG中几乎所有金属的含量都低于土壤中的含量。此外，FGDG处理小区玉米籽粒中几乎所有金属的含量与对照地块相同或更低。统计分析表明，石膏的施用对玉米籽粒中的金属含量没有影响。几乎所有金属含量均低于FAO/WHO制定的人体摄入标准值。结果表明，来自湿法和半干法脱硫工艺的FGDG适合作为碱性土壤改良剂。
P05780,EDTA-enhanced phytoremediation of heavy metal contaminated soil with Indian mustard and associated potential leaching risk,EDTA强化印度芥菜修复重金属污染土壤及潜在的淋溶风险,通过温室盆栽实验和实验室淋溶柱实验，研究了EDTA对重金属移动性和植物提取的增强作用，以及植物提取过程中重金属的潜在淋溶风险。向铜历史污染并实验性添加锌、铅和镉的水稻土（铁积潜育水耕人为土）中添加EDTA（二钠盐，3 mmol kg-1），显著增强了土壤铜和铅的移动性，但对锌和镉没有影响。EDTA增加了生长在该土壤中的印度芥菜地上部铜和铅的浓度，但提取量很低，至少需要种植200季作物才能修复该土壤。以相同速率（3 mmol kg-1）向土壤中添加草酸、柠檬酸或苹果酸对印度芥菜吸收金属几乎没有影响。EDTA添加导致土壤溶液中总有机碳（TOC）、铜、锌、铅和镉的浓度升高约1个月。柱淋溶实验模拟了EDTA施用后的降雨情况，结果显示，随着EDTA剂量的增加（0-12 mmol kg-1），淋出液中铜、锌、铅和镉的浓度线性增加。EDTA的添加还导致了包括铁在内的土壤大量营养元素的流失。约68%的添加EDTA倾向于螯合土壤铜、锌、铅和镉，剩余的32%与其他离子螯合并淋失。铜、锌、铅和镉的总流失量与EDTA剂量显著相关。由于地上部对铅和铜的提取量低，且EDTA在数周内保持活性存在地下水污染的风险，因
P00237,Labile rhizosphere soil solution fraction for prediction of bioavailability of heavy metals and rare earth elements to plants,用于预测重金属和稀土元素对植物生物有效性的根际土壤溶液活性组分,
P02434,"Effects of Cadmium and Mixed Heavy Metals on Rice Growth in Liaoning, China",镉及混合重金属对辽宁水稻生长的影响,采用盆栽培养法结合化学和统计分析方法，研究了Cd与其他重金属（Pb、Cu、Zn和As）对水稻生长发育及水稻吸收重金属的联合效应。结果表明，双元素复合污染强烈影响水稻的生长发育。与对照组相比，水稻株高平均降低4.0–5.0厘米，籽粒产量减少20.0–30.0%。由于Cd与添加到土壤中的其他重金属之间的相互作用，促进了水稻对Cd的吸收。根、茎/叶和种子中的Cd浓度分别增加了31.6–47.7%、16.7–61.5%和19.6–78.6%。由于相互作用，根和茎/叶对Pb、Cu和Zn的吸收受到抑制，而种子中Pb、Cu和Zn的积累增加；根对As的吸收受到促进，而茎/叶对As的吸收受到抑制。特别是，水稻吸收的重金属向上运输的能力显著增加。
P05632,"SOIL CARBON SEQUESTRATION IN CHINA THROUGH AGRICULTURAL INTENSIFICATION, AND RESTORATION OF DEGRADED AND DESERTIFIED ECOSYSTEMS",通过农业集约化及退化和荒漠化生态系统恢复实现中国的土壤固碳,2000年中国的工业碳排放量约为1 Pg yr-1，到2020年可能会超过美国（1.84 Pg C）。中国幅员辽阔，与美国相似，拥有1.24亿公顷耕地、4亿公顷牧场和1.34亿公顷森林。中国的陆地碳库包括约35-60 Pg的森林碳和120-186 Pg的土壤碳。土壤退化是一个主要问题，影响1.45亿公顷土地，其中1.26亿公顷容易受到加速土壤侵蚀的影响。据估计，每年的总侵蚀量造成5.5 Pg土壤和15.9 Tg土壤有机碳（SOC）的流失。侵蚀导致的大气碳排放量可能为32-64 Tg yr-1。由于土地利用的变化，中国北方土壤的SOC库从1930年代到1980年代逐渐下降，而南方土壤的SOC则略有增加。导致SOC库枯竭的管理措施包括旱地耕作、农田养分负平衡、残茬清除，以及由加速土壤侵蚀和盐碱化等引起的土壤退化。增加SOC库的农业措施包括将旱地改为稻田、基于大量使用生物固体和堆肥的综合养分管理、返回大量生物量的作物轮作以及保护性耕作系统。采用推荐的管理措施可以增加积水土壤、红壤、黄土和盐渍土壤中的SOC浓度。此外，土壤修复具有固存SOC的潜力。中国土壤碳固存的潜力总量为105-198 Tg
P10139,Tolerance of Cultivated Plants to Cadmium and their Utilization in Polluted Farmland Soils,栽培植物对镉的耐受性及其在污染农田土壤中的利用,
P09607,Instances of Soil and Crop Heavy Metal Contamination in China,中国土壤和农作物重金属污染实例,在中国范围内进行了土壤和农作物重金属污染的普遍和具体调查。前者主要关注四个大城市郊区土壤和蔬菜中的镉、汞、砷、铅和铬；后者调查了全国15个省份污染地区土壤及水稻或小麦中的镉水平。结果表明，土壤及部分农作物中的Cd、Hg、Pb含量超过了政府标准。四个城市的土壤Cd平均含量在0.46至1.04 mg kg-1之间，而在全国范围内，土壤中Cd含量高达145 mg kg-1，水稻中高达7 mg kg-1。在不同物种中，除芹菜外，块茎类蔬菜似乎比叶菜和茄果类蔬菜积累更多的重金属。对于水稻和小麦这两种主粮，后者似乎比同一地区生长的前者具有更高的Cd和Pb浓度。此外，小麦和水稻作物的胚乳中Cd和Cr的比例最高。未经处理的污水灌溉是增加土壤和作物中重金属的主要原因。
P10291,Comparing Study on Different Methods for DNA Extraction from Mangrove Soil and detection of Type I Polyketide synthetase genes,红树林土壤DNA提取方法比较及I型聚酮合酶基因检测,获得高浓度、大片段、无偏好的土壤总 DNA 是土壤微生物群落结构研究和宏基因组文库构建的基础。本研究采用了8种方法从红树林土壤中提取 DNA，并对8种方法提取出的 DNA 的质量和产量进行比较评价。结果表明，8种方法均可从土壤中提取到 DNA，但不同方法提取到 DNA 的产量和质量存在明显差异。Bio 101FastPrep® SPIN Kit (for Soil) 抽提到的 DNA 得率最高，适合分子生态学研究；细胞包埋法提取的DNA纯度最高，所得到的DNA片段最大(>48kb)，有利于构建大分子量DNA宏基因组文库，充分利用微生物多样性资源开发新活性物质和基因；SDS－GITC- PEG 法可提取出较高质量和产量的 DNA，且 DNA 片段较大（>23kb），可用于构建小分子量宏基因组文库，筛选小分子酶类。而 SDS－GITC－ FastPrep®-PEG 法与 Bio 101 Kit 相比，价格便宜，适合于广大普通实验室进行土壤 DNA 提取工作。用 I 型聚酮合成酶基因特异引物对提取出的红树林土壤 DNA 进行 PCR 扩增，电泳结果显示被测试的五个土壤样品均有特异性条带。由此
P09860,Deciphering heavy metals adsorption on soil by physicochemical property diversity using machine learning method,基于理化性质多样性和机器学习方法解析土壤重金属吸附,土壤理化性质在土壤环境中重金属（HMs）的地球化学过程中起着关键作用。然而，对HMs结合能力影响最显著的精确土壤性质仍然难以确定。为了解决这一知识空白，我们从中国各地收集了22种土壤样品。利用这些样品，我们开发了12种机器学习模型，利用2112个实验数据点来预测土壤对HMs的吸附。使用最有效的模型，我们确定了决定土壤对Cr、Pb、Cd和As等HMs吸附能力的土壤性质的主控因素。研究结果表明，活性金属氧化物和土壤有机质含量在决定Cr和As等含氧阴离子的吸附能力方面起着关键作用。同时，土壤pH值、土壤颗粒大小和土壤有机质含量占阳离子（特别是Pb和Cd）吸附能力差异的大部分。值得注意的是，土壤容重和交换性钾含量成为预测重金属相对吸附能力的关键因素，这是以前研究不足的领域。这项研究阐明了复杂的吸附过程，对环境健康和污染控制工作具有重要意义。
P03278,Case Analysis on Remediation of Contaminated Site of a Phosphate Fertilizer Plant,某磷肥厂旧址污染场地修复案例分析,
P05522,Comparison of Biomass and Metal Uptake between Two Populations of Phragmites australis Grown in Flooded and Dry Conditions,淹水和干燥条件下生长的两个芦苇种群生物量与金属吸收的比较,
P03314,Research Progress on Remediation Technology of Typical Coking Sites,典型焦化场地物理化学修复技术研究进展,
P02950,Analysis of the Report on the national general survey of soil contamination,《全国土壤污染状况调查公报》探析,土壤污染数据的解读对于土壤污染的判断、土壤修复方法的选择、土壤管理的策略乃至土壤污染立法都有巨大的影响。2014年《全国土壤污染状况调查公报》公布之后，人们普遍对我国的土壤污染现状有了初步了解，但公众也惊讶于其污染程度，也有不少人对污染程度的划分、点位超标率的判断不甚了解。本文从镉的特性、标准和时间、空间、粮食超标率等角度做一些解读，旨在帮助人们对这些静态的调查结果产生动态的理解，客观看待土壤污染，高度重视粮食安全，同时期待目前在向全社会征求意见的《土壤污染防治法》能在污染源削减问题上得到加强，整个土壤污染防治工作，不仅需要注意土壤重金属量的减少或者固定，更应该重视土壤环境质量的概念，以土壤健康为目标，构建土壤污染的防治体系。
P09743,Spatial and Vertical Distribution of Short Chain Chlorinated Paraffins in Soils from Wastewater Irrigated Farmlands,污水灌溉农田土壤中短链氯化石蜡的空间和垂直分布,
P09761,Machine learning-assisted source identification and probabilistic ecological-health risk assessment of heavy metal(loid)s in urban park soils,基于机器学习的城市公园土壤重金属源解析及概率生态-健康风险评估,
P09867,A prediction model for soil heavy metal content based on improved tensor completion,基于改进张量补全的土壤重金属含量预测模型,
P00064,Spatial suitability assessment of restored vegetation and sustainable restoration strategies in China,中国植被恢复空间适宜性评价与可持续恢复策略,中国大规模生态恢复工程显著增加了植被覆盖，但其生态适宜性与长期可持续性尚未得到充分评估。为制定科学的恢复策略，本研究引入潜在自然植被作为基准参考，并开发了一个创新的杂交模型，该模型结合了随机森林算法和基于过程的LPJ-GUESS模型，以绘制PNV分布图。通过与当前和未来时期恢复（及现存）植被的空间分布进行比较分析，旨在：（1）评估中国生态恢复工程中植被恢复的空间适宜性；（2）预测未来气候变化下PNV的演变，识别稳定与不稳定区域；（3）为中国未来的生态恢复工程提供可持续的适应性策略。
P01250,Harnessing AMF-plant-microbe systems for heavy metal remediation,利用AMF-植物-微生物系统进行重金属修复,土壤重金属污染构成了全球性环境威胁，迫切需要有效且可持续的修复策略。丛枝菌根真菌（AMF）通过广泛的菌丝网络与植物根系和土壤微生物群相互作用，在增强重金属污染土壤的修复方面发挥着多方面的作用。AMF菌丝及其分泌物（如球囊霉素）通过改变土壤性质（如pH值）直接固定金属离子并降低其生物有效性。此外，AMF通过富集耐金属细菌（如假单胞菌、芽孢杆菌）并促进跨界信号交流重塑根际微生物组。在植物体内，AMF共生——特别是与超积累植物——优化了根系结构，促进了养分和水分吸收，刺激了生物量产生，并调节关键的生理和分子反应。包括加强抗氧化防御，维持光合效率，以及上调参与金属转运、区室化和胁迫信号的基因。田间研究证实了AMF-超积累植物系统在金属提取和稳定化方面的潜力。然而，由于多方互作的复杂性及缺乏预测框架，从受控实验向田间应用过渡仍然充满挑战。本综述批判性地整合了跨学科见解，提出了前瞻性视角，强调需要从经验方法转向智能、预测性设计范式。我们提议利用机器学习解码AMF基因型、植物表型、微生物群落和土壤性质之间的相互作用，从而实现高效修复系统的合理设计。最终，克服田间应用的障碍需要将坚实的科学与先进的工程
P11646,Machine Learning-Based Prediction and Optimization of Heavy Metal Adsorption Performance of Biochar,基于机器学习的生物炭重金属吸附性能预测与优化,生物炭因其去除重金属离子的有效性，在废水处理中得到广泛应用。然而，生物质原料组成、热解条件和吸附性能之间的关系高度非线性，且在不同实验研究中难以系统量化。本研究采用随机森林（RF）、梯度提升回归（GBR）和XGBoost（XGB）算法来预测和优化生物炭产量、吸附相关的理化性质以及吸附容量。模型基于两个文献衍生数据集构建，其中包含431个用于理化性质和产量预测的样本（数据集1）和452个用于吸附容量建模的样本（数据集2）。结果表明，XGB在大多数任务中表现出卓越的整体预测性能。具体而言，单目标XGB模型在测试集上的决定系数（R2）为0.89–0.92，均方根误差（RMSE）为0.02–0.07，而多目标模型的R2为0.83，RMSE为0.05。进一步分析表明，热解条件对生物炭产量起主导作用，其中热解温度是最关键的因素。相反，生物炭的理化性质及其吸附性能主要受原料成分（特别是碳和灰分含量）的支配。较高的灰分含量会损害表面官能团并降低吸附容量，而增加碳含量和适当优化热解条件有助于提高吸附容量。除了生物炭的内在性质外，溶液中重金属离子的初始浓度也是影响吸附行为的重要外部因素。特征重要性分析、S
P00580,Spatiotemporal Evolution and Influencing Factors of Green Development Efficiency of Pearl River Basin in China,中国珠江流域绿色发展效率的时空演变及影响因素,了解珠江流域绿色发展的现状，可以为破解珠江流域的高质量发展提供思路，为世界大河流域的治理和保护提供中国经验。本文以珠江流域（PRB）的47个地级市为研究对象，通过包含非期望产出的超效率SBM模型测度并分析了绿色发展效率（GDE），并借助Tobit模型探讨了珠江流域GDE的影响因素。研究发现：首先，珠江流域的GDE水平呈N型变化，且珠江流域大部分地区的GDE处于相对无效状态。其次，珠江流域的GDE存在明显的分化现象，区域发展极不平衡。在研究期间，珠江流域GDE的核密度曲线呈现出明显的双峰共存现象，且主峰和侧峰的高度差随时间逐渐增大。最后，经济发展（ED）、产业结构（IS）、外资利用（FCU）和环境规制（ER）有助于提高珠江流域的GDE。同时，技术水平（TEC）对珠江流域GDE的影响是负面的，表明技术创新尚未成为珠江流域GDE增长的源泉。因此，建议在国家层面上将珠江流域的生态保护和高质量发展提升为国家战略，珠江委应就珠江流域的绿色转型发展作出统一部署。珠江流域各地区应具备全球思维和协调发展意识，推进治理体系和治理能力现代化，不断缩小区域差距，提高绿色发展效率。加强对科技创新的支持，构建流域
