序号,英文标题,中文标题,中文摘要
P03996,Soil Quality Evaluation and Dominant Factor Analysis of Economic Forest in Loess Area of Northern Shaanxi,陕北黄土区经济林土壤质量评价与主导因素分析,通过选择具有重要经济价值的树木和建立种植模式，可以提高经济林的土壤质量。为了阐明陕北地区主要经济林地的土壤质量状况，本研究以枣树和苹果经济林为研究对象，以草地为对照。通过评估17个土壤指标，利用最小数据集(MDS)和结构方程模型(SEM)分析了不同经济林和整地方式下的土壤质量状况及其主导因素。结果表明：(1)与草地相比，经济林对土壤性质有一定的改善和促进作用，主要表现在持水能力和有效养分方面。与未受干扰的斜坡相比，水平梯田具有更好的理化性质。(2)确定了六个指标作为评估土壤质量的最小数据集，包括土壤有机碳、饱和含水量、容重、碱解氮、沙粒和总毛细管孔隙度。此外，结构方程模型分析表明，土壤有机碳、饱和含水量、碱解氮和毛细管孔隙度是影响该地区土壤质量的主导因素。(3)枣树的土壤质量最高，恢复效果最好，其次是苹果树，而草地的恢复效果最差。不同整地方式下未受干扰斜坡的土壤质量低于水平梯田整地。本研究的结果旨在为该地区及类似地区未来提高土壤质量、增强生态效益以及选择和管理经济林树种提供数据支持和理论基础。
P03997,Evaluation of Soil Quality in Five Ages of Chinese Fir Plantations in Subtropical China Based on a Structural Equation Model,基于结构方程模型的中国亚热带地区5个林龄杉木人工林土壤质量评价,土壤质量评价为了解土壤现状和促进土地资源的可持续利用提供了必要的基础数据和信息。本研究通过建立结构方程模型（SEM），对位于中国亚热带地区具有相同土壤类型和相似立地条件的5个不同林龄杉木人工林的土壤质量进行了评估。共从杉木林的5个林龄组中采集了150个土壤样品：8年生幼林（组I）、14年生中龄林（组II）、20年生近熟林（组III）、26年生成熟林（组VI）和33年生过熟林（组V）。测定了包括土壤容重（BD）、毛管孔隙度（CP）、总毛管孔隙度（TCP）、持水能力（WHC）、土壤有机质（SOM）、全氮（TN）、有效氮（AN）、有效磷（AP）、有效钾（AK）、土壤pH值、土壤酸性磷酸酶（ACP）、转化酶（INV）、脲酶（URE）和过氧化氢酶（CAT）在内的15个土壤指标。利用SEM确定每个土壤指标的权重，并估算杉木人工林的土壤质量指数（SQI）。结果显示，与I组相比，II组的土壤物理指标（如BD、CP、TCP、WHC）和化学指标（包括SOM、TN和AN）显著退化，但在III组中显著恢复。然而，土壤生物指标的酶活性随土壤理化性质的变化表现出不同的模式。研究杉木林的SQI计算值在0.4084到
P03998,Effects of Multiple-Metal-Compound Contamination on the Soil Microbial Community in Typical Karst Tea Plantations,典型喀斯特茶园多种金属化合物污染对土壤微生物群落的影响,本研究报道了污染水平和重金属污染对喀斯特茶园土壤微生物多样性的影响。选取中国南方喀斯特地区高原丘陵、林下、湖边和陡坡的四个茶园作为研究区域。采集茶园土壤样品，利用电感耦合等离子体质谱仪测定土壤重金属Cd、Cr、Pb、Zn、Ni和Cu，利用原子荧光光谱仪测定Hg和As。利用高通量测序技术分析土壤微生物。通过单因子指数和污染负荷指数评价重金属污染，利用SPSS 18.0和Canoco 5.0软件分析土壤重金属与微生物群落的相关性。结果表明，受试茶园土壤受到重金属Cd和Hg的污染程度为低至中度。多种重金属的综合污染仅出现在湖边茶园，且污染程度较低。结果表明，Hg和Cd是主要贡献者，其次是Cu。湖边茶园土壤样品的土壤微生物多样性最高，但其优势物种组成的差异也最高。当污染负荷指数接近0.6时，微生物多样性急剧下降。此后，多样性和异质性总体上温和增加，优势组成更加明显。这些结果表明，重金属污染对土壤微生物多样性的影响不是很明显，但对优势微生物群落组成的影响是明显的。此外，重金属Cd、Hg和Cu是影响土壤微生物群落组成的关键因素。
P03999,Effects of Different Trace Elements on Ecophysiological Characteristics of Ligustrum obtusifolium Saplings,不同微量元素对水曲柳幼苗生理生态特性的影响,植物修复在全球范围内日益普及。关于中国西部地区植物修复策略的文献相对较少。本研究旨在填补这一空白，通过盆栽实验研究了Cd、Cr、Pb和Zn等微量元素对二年生水曲柳幼苗的生长、生理性状、耐受性和积累特性的影响。实验通过向土壤中添加外源微量元素来确定浓度梯度：CK（无外源微量元素）、T1、T2和T3（Cd分别为0、2、5和10 mg/kg；Cr分别为0、300、500和700 mg/kg；Pb分别为0、400、800和1200 mg/kg；Zn分别为0、300、500和1000 mg/kg）。结果表明，在T3土壤处理下，水曲柳叶片中的Chla、Chlb和总叶绿素含量显著降低（p < 0.05）。随着微量元素浓度的增加，树高净增量、根系生物量、地上生物量和总生物量均显著减少。在T1处理下，Cr胁迫下的水曲柳净生长与CK无显著差异，但在T2和T3下显著降低。水曲柳的抗氧化酶活性在不同微量元素胁迫下增加，并随微量元素水平的增加呈现先升高后降低的趋势。研究发现，在Cd和Zn胁迫下，水曲柳的SOD、POD、CAT和APX活性在T2时达到峰值，而在Cr和Pb胁迫下在T1时达到峰值。随着土壤微量元素水平
P04000,Fertilization and Residue Management Improved Soil Quality of Eucalyptus Plantations,施肥和残体管理改善了桉树人工林的土壤质量,
P04001,Assessment of Soil Quality in the Transformation from Pure Chinese Fir Plantation to Mixed Broad-Leaved and Cunninghamia lanceolata Plantation in Subtropical China,亚热带中国杉木纯林向混交阔叶林转型过程中土壤质量评价,为了评估针叶林内间种阔叶树种对土壤性质的影响，我们在亚热带中国调查了杉木阔叶混交林和杉木纯林（对照）的土壤质量。实验研究评估了两种林型在0–15 cm、15–30 cm和30–45 cm三个土层的15个土壤理化性质。采用主成分分析结合Norm值建立了包含容重(BD)、全氮(TN)、全磷(TP)、有效钾(AK)、土壤pH值和过氧化氢酶(CAT)六个指标的最小数据集(MDS)。计算了两种林型的土壤质量指数(SQI)。结果表明，在杉木林间种阔叶树种后，所有土壤理化指标均显著优于对照，且在0–15 cm和15–30 cm土层差异显著(p < 0.05)。混交林在0–15 cm和15–30 cm土层的SQI总平均值(分别为0.8523和0.6636)显著高于对照(分别为0.4477和0.3823) (p < 0.05)。然而，两种林型在30–45 cm土层的SQI无显著差异(p > 0.05)。结果表明，基于最小数据集(MDS)的SQI可以反映评估森林土壤质量时全数据集(TDS)的SQI。我们的研究为土壤科学提供了有价值的科学见解，并有助于理解可持续森林管理中土壤性质、森林结构和物种组成之间的关
P04009,Reduction of Cd Uptake in Rice (Oryza sativa) Grain Using Different Field Management Practices in Alkaline Soils,不同田间管理措施降低碱性土壤中水稻(Oryza sativa)籽粒对镉的吸收,镉污染对植物和人体健康及毒性是中国的一个主要问题。在镉污染的碱性土壤中进行安全的水稻生产，使其具有可接受的低镉水平和高产量，仍然是一个重要的研究挑战。为了实现这一目标，进行了一项小规模的田间试验，测试了七种不同的土壤改良材料的效果。选择了两种性能最好的材料进行大规模田间试验。设计了腐植酸、叶面和/或土壤硅肥施肥与深耕或浅耕的组合。结果表明，包括腐植酸、土壤和叶面硅酸盐施肥及浅耕（5-10 cm）的组合产生了最理想的效果（土壤生物有效性镉最低，籽粒镉浓度最低，籽粒产量最高）。因此，建议稻农实施这种组合，以在碱性土壤中获得高产量和低镉浓度的籽粒。
P04013,Nitrogen Interactions Cause Soil Degradation in Greenhouses: Their Relationship to Soil Preservation in China,氮素相互作用导致温室土壤退化：与中国的土壤保护的关系,为了满足日益增长的粮食需求，合理的温室施肥对于建立高质量的产量至关重要。在这篇综述中，基于文献分析，对温室中肥料（特别是氮）的影响以及氮相互作用引起的退化进行了批判性评估。代表土壤中活性氮或生物可利用氮的氮肥目前在农业系统中被使用。土壤、水和空气正受到活性氮污染的威胁。粮食需求的增加导致氮肥使用的增加，这危害了环境和生物。在发展中国家，人均氮使用量高于欠发达国家。温室农业占总农业生产的3.6%。据透露，中国的温室通常获得的氮肥是传统农业的13-17倍。全年大量过度使用氮，导致了土壤酸化、营养失衡和次生盐渍化。关于中国土壤盐渍化和次生盐渍化的研究可以追溯到70年前。本综述试图引起人们对过量氮对温室土壤造成的损害的关注。硝酸盐淋失和土壤酸化在本综述中受到了特别关注。还讨论了许多避免因过量使用肥料而造成土壤退化的生态友好技术。
P04261,Application of Pb Isotopes and REY Patterns in Tracing Heavy Metals in Farmland Soils from the Upper-Middle Area of Yangtze River,长江中上游地区农田土壤重金属溯源中的铅同位素与REY模式应用,由人类活动和自然过程引起的农田重金属污染是一个全球性的重大问题。在本研究中，结合主成分分析（PCA）、聚类分析（CA）、稀土元素和钇（REY）分析以及同位素指纹技术，旨在识别长江中上游地区不同农田类型土壤中重金属污染的来源。研究发现，蔬菜基地和茶园土壤中的Zn和Cu浓度高于柑橘园土壤。另一方面，柑橘园土壤中Cd和Pb的积累明显高于蔬菜基地和茶园土壤。受基岩类型影响，与茶园土壤相比，柑橘园土壤中REY显著富集，而蔬菜基地土壤中REY则相对贫乏。茶园（206Pb/207Pb为1.173–1.193，208Pb/206Pb为2.070–2.110）和蔬菜基地（206Pb/207Pb为1.181–1.217，208Pb/206Pb为2.052–2.116）土壤的Pb同位素组成与燃煤土壤的组成相当。柑橘园土壤中206Pb/207Pb（1.149–1.170）和208Pb/206Pb（2.121–2.143）的组成介于燃煤土壤和矿石冶炼土壤的观测值之间。利用IsoSource模型计算得出，蔬菜基地、茶园和柑橘园土壤的大气Pb贡献率分别为66.6%、90.1%和82.0%，而基岩Pb贡献率分别为33
P04266,"Heavy Metals in Soil around a Typical Antimony Mine Area of China: Pollution Characteristics, Land Cover Influence and Source Identification",中国典型锑矿区土壤重金属：污染特征、土地覆盖影响与源解析,为理解复杂矿山活动影响下土壤重金属的污染特征并识别其来源，研究对中国中南地区锡矿山（XKS）锑矿区周边不同土地覆盖类型的土壤重金属进行了详细调查。土壤样品中Sb、As、Cd、Cr、Hg、Pb、Cu、Zn和Ni的平均浓度均超过了湖南省的背景值。Sb、As和Cd是主要污染物。根据内梅罗综合指数特征，86.8%的样品受到严重污染；68.4%的样品具有极高的潜在生态风险，主要贡献者为Sb、Cd和Hg。在不同土地覆盖模式中，Hg、Pb和Cd的浓度表现出统计学上的显著差异。通过皮尔逊相关性分析、主成分分析（PCA）和层次聚类分析（HCA）结合空间插值GIS映射的应用，发现Ni、Cr和Cu主要来自自然成土母质，而其他重金属则与人为源有关。Pb、As和Hg主要源于XKS地区硫化矿物的冶炼过程。农业实践是Cd和Zn积累的主要因素，闪锌矿冶炼也导致了高浓度的Zn。特别地，土壤Sb浓度的空间变异受XKS地区与采矿、选矿和冶炼有关的复杂锑矿活动多重因素的影响。这些结果有助于通过有效措施在受锑矿活动影响的典型地区预防和减少土壤重金属污染。
P04267,"Source Apportionment and Health Risk Assessment of Heavy Metals in Soils of Old Industrial Areas—A Case Study of Shanghai, China",老工业区土壤重金属源解析及健康风险评估：以中国上海为例,工业区土壤中的重金属在土地利用性质转变为住宅用地后，会对人类造成严重的健康风险。在住宅用地利用方式下，公众的暴露时间和频率将显著增加。然而，关于中国上海老工业区土壤重金属污染与人类健康风险之间的关系仍存在很大的不确定性。本文采用主成分分析（PCA）探讨重金属的主要来源，利用克里金插值识别其空间分布和高风险区域，并利用人体健康风险模型衡量健康风险。结果表明，工业用地中Cd、Hg和Pb的污染水平比灌溉农田更为严重。同时，PCA结果显示，灌溉农田下主要有两个污染源，分别为自然源（占44.1%）和交通源（占31.0%），而工业用地下主要有三个污染源，自然源占28.5%，交通源占25.7%，工业源占13.1%。此外，健康风险评估结果表明，非致癌风险和致癌风险的优先控制污染物分别为Zn和Cr。高风险区域主要位于研究区域中部。
P04268,Research on Risk Assessment and Contamination Monitoring of Potential Toxic Elements in Mining Soils,矿土壤中潜在有毒元素风险评估和污染监测研究,土壤中潜在毒性元素（PTE）污染对生态系统有严重影响。然而，在中国污染场地的评估和监测领域尚未达成共识。本文提出了一种PTE风险评估和污染监测方法，并将其应用于含有As、Cd、Sb、Pb、Hg、Ni、Cr、V、Zn、Tl和Cu的矿区。采用综合评分法和层次分析法筛选优先监测的PTE。利用潜在生态风险指数法计算监测点的风险指数。利用半方差分析确定空间分布特征。利用普通克里金法（OK）和径向基函数（RBF）预测PTE的空间分布。结果表明，As、Pd和Cd的空间分布主要受自然因素影响，而Sb和RI受自然因素和人为因素共同影响。OK对Sb和Pb的空间预测精度较高，RBF对As、Cd和RI的预测精度较高。高生态风险及以上区域主要分布在道路两侧。优化的长期监测点可以实现多种PTE的监测。
P04269,"Impact of Vanadium-Containing Stone Coal Smelting on Trace Metals in an Agricultural Soil–Vegetable System: Accumulation, Transfer, and Health Risks",含钒石煤冶炼对农业土壤-蔬菜系统中痕量金属的影响：积累、转运与健康风险,通过蔬菜摄入痕量金属已被确定为对人体健康的潜在风险。该研究在中国湖南省含钒石煤冶炼场地周围采集了51组配套的农业土壤和叶菜样品，研究了土壤-蔬菜系统中痕量金属（Cd、Cr、Cu、Pb、V和Zn）的污染和转移特征。利用蒙特卡洛模拟评估了当地居民通过蔬菜摄入的健康风险。结果显示，分别有96.2%、23.1%、53.8%、30.8%、96.2%和69.2%的土壤样品中Cd、Cr、Cu、Pb、V和Zn含量超过了其相应的最大允许值。基于地累积指数，Cd和V是主要污染物。此外，分别有46.9%和48.4%的蔬菜样品超过了Cd和Pb的最大允许限量。蔬菜对Cd和V的生物富集因子与土壤理化性质（包括pH值、有机质和游离Fe2O3含量）呈负相关。食用茼蒿和小白菜（上海青）带来较高的健康风险，Cd、V和Pb是主要贡献者。这些发现将有助于设计策略，最大限度地减少含钒石煤冶炼对土壤-蔬菜系统造成的污染和人体暴露。
P04270,Coordinative Management of Soil Resources and Agricultural Farmland Environment for Food Security and Sustainable Development in China,粮食安全与可持续发展下中国土壤资源与农田环境的协同管理,中国在追求农业可持续发展过程中面临的主要问题包括土壤和水资源匮乏且质量低劣、区域配置不平衡以及资源利用不合理。在某些地区，对土壤资源的过度开采和化学品的过度使用引发了一系列意想不到的后果，包括农业资源利用不足、农业面源污染和土地退化。在过去十年中，中国已将其农业发展路径从以产出为主转变为以农业生态文明为目标的现代可持续发展路径。首先，政府制定并完善了关于土壤资源和环境的法律法规。其次，政府采取了严肃行动以确保食品安全和农业资源的协同管理。第三，政府计划根据区域特征建立国家农业高新技术产业示范区，以加强政府、农业企业、科学界和农民社区之间的联系。下一步，政府应完善生态环境监管体系，建立可行的生态激励机制。同时，科学界应加强瓶颈技术创新和生态脆弱区可持续管理整体方案的开发。这将增强政策机制与技术模式之间的协同作用，有效促进中国农业的可持续发展。
P04273,"Spatial Distribution, Contamination Assessment and Origin of Soil Heavy Metals in the Danjiangkou Reservoir, China",中国丹江口水库土壤重金属的空间分布、污染评价及成因,由于对食品安全和人类健康的威胁，土壤重金属污染至关重要。目前，随着城市化和工业化的快速发展，人类活动将越来越多的重金属释放到土壤中，丹江口水库周边的土壤生态系统污染与水库水质安全直接相关。本文利用来自中国河南省丹江口水库的639个土壤样品，研究了土壤中重金属的空间分布特征。结合地理信息系统分析（GIS）、地累积指数（Igeo）、污染因子（CF）、主成分分析（PCA）模型和正定矩阵因子分解（PMF）模型，识别并量化了重金属的分布、污染和来源。我们发现测试土壤中的重金属浓度差异很大：砷、镉、钴、铬、锰、镍、锌、铅和汞的平均浓度（分别为 14.54、0.21、18.69、81.69、898.42、39.37、79.50、28.11、0.04 mg/kg，在表层土 0-20 cm 深度）均超过其背景值。这些微量元素的平均 Igeo 值和 CF 值均按以下顺序递减：Cd > Co > Mn > Ni > Pb > Zn > Cr > As > Hg。镉是重金属污染评估的最大贡献者，平均 Igeo 值超过3，表明研究区域受到镉的中度污染。PCA分析和PMF模型揭示了三种潜在来源：包括 Cr、Co、
