序号,英文标题,中文标题,中文摘要
P02586,Degradation of Metolachlor in Tobacco Field Soil,烟草田土壤中异丙甲草胺的降解,中国烟草田中广泛使用异丙甲草胺控制杂草引起了对其环境归趋的关注。本研究旨在调查实验室和田间条件下异丙甲草胺在烟草田土壤（粉壤土）中的降解和残留命运。在实验室实验中，体土壤中的异丙甲草胺在10至35°C的温度范围和20-80%的土壤湿度水平下表现出快速降解，半衰期（T1/2）从66.7天到28.8天不等。异丙甲草胺的降解速率随着施用剂量的增加而降低。由于微生物种群和酶活性较高，异丙甲草胺在根际土壤中的消散速度比体土壤快。在2012年和2013年的烟草生长季节，在同一土壤中评估了异丙甲草胺的田间持久性。异丙甲草胺的消散遵循一级动力学，其在土壤和绿叶中的T1/2值分别为11.7–13.5天和9.0–9.6天。
P02587,Effects of EDTA and EDDS on Heavy Metal Activation and Accumulation of Metals by Soybean in Alkaline Soil,EDTA和EDDS对碱性土壤中重金属活化及大豆积累金属的影响,利用螯合剂进行植物提取已被证明是活化污染土壤中重金属的有效方法。我们使用大豆（一种被视为指示植物的植物）进行了盆栽实验，以研究EDTA和EDDS对重金属活化及对大豆的影响。研究结果表明，EDDS降低了叶片的叶绿素含量，增加了大豆的丙二醛（MDA）含量。EDTA也降低了叶片的叶绿素含量。EDDS对活化Cu（2583-8900倍）和Zn有很强的影响。添加5 mmol/kg的EDDS显著增加了金属的吸收。与对照组相比，EDDS增加了Cu的吸收（100-205倍）。EDTA大大增加了重金属的活化；它还以浓度依赖性的方式增加了Cu的吸收。EDTA还以浓度依赖性的方式增加了生物富集系数（BCF）和转移系数（TF）。当施用5 mmol/kg的EDDS时，BCF和TF达到最大水平。
P02592,Effect of Dissolved Organic Matter from Wheat Straw or Swine Manure on the Cu Adsorption in Three Chinese Soils,小麦秸秆或猪粪源溶解性有机质对三种中国土壤铜吸附的影响,通过批量平衡实验，评估了来自小麦秸秆（DOMw）和猪粪（DOMs）的溶解性有机质（DOM）对中国三种土壤（普通黑土、普通淋溶土和肥沃冲积土）中铜吸附行为的影响。结果表明，铜吸附等温线与Langmuir和Freundlich方程拟合良好。三种土壤的铜最大潜在吸附容量依次为肥沃冲积土 > 普通黑土 > 普通淋溶土。DOMw和DOMs增加了普通黑土和普通淋溶土中的铜吸附量，且DOMs的促进作用明显高于DOMw。随着DOMw和DOMs浓度的增加，普通黑土和普通淋溶土中的铜吸附得到促进，但这种促进作用随浓度增加而减弱。此外，DOMw和DOMs抑制了肥沃冲积土中的铜吸附，且这种抑制作用随浓度增加显著增强。研究结果可用于评估所研究土壤的潜在环境污染，并控制有机肥的施用。
P02812,"Effects of biochar application on greenhouse gas emissions, carbon sequestration and crop growth in coastal saline soil",生物炭施用对滨海盐土温室气体排放、碳固持及作物生长的影响,
P02910,"Heavy Metal Residues in Soil and Accumulation in Maize at Long-Term Wastewater Irrigation Area in Tongliao, China",中国通辽长期污水灌溉区土壤重金属残留及在玉米中的累积,
P02913,Harmful Chemicals in Soil and Risk Assessment of an Abandoned Open Dumpsite in Eastern China,中国东部某废弃露天垃圾场土壤中有害化学品及风险评估,
P02915,In Vitro Assessment of Cadmium Bioavailability in Chinese Cabbage Grown on Different Soils and Its Toxic Effects on Human Health,不同土壤种植的大白菜中镉生物有效性的体外评估及其对人体健康的毒性影响,"本研究通过体外消化结合Caco-2/HL-7702细胞模型，研究了在镉污染土壤上生长的中国白菜引发人体肝细胞毒性的最小镉浓度。黄壤（YS）和钙质土（CS）种植的白菜在胃相中的镉生物可及性（分别为40.84%和21.54%）显著高于小肠相（分别为21.2%和11.11%）。黄壤白菜的镉生物有效性（5.27%-14.66%）高于钙质土白菜（1.12%-9.64%）。来自黄壤和钙质土白菜的镉浓度（>0.74 μg）能够通过抑制抗氧化酶（SOD, GPx）活性诱导人肝细胞（HL-7702）产生氧化（MDA, H2O2）应激。此外，研究显示，食用在酸性土壤（黄壤）中生长的镉污染白菜会削弱所有污染水平（2, 6和9 mg⋅kg−1）下的抗氧化防御系统，最终加剧肝细胞氧化应激；而在钙质土白菜中，仅在9 mg kg−1土壤镉水平下观察到明显的氧化应激。因此，有必要监测酸性土壤中生长的叶菜类的镉浓度，以最大程度地减少人体健康风险。"
P03156,Analysis of Spatial Variations and Sources of Heavy Metals in Farmland Soils of Beijing Suburbs,北京郊区农田土壤重金属空间变异及来源分析,为了解郊区高强度人类活动对环境质量的影响，我们在北京郊区特定农田土壤中采集了758个重金属测量数据。利用多元统计分析和地统计分析对郊区农田土壤中重金属浓度、分布特征及污染来源进行了基础分析。结果显示，农业土壤中存在八种重金属，其含量超过As、Cd、Cr、Cu、Hg、Ni、Pb和Zn的背景值。特别是所有测量的Cr浓度均超过背景值，而As、Cd、Cr、Cu、Hg、Ni、Pb和Zn分别为其背景值的1.13、1.68、1.95、1.43、1.63、0.79、0.92和1.36倍。相关性、因子和空间结构分析结果表明，Cd、Cu、Pb和Zn具有高度同源性，而Cr和Hg表现出一定的异质性。分析进一步表明，除自然因素外，土壤中的Cd、Cu、Pb和Zn主要与道路交通和土地利用状况的分布有关。不同地区的不同农业生产措施也是影响土壤Cr空间分布的重要因素。Hg污染的主要来源是工业废物和城市生活垃圾的填埋场，而As的空间分布更可能是复合污染的结果。重金属的区域分布表明，除Cr和Hg外，高重金属水平出现在有机质浓度较高的区县，如北京西北部和东南部郊区。北京郊区农业土壤中无显著的Ni污染。
P03162,"Assessment of the Distribution, Sources and Potential Ecological Risk of Heavy Metals in the Dry Surface Sediment of Aibi Lake in Northwest China",西北中国艾比湖干涸表层沉积物中重金属的分布、来源及潜在生态风险评价,中国东部及世界其他经济快速发展地区湖泊沉积物中重金属的分布、来源及潜在生态风险已受到学者们的广泛研究。然而，对于中国及世界干旱地区终端湖沉积物中的重金属研究却相对较少。鉴于此，我们选择了位于中国西北干旱区绿洲中的艾比湖作为典型的终端湖进行研究。我们从湖中采集了沉积物样品，并测量了重金属 Pb、Ni、Cd、Cu、Zn、Hg 和 Cr 的含量。随后，利用多种统计方法分析了这些金属的分布、来源、污染状况及潜在生态风险。结果表明：(1) 七种重金属的含量均符合国家土壤环境质量二级标准，但其平均值和最大值均高于中国西北新疆的背景值。(2) 多元统计分析确定，沉积物中的 Cd、Pb、Hg 和 Zn 主要来源于人为源，而 Cu、Ni 和 Cr 主要来源于自然地质背景。(3) 富集因子分析和地积累指数评价方法显示，艾比湖表层沉积物中的 Cd、Hg 和 Pb 处于低水平和局部污染水平，而 Zn、Cr、Ni 和 Cu 处于无或低污染水平。(4) 潜在生态危害指数计算发现，在七种受测重金属中，Cd、Hg 和 Pb 是主要的潜在生态风险因子，各自的贡献率分别为 42.6%、28.6% 和 24.0%。Cd 是
P03166,"Soil Heavy Metal Pollution and Risk Assessment in Shenyang Industrial District, Northeast China",沈阳工业区土壤重金属污染与风险评估,为了研究土壤重金属污染特征和生态风险因素，从中国东北沈阳工业区收集了42个样品和6个典型土壤剖面，并分析了钛、铜、铅、锌、钴、镍、铬 和砷 的含量。通过统计分析，发现平均浓度高于其背景值，但未超过中国土壤环境质量标准规定的相应污染限值。存在一些污染热点，可能由冶炼厂和污水灌溉等人类活动引起。利用富集因子和生态风险指数识别重金属的人为污染和生态风险。研究区域的土壤可被认为是轻度或部分受到重金属污染。根据聚类分析，不同的重金属组被区分为自然或人为来源。
P03167,Impact of Soil Heavy Metal Pollution on Food Safety in China,中国土壤重金属污染对食品安全的影响,食品安全是中国公众关注的主要问题。本研究收集了465篇关于中国农田土壤重金属污染率（超过中国土壤环境质量标准-1995二级限值的样品比例）的已发表论文。结果显示，Cd的污染率最高，为7.75%，其次是Hg、Cu、Ni和Zn，而Pb和Cr的污染率较低，低于1%。中国农田土壤的总污染率为10.18%，主要污染物为Cd、Hg、Cu和Ni。采矿和冶炼、工业、污水灌溉、城市发展和化肥施用等人类活动向土壤中释放了一定量的重金属，导致农田土壤受到污染。考虑到粮食生产的空间变化，约13.86%的粮食生产受到农田土壤重金属污染的影响。
P03168,Role and Variation of the Amount and Composition of Glomalin in Soil Properties in Farmland and Adjacent Plantations with Reference to a Primary Forest in North-Eastern China,中国东北农田和相邻人工林中球囊霉素的数量和组成在土壤性质中的作用和变化——以原始森林为参照,球囊霉素相关土壤蛋白（GRSP）是一种糖蛋白，大量产生于土壤和根系中的丛枝菌根真菌（AMF）的菌丝和孢子上。很少有研究关注其数量、组成与土壤性质的关系以及可能的土地利用影响，尽管数据提示了土壤修复。选择原始森林土壤作为未退化的参照，可以探讨造林是否可以通过改变GRSP来改善退化农田土壤。本文发现，各种土壤性质（土壤有机碳、氮、pH值、电导率（EC）和容重）与GRSP数量之间存在密切相关性，各种土壤性质与GRSP组成（主要官能团、荧光物质和元素）之间也存在密切相关性。农田造林降低了EC和容重（p < 0.05）。原始森林的GRSP含量是人工林和农田的2.35-2.56倍，且原始森林中的GRSP组成（色氨酸样和富里酸样荧光；C-H、C-O和O-H官能团；Al、O、Si、C、Ca和N元素）与人工林和农田不同（p < 0.05）。然而，在农田和人工林之间没有观察到GRSP数量和组成的明显差异。我们的研究结果表明，在退化农田上进行30年的杨树造林不足以改变GRSP相关的性质。更长时间的造林和近自然管理可能有利于AMF相关的地下恢复过程。
P03248,Health Risks of Heavy Metals Uptake by Crops Grown in a Sewage Irrigation Area in China,中国污水灌溉区作物吸收重金属的健康风险,本文研究了作物（小麦和水稻）对中国北部天津污水灌溉区Cd、Cu、Pb、Zn、Cr、As和Hg等重金属的生态风险。采集了来自77个选定地块的小麦、水稻及相关土壤样品。采用天津土壤环境质量二级标准进行土壤风险评估，采用中国国家食品安全标准进行小麦和水稻籽粒的健康风险评估。利用摄入率和目标危害商数评估当地居民通过摄入污水灌溉区种植的小麦和水稻的潜在健康风险。结果表明，连续施用废水已导致重金属在土壤中积累，Cd、Zn和Hg是主要污染物。Zn和Cd比其他金属更具迁移性。小麦和水稻中的Pb对人类健康具有生态风险。部分水稻样品中的As和Hg以及部分小麦样品中的Cd、Zn和As存在潜在风险。单一金属的目标危害商数（THQ）低于1.0，这意味着通过摄入小麦或大米摄入单一重金属相对没有健康风险。小麦和大米的As的THQ总和将超过1.0，表明As可能通过摄入小麦和水稻对当地人口构成风险。
P03249,Concentrations of Heavy Metals in Six Municipal Sludges from Guangzhou and Their Potential Ecological Risk Assessment for Agricultural Land Use,广州六种市政污泥中重金属的浓度及其农业利用的潜在生态风险评估,采集了中国南方广州污水处理厂（WWTPs）的六种市政污泥样品。测定了污泥中Cu、Pb、Zn、Cr、Ni、Cd和Mn的总浓度，并基于四种污染指数评估了农业用地的污染程度。结果表明，S1污泥中重金属Cu (4.567 mg/kg)、Mn (1.844 mg/kg)、Ni (148 mg/kg)、Cr (121 mg/kg)和Cd (5.99 mg/kg)的浓度高于其他污泥。在六个污泥样品中，Mn、Zn和Cu的浓度最高，其次是Ni、Pb和Cr。Cd的浓度最低。所有数值均高于农作物土壤背景数据的记录值。除S1站点的Cu和Cd，以及S1、S2和S5站点的Ni外，所有其他金属浓度均符合中国酸性土壤国家应用标准（GB18918-2002）规定的允许限值。地累积指数评估结果表明，这六种污泥中现有的Cu和Zn对农业利用存在严重风险，尤其是S1污泥中Cu的Igeo为6.53，Mn为3.21，Cd为2.78。RI结果显示污泥具有高潜在生态风险，特别是由Cd引起的，应引起广泛关注。六种污泥样品中重金属的潜在生态风险指数（RI）排序为S1>S2>S4>S3>S5>S6。
P03299,Potential risk of cadmium in a soil-plant system as a result of long-term (10 years) pig manure application,长期施用猪粪(10年)对土壤-植物系统中镉的潜在风险,由于在各种粪便中观察到异常高浓度的镉(Cd)，动物粪便可能是中国农田镉的主要来源。在本研究中，我们评估了长期(10年)施用猪粪(PM)对土壤-植物(玉米和大豆)系统中镉的潜在风险。在10年间，通过PM施用带入的镉的速率为26.33–131.50 g/ha/年，而作物对镉的移除速率与PM施入的量相比相对较小(1.03–4.36 g/ha/年)。施用PM显著增加了土壤中总Cd的浓度。虽然Cd水平没有超过中国土壤质量标准(1.0 mg/kg 干物质(DM))，但在高PM施用量下，只需不到两年时间就会达到这一限值。玉米和大豆中的Cd浓度也观察到了相同的趋势。更严重的是，大豆籽粒中的Cd浓度高于动物和人类摄入的阈值(0.2 mg/kg DM)。基于质量平衡计算，我们发现大气沉降也是试验区镉的重要来源(10.27 g/ha/年)。此外，施用PM增加了镉的淋溶损失，但损失量仍然很小(0.34–0.73 g/ha/年)。
P03657,Analysis and Evaluation of Heavy Metal Pollution of Surface Soil in Baicheng City Based on Factor Analysis Method,基于因子分析法的白城市表层土壤重金属污染分析与评价,本文通过模糊综合评价法，对白城市附近400平方公里内400个采样点的重金属含量进行了测试分析，并评估了土壤重金属污染状况；同时利用因子分析法研究分析了白城市土壤重金属污染的类型和来源，为该地区的土壤改良和植物修复提供了科学依据。综合评价结果表明，生活区、主干道区和绿化带受到轻度污染；工业区受到中度污染。综合分析表明，白城市表层土壤重金属污染主要有三个来源：工业污染源、交通污染源和生活污染源。因此，针对不同功能区的土壤污染状况，当地民众应采取有效措施进行保护。
P03658,Compatibility of Polymer and Remediation Agents for Enhanced Soil Remediation,聚合物与修复剂的相容性用于强化土壤修复,聚合物驱作为一种有前景的方法，可以有效地将常规驱油剂输送到分布在非均质土壤中的污染物处。在本研究中，聚合物（黄原胶）和常见修复剂（高锰酸钾和/或过硫酸钠）的组合被用于聚合物增强的原位化学氧化应用。修复剂的浓度和溶液粘度被用作相容性的初步测量指标。确定了黄原胶与修复剂在72小时内的化学反应。结果表明，溶液的粘度在第四小时降至最低，与过硫酸钠反应72小时后下降了55%以上。此外，黄原胶/修复剂组合中的黄原胶消耗量似乎与黄原胶浓度相关。诸如高粘度保持率、适度的修复剂需求等优势使黄原胶/修复剂成为聚合物增强土壤修复中最相容的组合。
P03791,Field-based evidence for consistent responses of bacterial communities to copper contamination in two contrasting agricultural soils,田间证据表明细菌群落对两种不同农业土壤中铜污染的响应具有一致性,铜污染对中国耕地可能在未来数十年内造成严重的经济、生态和健康后果。作为维持生态系统功能的驱动者，土壤微生物对长期铜污染的响应在不同土壤生态系统中仍存在争议。本研究调查了铜梯度对两种具有不同土壤性质的农业农田中土壤细菌群落的影响。我们的结果表明，随着铜水平的增加，两种土壤中的土壤微生物生物量碳（SMBC）均呈现一致性的降低，并且在大多数情况下伴随着细菌丰度的显著下降。尽管两种土壤之间的细菌群落结构存在差异，但铜污染土壤中的细菌多样性随着铜水平的升高表现出相当明显的下降模式。高通量测序揭示了铜对主要细菌类群的选择作用，特别是放线菌表现出耐受性，而酸杆菌和绿弯菌对铜高度敏感。细菌群落发生剧烈变化的阈值在潮土和红土中分别为 800 mg kg^-1 和 200 mg kg^-1，这与 SMBC 表征的毒性阈值（EC50 值）相似。结构方程模型（SEM）分析证实，细菌群落组成和多样性的转变与两种土壤中 SMBC 的变化密切相关。我们的结果提供了田间证据，表明铜污染对土壤细菌群落具有持续的负面影响，细菌群落的转变可能很大程度上决定了微生物生物量的变化。
P04024,"Contamination and Spatial Variation of Heavy Metals in the Soil-Rice System in Nanxun County, Southeastern China",中国东南部南浔区土壤-水稻系统中重金属的污染与空间变异,中国乃至全球对农田重金属污染的关注日益增加。为了揭示土壤-水稻系统中重金属的空间特征，研究组在中国东南部南浔区采集了土壤和水稻样品。与指导值相比，观察到土壤中重金属浓度升高，而水稻中的重金属仍处于安全水平。土壤和水稻中的重金属表现出中等至强度的空间依赖性（块金值/基台值比：13.2% 至 49.9%）。土壤中铜、镍、铅和锌的空间分布表明其高浓度位于东南部。土壤中镉的高浓度出现在东北部。所有研究金属的积累与农用化学品和工业活动的长期施用有关。水稻中的重金属显示出不同的空间分布模式。制作了交叉相关图以定量确定土壤性质与水稻中重金属成分之间的空间相关性。pH值和土壤有机质与水稻中重金属的浓度具有显著的空间相关性。大多数选定变量对水稻中的重金属具有明确的空间相关范围，可进一步应用于划分农业管理区域。
P04028,"Integrated Health Risk Assessment of Heavy Metals in Suxian County, South China",中国南方宜章县重金属综合健康风险评估,本研究旨在评估中国湖南省宜章县土壤重金属污染状况及当地居民的潜在健康风险。研究人员采集并分析了采矿工业区附近的土壤、水稻和蔬菜样品。结果表明，人为采矿活动导致当地农业土壤受到砷(As)、铅(Pb)、铜(Cu)和镉(Cd)的污染，其浓度范围分别为8.47-341.33 mg/kg、19.91-837.52 mg/kg、8.41-148.73 mg/kg和0.35-6.47 mg/kg。基于GIS的绘图显示，随着距污染源距离的增加，土壤重金属浓度急剧下降。在水稻中检测到的As、Pb、Cu和Cd的浓度范围分别为0.02-1.48 mg/kg、0.66-5.78 mg/kg、0.09-6.75 mg/kg和最高1.39 mg/kg。其中大部分浓度超过了中国食品中污染物的最大允许限量。重金属在叶菜类和非叶菜类蔬菜中的积累水平存在显著差异。膳食摄入和土壤摄入是造成当地成年人重金属日均摄入剂量的两条主要途径。此外，As、Pb和Cd的总危害指数大于或接近安全阈值1。长期通过定期食用调查区域的土壤、大米和蔬菜接触As、Pb和Cd，会对居住在采矿作业附近的居民构成潜在健康问题。
P04029,"Heavy Metal Contamination in Rice-Producing Soils of Hunan Province, China and Potential Health Risks",中国湖南省产稻土壤重金属污染及潜在健康风险,本研究调查了湖南省三个农业地区的镉、铬、砷、镍、锰、铅和汞污染情况，并评估了当地居民的潜在非致癌和致癌风险。对来自石门、凤凰和湘潭县的土壤和糙米样品进行了原子吸收光谱分析。土壤中镉和汞的含量最高，其次是砷和镍。糙米中重金属的平均浓度分别为：镉 0.325、铬 0.109、砷 0.344、镍 0.610、锰 9.03、铅 0.023 和汞 0.071 mg/kg。镉和汞从土壤到水稻的迁移能力高于其他元素。通过糙米摄入重金属的每日摄入量估计为：镉 2.30、铬 0.775、砷 2.45、镍 4.32、铅 0.162、锰 64.6 和汞 0.503 µg/(kg·天)。镉、汞和砷的危害商值大于 1，镉、铬、砷和镍的致癌风险值均大于 10^-4。总非致癌风险因子为 14.6，总致癌风险因子为 0.0423。长期通过食用糙米接触重金属对当地居民构成潜在的非致癌和致癌健康风险。
P04030,Heavy Metal Pollution in a Soil-Rice System in the Yangtze River Region of China,中国长江流域土壤-水稻系统中的重金属污染,重金属被认为是环境中有毒的微量元素。土壤或稻米中的重金属污染日益受到关注。在这项研究中，从中国长江流域主要稻作区收集了101对土壤和水稻样品。分析了土壤性质以及土壤和水稻籽粒中的重金属（即Cd、Hg、Pb和Cr）浓度，以评估土壤-水稻系统的重金属积累特征。结果表明，土壤中Cd、Hg、Pb和Cr的浓度范围分别为0.10至4.64、0.01至1.46、7.64至127.56和13.52至231.02 mg kg-1。大约有37%、16%、60%和70%的稻米样品分别受到Cd、Hg、Pb和Cr的污染。土壤-水稻系统中的重金属污染程度表现出区域性变化。重金属元素之间的相互作用也可能影响重金属在土壤或水稻中的迁移和积累。重金属在土壤和水稻中的积累在某种程度上与pH值和土壤有机质（SOM）有关。这项研究提供了关于土壤重金属积累的有用信息，以支持中国水稻的安全生产。本研究结果还为生态保护和食品安全的风险评估提供了坚实的科学依据。
P04817,Glyphosate biodegradation and potential soil bioremediation by Bacillus subtilis strain Bs-15,枯草芽孢杆菌Bs-15对草甘膦的生物降解及土壤生物修复潜力,
P05035,Integrated evaluation of soil fertility based on grey correlation analysis at regional scales,基于灰色关联分析的区域尺度土壤肥力综合评价,本文报道了来自中国小良水土保持站地区及其天然恢复林的土壤样品研究。研究基于9种不同植被模式下的45个观测点，分析了土壤的物理、化学、微生物和酶特性等32个指标。采用灰色关联分析和综合评价方法分析土壤肥力。实验测量表明，基于灰色关联分析的样本土壤肥力综合评价与实际土壤特征高度吻合。桉树可被视为恢复裸地的首选森林树种，但由于长期种植最终会导致土壤肥力退化，因此不利于长期生态恢复。尽管如此，若选择种植，可采取改变品种、轮作、与阔叶林混交、保护林下植被和减少森林枯枝覆盖等措施来改善土壤肥力。
