序号,英文标题,中文标题,中文摘要
P02907,Data Fusion of Electronic Nose and Electronic Tongue for Detection of Mixed Edible-Oil,电子鼻与电子舌的数据融合用于混合食用油检测,
P03142,Maternal Cypermethrin Exposure during the Perinatal Period Impairs Testicular Development in C57BL Male Offspring,围产期母体暴露于氯氰菊酯损害C57BL雄性后代的睾丸发育,
P03143,Biological Role of Trichoderma harzianum-Derived Platelet-Activating Factor Acetylhydrolase (PAF-AH) on Stress Response and Antagonism,哈茨木霉源性血小板活化因子乙酰水解酶(PAF-AH)在应激反应和拮抗作用中的生物学功能,我们研究了源自哈茨木霉的血小板活化因子乙酰水解酶(PAF-AH)的特性。该酶由572个氨基酸组成，与来自康宁木霉和其他微生物物种的PAF-AH蛋白具有高度同源性。PAF-AH的最佳酶活性发生在无Ca2+存在的pH 6条件下，且定位于细胞质中；我们观察到在碳饥饿和强热休克下PAF-AH表达上调。此外，在SM培养基中37°C和42°C条件下，PAF-AH敲除转化体的生长比野生型和过表达菌株更慢。另外，在一系列玉米根系诱导实验中，PAF-AH的表达显著增加。GC/MS分析显示，与野生型细胞相比，PAF-AH敲除株中的二十烷酸和麦角固醇水平降低。我们还确定PAF-AH介导的应激反应与HEX1蛋白、Cu/Zn超氧化物歧化酶和细胞色素c有关。最后，在平板对峙实验中，PAF-AH对立枯丝核菌表现出拮抗活性。我们的结果表明，在不同环境条件下，PAF-AH可能在哈茨木霉的应激反应和拮抗作用中发挥重要作用。
P04018,The Use of Zebrafish (Danio rerio) Behavioral Responses in Identifying Sublethal Exposures to Deltamethrin,利用斑马鱼行为响应识别溴氰菊酯的亚致死暴露,鱼类行为反应的改变是识别意外化学污染的敏感指标。本研究进行了一系列暴露试验，以调查暴露于六种不同浓度（0、0.15、1.5、3.75、7.5 和 15 μg/L）溴氰菊酯（DM）的成年斑马鱼的行为变化。在五小时内，低至 1% LC50-24h 的浓度下检测到了斑马鱼的游泳变化。过度活跃是第一反应，随后是鱼类浮上水面的第二反应。各暴露组斑马鱼游泳速度的变化模式相似，但程度随浓度增加而增加。暴露后两小时内游泳速度和深度发生改变，这被视为水质监测最关键的阶段。过度活跃的持续时间和斑马鱼浮出水面的时间均与暴露浓度呈对数相关，这有助于区分污染水平。
P04025,Application of Magnesium Modified Corn Biochar for Phosphorus Removal and Recovery from Swine Wastewater,改性玉米生物炭去除和回收养猪废水中的磷,流失磷（P）的回收对于可持续发展至关重要。在此目标下，生物炭吸附是磷回收的一种有前途的方法。因此，我们的研究调查了改性玉米生物炭（Mg/biochar）在磷吸附方面的效率和选择性。它还检查了吸附后Mg/biochar产生的可用磷。Mg/biochar富含镁纳米颗粒和有机官能团，它可以在30分钟内吸附平衡磷量的90%。Mg/biochar磷吸附过程主要由化学作用控制。Mg/biochar的最大磷吸附量为239 mg/g。Langmuir-Freundlich模型最适合磷吸附等温线。热力学计算显示∆H > 0，∆G < 0，∆S > 0，这表明磷吸附过程是吸热的、自发的且熵增的。最佳pH值为9。Mg/B300、Mg/B450和Mg/B600从猪废水中吸附的磷量比从合成磷废水中吸附的量分别低6.6%、4.8%和4.2%。与生物炭相比，Mg/biochar更能抵抗pH和共存离子的影响。最后，吸附后的Mg/biochar可以持续释放磷。磷释放平衡浓度顺序如下：Mg/B600 > Mg/B450 > Mg/B300。在每个时间段，吸附后的Mg/B300、Mg/B450和Mg/B600分别释放总吸附
P04898,Isotopic composition of water-soluble nitrate in bulk atmospheric deposition at Dongsha Island: sources and implications of external N supply to the northern South China Sea,东沙岛大气沉降中水溶性硝酸盐的同位素组成：来源及对南海北部外部氮供给的启示,亚洲大陆增加的活性氮排放对从陆地到海洋的生态系统安全构成了严重威胁。为了量化大气氮输入，诊断其来源，并评估对邻近排放热点中国的寡营养边缘海南海（SCS）海洋氮循环的影响，我们在南中国海东沙岛采集了大气沉降样品，测量了硝酸盐和铵盐的浓度以及其他主要离子和硝酸盐的双同位素。...
P06979,PML: A parallel machine learning toolbox for data classification and regression,PML：用于数据分类和回归的并行机器学习工具箱,受并行处理大规模数据建模以节省时间和进行结果比较的动机驱动，本研究设计了 PML。PML 能够并行进行降维和网格搜索，支持分类和回归，并能生成 HTML 页面用于结果比较。PML 用 PERL 编写，兼容 Windows 和 Linux。该开源软件免费提供代码、手册、示例和许可证，获取地址为 http://cic.scu.edu.cn/pml 或 https://github.com/limlcic/PML。
P07072,"Chemical composition, sources, and processes of urban aerosols during summertime in northwest China: insights from high-resolution aerosol mass spectrometry",中国西北地区夏季城市气溶胶的化学组成、来源及过程：高分辨率气溶胶质谱的见解,本研究部署了Aerodyne高分辨率飞行时间气溶胶质量谱仪（HR-ToF-AMS）、扫描迁移率粒子粒径谱仪（SMPS）和多角度吸收光度计（MAAP），旨在测量2012年7月11日至8月7日期间中国西北部兰州市亚微米颗粒物（PM1）的质量负荷、化学组成和粒径分布的时间变化。
P07083,Recent Progress in TiO2-Mediated Solar Photocatalysis for Industrial Wastewater Treatment,二氧化钛介导太阳能光催化处理工业废水的最新进展,
P07088,Spectroscopy-based food classification with extreme learning machine,基于光谱与极限学习机的食品分类,结合光谱技术和一种称为极限学习机（ELM）的新型分类算法，开发了用于食品分类的方法。同时研究了不同输入维数对性能的影响。比较了五种化学计量学技术（包括K近邻（KNN）、偏最小二乘判别分析（PLS-DA）、反向传播人工神经网络（BP-ANN）、最小二乘支持向量机（LS-SVM）和ELM）的分类准确率和速度。结果表明，在大多数情况下，ELM的准确率优于其竞争对手。此外，在分类阶段，ELM的速度比KNN、LS-SVM和BP-ANN快得多，这表明ELM可能是一种有前途的基于近红外或中红外光谱的实时食品分类方法，且具有相当的准确率。
P10682,A robust Bootstrap confidence interval for the two-parameter Weibull distribution based on the method of trimmed moments,基于修整矩法的双参数威布尔分布的稳健Bootstrap置信区间,
P10695,A Cyclic Contrastive Divergence Learning Algorithm for High-order RBMs,一种用于高阶受限玻尔兹曼机的循环对比散度学习算法,受限玻尔兹曼机（RBM）作为通用玻尔兹曼机的一个特例和典型的概率图模型，近年来因其强大的特征提取能力和对训练数据分布的表示能力而备受关注。Hinton提出的对比散度（CD）算法是学习RBM最常用的算法之一，它从数据点启动马尔可夫链并仅运行几次迭代以获得低方差估计器。然而，对于高阶RBM，由于其可见层之间存在相互作用，通过CD学习进行的梯度近似通常远偏离对数似然梯度，甚至可能导致CD学习陷入具有高重构误差的无限循环。本文介绍了一种名为循环对比散度（CCD）的新算法用于学习高阶RBM。与标准CD算法不同，CCD借鉴循环块坐标下降法的思想，依次根据每个可见层更新参数。为了评估所提出的CCD算法的性能，本文对CCD和标准CD算法进行了理论分析，包括收敛性、估计上界和偏差比较，揭示了CCD学习的优越性。在手写数字分类任务的MNIST数据集上进行了实验。结果表明，CCD更具适用性，且在收敛速度和性能上始终优于标准CD。
P00083,Research Review and Prospect of Drinking Water Disinfection By-products,饮用水消毒副产物的研究回顾与展望,"消毒副产物对饮用水的污染是全球面临的一个亟待解决的问题。 为了深入了解饮用水消毒副产物研究的全球状况和前沿动态, 本文采用 ISI Web of Knowledge 的 Web of ScienceTM数据库, 将饮用水消毒副产物作为主题检索词, 对 1996-2015 年该库收录的相关文献进行计量分析 结果表明 美国发文量领先于其他国家 占全部发文量的 国际上发文量居前 位的期刊为: Water Research、 Environmental Science Technology; 同济大学和清华大学的发文量在中国位居前 2 位。 从全世界的研究方向来看, 环境生态科学是最热门的研究方向, 其次是环境工程、 水资源方向。 而药物药理学、 基因遗传学和应用微生物学虽然发文量不多 但同时也说明这三个研究方向有巨大的研究空间 更容易出创新性成果"
P05062,Silencing the HaHR3 Gene by Transgenic Plant-mediated RNAi to Disrupt Helicoverpa armigera Development,利用转基因植物介导的RNAi沉默HaHR3基因以破坏棉铃虫的发育,RNA干扰（RNAi）已成为功能基因组学中的一项强大技术，并被广泛用于下调关键生理相关基因以控制害虫。本研究选择了棉铃虫的一种蜕皮调节转录因子基因HaHR3作为靶基因。将覆盖HaHR3编码序列（CDS）的四个不同片段克隆到载体L4440中以在大肠杆菌中表达dsRNA。然后将最有效的沉默片段克隆到植物过表达载体中，以在转基因烟草中表达发夹RNA（hpRNA）。当棉铃虫幼虫喂食大肠杆菌或转基因植物时，HaHR3 mRNA和蛋白质水平急剧下降，导致发育畸形和幼虫死亡。结果表明，重组细菌和转基因植物均可诱导HaHR3沉默从而破坏棉铃虫的发育，转基因植物介导的RNAi正成为控制害虫的有力方法。
P05788,Populus euphratica XTH overexpression enhances salinity tolerance by the development of leaf succulence in transgenic tobacco plants,胡杨XTH过表达通过叶片肉质化增强转基因烟草的耐盐性,胡杨是一种耐盐树种，在经过长期的盐胁迫后会发育出肉质叶。在本研究中，从胡杨中分离出一个推测的木葡聚糖内转糖苷酶/水解酶基因 并转移到烟草植株中。PeXTH 仅定位在内质网和细胞壁中。过表达 PeXTH 的植株在根系和叶片生长以及存活率方面比野生型烟草更耐盐。耐盐性的增强主要归因于 PeXTH 过表达引起的解剖学和生理学改变。与野生型相比，PeXTH 转基因植株的单位面积含水量高 36%，鲜重与干重比高 39%，这是叶片肉质化的标志。然而，PeXTH 转基因植株叶片中水分的增加并未伴随叶片厚度的增加，而是由于栅栏组织细胞排列紧密以及叶肉细胞间的细胞间隙减少。除了对 NaCl 的盐稀释效应外，这些解剖结构变化增加了叶片的保水能力，从而降低了肉质组织和叶肉细胞中盐浓度的增加。此外，叶肉细胞的增加减少了细胞间空隙，改善了碳经济，导致在对照和盐处理（100-150 mM NaCl）下净光合作用增加了 47-78%。综上所述，结果表明 PeXTH 的过表达通过在烟草植株中发育肉质叶而不膨大来增强耐盐性。
P06864,"Spatiotemporal characterization of dissolved carbon for inland waters in semi-humid/semi-arid region, China",半湿润/半干旱地区（中国）内陆水体溶解碳的时空特征,"利用2008-2011年期间收集的数据，研究了半湿润/半干旱中国松嫩平原26个水体中溶解有机碳（DOC）和无机碳（DIC）的时空变化。根据电导率（阈值=1000 µS cm−1）将水体分为淡水（n=14）和微咸水（n=12）。淡水（DOC 5.63 mg L−1, DIC 37.39 mg L−1）和微咸水（DOC 15.33 mg L−1, DIC 142.93 mg L−1）之间的平均DOC和DIC浓度存在显著差异。有色溶解有机质（CDOM）和DOC浓度主要受气候-水文条件控制。研究表明，半干旱地区的流出条件对溶解碳具有浓缩效应，导致盐度与DOC（R2 = 0.66）以及盐度与DIC（R2 = 0.94）之间存在密切关系。2012年5月收集的独立数据集也证实了这一发现（DOC: R2 = 0.79, DIC: R2 = 0.91），突出了通过盐度测量量化平原分散水体中DOC和DIC的潜力。基于CDOM吸收光谱的指数（例如，DOC特异性CDOM吸收（SUVA254），吸收比a250:a365（E250:E365）和光谱斜率比（Sr, S275-295/S350-400））被用于表征C"
P06894,Dual effects of molybdenum on mouse oocyte quality and ovarian oxidative stress,钼对小鼠卵母细胞质量和卵巢氧化应激的双重影响,进行了亚急性毒性测试，以研究钼（Mo）对卵巢功能的影响。ICR成年雌性小鼠通过自由饮水暴露于含5、10、20和40 mg/L钼的蒸馏水中，持续14天。与对照组相比，5 mg/L钼组中M II期卵母细胞形态、卵巢指数和排卵数有所改善，但在40 mg/L钼组中受到负面影响。在≥ 20 mg/L时观察到卵巢线粒体形态异常。这些改变伴随着卵巢中超氧化物歧化酶（SOD）、谷胱甘肽过氧化物酶（GPx）和丙二醛（MDA）水平的变化。结论是，钼可能通过调节卵巢氧化应激以剂量依赖性方式影响卵母细胞质量。
P06972,Cultivation of Chlorella vulgaris in Dairy Wastewater Pretreated by UV Irradiation and Sodium Hypochlorite,在经紫外辐射和次氯酸钠预处理的乳制品废水中培养小球藻,利用微藻净化废水以及回收废水中的资源以生产生物柴油具有潜力。微藻的大规模培养需要对废水进行预处理以消除细菌和原生动物。这个过程既昂贵又复杂。在这项研究中，在乳制品废水中测试了两种预处理方法（紫外辐射和次氯酸钠）的不同剂量和浓度。结合生物柴油生产的效率，我们建议用浓度为30 ppm的NaClO处理乳制品废水。在这种情况下，在乳制品废水中培养4天后，小球藻的最高生物量生产率和油脂生产率分别达到0.450 g L−1 day−1和51 mg L−1 day−1。
P10649,BAYESIAN MULTI-SOURCE DOMAIN ADAPTATION,贝叶斯多源域适应,基于贝叶斯学习原理（BayesMSDA），本文提出了一个新的多源域适应框架，其中使用了一个目标域和多个源域。在此框架中，目标数据点的标签根据其后验概率确定，该概率使用贝叶斯公式计算。为了实现此框架，定义了一种基于拉普拉斯矩阵的目标域新先验，以及一种根据数据点的k近邻动态获得的新似然。我们专注于目标域没有获得标记数据，而大部分标记数据来自源域的情况。合成数据和真实数据的实验表明，我们的框架具有良好的性能。
P00106,"Construction of River Channel-wetland Networks for Controlling Water Pollution in the Pearl River Delta, China",构建河道-湿地网络以控制中国珠江三角洲的水污染,随着珠江三角洲城市化的快速发展，水体污染已成为一个严峻问题。本文构建了河网-湿地网络(RCWN)以改善水体污染状况。首先，计算了各河流针对主要污染物（选用生化需氧量和氨氮）的同化能力以调查水体污染程度；其次，根据原有水体识别用于缓解重度污染河流污染水平的湿地位置；然后，通过分析湿地吸收率、需削减污染物量及滞留时间，确定了与河流连通的湿地面积。基于上述信息，通过将河道与湿地连接构建了RCWN，其中湿地与河道汇流点作为节点，河道作为节点间的连接。结果表明，在不同的滞留时间下，为更好地改善河流水质，RCWN所需的最大湿地面积也不同，且湿地面积随滞留时间的增加而减少。由河道和湿地组成的网络能有效控制河流水体污染。本研究基于现有最佳数据与知识，为河流水资源管理提供了一种有用的工具。
P00812,Temporal variation of heavy metal pollution in urban stormwater runoff,城市雨水径流中重金属污染的时间变化,"对2009年6月至2010年6月一年期间发生的四次降雨事件中，三种城市地表（停车场、街道和建筑屋顶）的雨水径流进行了监测。溶解铜、铅、锌、锰和铁的事件平均浓度（EMC）超过了中国国家地表水环境质量标准。重金属污染程度与下垫面类型有关。此外，溶解重金属浓度在径流开始后不久达到峰值，随后由于充分的冲刷作用急剧下降。基于初期冲刷比（FF25），在所有监测的降雨事件中也观察到了不同程度的初期冲刷效应。冗余分析显示，四个环境变量（降雨深度、强度、前期干旱天数和下垫面类型）对初期冲刷效应的强度有显著影响，解释了FF25变化的72.9%。在不同下垫面上，溶解重金属表现出不同的初期冲刷效应，其相对顺序如下：对于低强度和大径流量的降雨事件，停车场 > 屋顶 > 道路；对于高强度和低径流量的降雨事件，停车场 > 道路 > 屋顶。溶解重金属初期冲刷的相对强度为Fe, Mn > Cu > Zn > Pb。"
P02008,Human induced turbidity changes in Poyang Lake between 2000 and 2010: Observations from MODIS,2000年至2010年间人类活动引起的鄱阳湖浊度变化：MODIS观测,
P03297,Research Progress on Reduction of Environmental Endocrine Disrupting Chemicals in Wastewater Treatment,污水处理过程中环境干扰物质的减量化研究进展,
P10605,An evolutionary programming based asymmetric weighted least squares support vector machine ensemble learning methodology for software repository mining,基于进化规划的非对称加权最小二乘支持向量机集成学习方法用于软件库挖掘,
P10606,Feature Selection Based on Extreme Learning Machine,基于极限学习机的特征选择,特征选择（FE）是模式分类中至关重要的预处理步骤。FE 旨在找到初始特征集中最紧凑且信息量最大的子集，以提高模式分类系统的性能或降低存储要求。最近，Yang 等人提出了一种针对多层感知器（MLP）神经网络的基于包装器的特征选择方法。由于使用反向传播算法迭代调整网络权重参数，该算法的学习速度非常慢，特别是对于大型数据库。为了解决这个问题，基于极限学习机（ELM），我们提出了一种特征选择算法，该算法使用特征排序标准，通过计算有和无该特征时概率 SLFN 输出的总差异来衡量特征的重要性。SLFN 使用 ELM 训练，随机选择隐藏层权重并解析确定输出层权重。我们将提出的算法与 Yang 的工作以及其他三种特征选择算法进行了比较。实验结果表明，我们提出的方法有效且高效。
P10513,A highly sensitive detection for foot-and-mouth disease virus by gold nanopariticle improved immuno-PCR,金纳米颗粒改进免疫PCR高灵敏度检测口蹄疫病毒,背景：口蹄疫（FMD）是偶蹄目动物中最具传染性的疾病之一，其感染具有明显的长距离传播能力，并可在无FMD地区造成流行。检测FMDV需要一种高灵敏度和特异性的方法。本研究评估了生物条形码分析（BCA）技术在检测FMDV临床样本中的实用性。方法：设计了一种源自BCA的高灵敏度金纳米颗粒（GNP）改进免疫PCR（GNP-IPCR）用于检测FMDV。目标病毒颗粒被包被在ELISA微孔板上的多克隆抗体捕获，然后加入经寡核苷酸和FMDV特异性单克隆抗体（MAb）1D11双重修饰的GNP，形成夹心免疫复合物。免疫复合物形成后，通过加热释放信号DNA，并随后通过PCR和实时PCR进行表征。结果：GNP-PCR的检测限可达到10 fg/ml纯化的FMDV颗粒，该检测方法可以高灵敏度地检测FMDV的临床样本，而本研究中常规ELISA的检测限为100 ng/ml。结论：GNP-IPCR可为FMDV的检测提供一种高灵敏度的方法。
P11545,Development and Application Research of MOFs Adsorption Model Based on Artificial Neural Networks,基于人工神经网络的MOFs吸附模型开发及应用研究,随着染料工业的发展，染料废水污染已成为威胁生态系统平衡与人类健康安全的重大问题... 为此，本研究旨在通过引入人工神经网络（ANN）技术，精准预测并优化MOFs的染料吸附容量...
P03205,Study on Effective Substances of Tea for Chemoprevention of Lung Cancer Based on Principal Component Analysis,基于主成分分析的茶叶预防肺癌药效物质研究,目的：采用主成分分析(PCA)法研究不同茶叶预防肺癌的药效物质基础。方法：以UPLC对各茶叶中各成分进行含量测定，MTT法检测CSE诱导的NHBE细胞的存活率，DTNB比色法测定GSH/GSSG比例，采用主成分分析计算共有峰面积的相关系数矩阵、特征值和方差贡献率，确定其具有预防肺癌的化学成分。结果：龙井保护NHBE细胞损伤的作用最强，其IC50为0.2559 mg/mL，使GSH/GSSG的比例由0.142恢复至0.511，且具有剂量依赖性；主成分分析得出GCG预防肺癌的贡献率为79.602%，GA的贡献率为11.037%，两者之和为90.639%。结论：不同品种茶叶对NHBE细胞的保护作用不同，主成分分析法确定GCG和GA是茶叶中预防肺癌的主要活性成分。
P06489,Separation of metal laden waste using pulsating air dry material separator,利用脉动气流干式分离器分离金属负载废弃物,
P10462,RESEARCH ON TRUST EVALUATION OF SECURE BOOTSTRAP IN TRUSTED COMPUTING BASED ON FUZZY SET THEORY,基于模糊集的可信计算安全引导信任评估研究,可信平台是可信计算的关键技术。如何在理论上验证模型是否可信是一项重要的研究工作。本文提出了一种基于模糊逻辑的可信计算模型信任等级评估方法。通过基于相似度的加权模糊推理方法，可以获得信任链中没有直接推荐的实体之间的模糊信任值，并根据计算出的信任值评估可信模型的信任等级。本文为可信计算模型的信任评估提供了一种新的有价值的方法。
P10464,APPLICATION OF SELF ADAPTS TO RGB THRESHOLD VALUE FOR ROBOT SOCCER,自适应RGB阈值在机器人足球中的应用,一种针对机器人足球系统(color image segmentation technologies)的新愿景[1][2]。该方法采用基于RGB色彩空间的自适应阈值法进行阈值分割，并利用基于距离增长的自动区域法将目标分割为二值图像。当存在颜色偏移时，利用HSV色彩空间中的H分量进行扩展色调重新分割目标，并通过统计方式计算新的RGB阈值，实现HSV色彩空间的自动扩展，从而克服了现有图像分割效果的奇异性。实验结果表明，该方法不仅使目标位置和方向角度更加准确，还提高了动态环境下的鲁棒性(robustness)。
