序号,英文标题,中文标题,中文摘要
P01310,A new exploration of health risk assessment quantification from sources of soil heavy metals under different land use,基于源解析的土壤重金属健康风险定量评估新探索：不同土地利用视角,土壤中的重金属通过吸入、摄入和皮肤接触对人体健康产生不利影响。定量评估不同土地利用方式下土壤重金属来源的健康风险，为从源头防控土壤重金属污染提供了重要依据。本研究利用简单统计分析法和正定矩阵因子分解法（PMF）量化土壤重金属的来源；并结合PMF提出了一种健康风险评估（HRA）模型，用于定量评估居住用地、林地和农地下来源对人体的健康风险（包括非致癌风险和致癌风险）。以湘江新区（XRNQ）为例，研究定量分析了四个主要来源。对于致癌风险，工业排放是居住用地、林地和农地下成人的最大来源，分别约占69.6%、69.7%和56.5%。对于非致癌风险，在居住用地和林地下工业排放仍是成人最大的显著来源，分别约占41.7%和39.2%；而在农地下农业活动约占成人风险的51.8%。儿童（包括致癌和非致癌）的风险趋势与成人相似。然而，受工业排放影响的成人非致癌风险区域高于儿童，而成人的致癌风险区域则相反。这种新探索对于评估不同土地利用方式下来源的健康风险非常有用，从而为地方当局有效防控源头污染提供了参考。
P01449,"Heavy metals in paddy soil-rice systems of industrial and township areas from subtropical China: levels, transfer and health risks",亚热带中国工业和城镇地区水稻土壤-水稻系统中的重金属：水平、迁移与健康风险,本研究调查了亚热带中国工业和城镇地区水稻土-水稻系统中选定金属的水平、迁移系数和健康风险。稻田土壤中镉、铅、砷和汞的平均浓度分别为 1.08、52.8、19.5 和 0.20 mg·kg−1（干重）。研究区域约 99% 的土壤样品和 68.9% 的稻米样品中的镉浓度超过了现行标准的允许限值。工业地区稻田土壤中的镉和铅浓度显著高于城镇地区和清洁区，然而稻米中的镉和铅浓度并未出现这种情况。镉的平均迁移系数为 0.742，在所有选定的金属中最高。土壤 pH 值和镉的迁移系数以 0.1 pH 单位间隔进行分组分析。在土壤 pH 4.3 至 6.3 之间，对数镉迁移系数的分段均值保持在 -0.10 左右，而在 pH 6.4 至 7.7 之间，随着土壤 pH 的增加，线性下降了 1.80 倍。在我们的研究区发现了高危险指数值和致癌风险值，表明食用稻米具有很高的非致癌和致癌健康风险。
P01471,Silicon (Si) biochar for the mitigation of arsenic (As) bioaccumulation in spinach (Spinacia oleracean) and improvement in the plant growth,硅改性生物char减缓菠菜中砷的生物积累并促进植物生长,在世界许多地区，在污染土壤上种植作物通常导致植物组织中污染物含量升高。在改善植物生长和生产力的同时，最大限度地减少这些污染物向可食用植物组织的转移是一个主要的研究领域。在本研究中，我们调查了硅改性生物炭在减少菠菜中As(III)吸收的同时增加植物生物量的效率。在300和600摄氏度下由竹子制备未改性生物炭和硅改性生物炭，并使用扫描电子显微镜与能谱仪(SEM-EDX)、傅里叶变换红外光谱仪(FTIR)、X射线光电子能谱(XPS)和X射线衍射分析(XRD)进行了表征。在土壤中分别添加2%和5%的SiBC后，菠菜可食用部分中As(III)的生物积累显著减少了33.8%和37.7%。由于土壤pH从6.83 +/- 0.4增加到8.01 +/- 0.1，溶解性有机碳(DOC)从7.02 +/- 3.7增加到22.58 +/- 3.7 g kg(-1)，生物炭添加使孔隙水中As(III)的浓度增加了64.4%。然而，硅阻止了As(III)进入菠菜，硅通过与As(III)相同的转运途径优先被转运到植物中。菠菜的干生物量也显著增加了67.7%，并且与植物中CaCl2提取态Si强烈相关(R-2 = 0.
P01541,A modified receptor model for source apportionment of heavy metal pollution in soil,一种用于土壤重金属源解析的修正受体模型,源解析是减少土壤重金属污染的关键步骤。现有方法通常基于受体模型，然而应用于土壤重金属源解析时往往会出现高估或低估的情况。因此，本研究开发了一种修正模型（PCA-MLRD），该模型基于主成分分析（PCA）和包含距离变量的多元线性回归（MLRD）。该模型应用于中国东南部某城郊区域的研究案例，该区域土壤受到砷、镉、汞和铅的污染。与现有模型相比，PCA-MLRD 能够识别具体的排放源并量化每个排放源的影响范围。锌-铅矿被确定为最重要的人为排放源，影响了约一半区域的铅和砷积累，以及约三分之一的镉积累。总体而言，人为排放源的影响范围依次为：矿山 (3km) > 印染厂 (2km) ≈ 工业中心 (2km) > 荧光工厂 (1.5km) > 道路 (0.5km)。尽管算法仍需改进，PCA-MLRD 模型有望成为土壤重金属源解析的有用工具。
P01709,A heavy metal module coupled with the SWAT model and its preliminary application in a mine-impacted watershed in China,SWAT模型耦合重金属模块及其在中国受采矿影响流域中的初步应用,为了更好地了解重金属对生态系统和人类的潜在不利影响，需要对土壤和水体中的重金属行为进行模拟。本研究将重金属迁移转化模块与成熟的SWAT（土壤和水评估工具）模型相结合，用于模拟流域尺度上金属的归趋和迁移。重金属模块考虑了金属物种之间的吸附、络合和慢速反应；高地中的重金属允许通过渗透和蒸发引起的水上升垂直迁移，以及通过土壤侵蚀和地表/地下径流水平迁移；相比之下，水体中的重金属模型则经历沉降、再悬浮、扩散和掩埋过程。作为演示，SWAT重金属模块（SWAT-HM）经过校准，模拟了中国浏阳河上游流域的锌和镉动态，该流域受采矿活动影响已有几十年。模型模拟结果与监测结果吻合较好。特别是，降水事件导致河道中金属负荷的升高得到了很好的表征，表明废石堆和受污染土壤中大量的锌和镉通过雨水释放到河流中。在模拟了6年（2009-2014）之后，模拟的锌和镉浓度被用作预测环境浓度（PEC）的替代指标，从而对示范采矿区进行了生态风险评估。开发这种结合SWAT的重金属模块的举措在环境风险分析和污染控制方面具有很高的应用潜力。
P01710,Combined impacts of land use and soil property changes on soil erosion in a mollisol area under long-term agricultural development,长期农业开发下土地利用和土壤性质变化对黑土区土壤侵蚀的综合影响,在农业发展过程中，土壤侵蚀表现出特殊的特征。理解土地利用和土壤性质变化对土壤侵蚀的综合影响，特别是在长期耕作区域，对于流域农业和土壤管理至关重要。本研究基于修正版通用土壤流失方程（USLE）调查了土壤侵蚀的时空格局，并进行了土壤侵蚀贡献分析。土地利用数据解译自Landsat系列图像，土壤性质通过野外采样、实验室测试和SPAW（土壤-植物-大气-水）模型计算获得。在长期的农业发展过程中，平均侵蚀模数从1979年的187.7 t km^-2 a^-1下降到2014年的158.4 t km^-2 a^-1。土地利用类型主要转变为大规模开垦水田和湿地萎缩。大多数土壤从粉壤土或粘壤土转变为壤土，大多数土壤类型的饱和导水率（Ks）下降了1.11%至43.6%。水田面积迅速增加49.8平方公里，森林面积适度减少14.0平方公里，以及Ks值解释了土壤侵蚀总方差的87.4%。尽管土壤物理和水文特征的变化表明土壤侵蚀负荷应该增加，但在本研究区域，水田的激增在缓解土壤侵蚀方面发挥了重要作用。结果表明，土地利用变化比土壤性质变化对土壤侵蚀的影响更为显著。本研究建议采取合理措施扩大水田并控制旱地耕作。这些发现将
P01713,Heavy metal accumulation and health risk assessment in soil-wheat system under different nitrogen levels,不同氮水平下土壤-小麦系统重金属积累与健康风险评估,"有机肥料中的重金属已成为农田重金属污染的主要来源，可能通过多途径对接触土壤-植物系统的人群造成有害健康影响。本研究以中国主要粮食产区（河南省）为研究对象，评估了不同氮肥处理下土壤-小麦系统中重金属（Cr, Mn, Ni, Cu, Zn, As, Cd 和 Pb）的积累和迁移特征，并对小麦（Triticum aestivum）籽粒进行了健康风险评估。结果表明，土壤中 Cr, Cu, As 和 Cd 的含量分别为 56.21–113.66, 13.97–58.72, 5.79–22.62 和 0.04–0.23 mg·kg−1，小麦籽粒中 Cr 和 As 的平均含量分别为 0.78 ± 0.31 和 0.49 ± 0.18 mg·kg−1，超过了相应标准。在 N8–N15 的氮肥水平下，生物富集系数和转移系数最低。健康风险评估表明，摄入 N15 条件下种植的籽粒的当地人群的非致癌和致癌风险最低。在不同人群中，重金属对 0-5 岁儿童的非致癌和致癌风险相对较高。此外，Cr 和 As 暴露是危害指数（HI）的主要贡献者，占 74.72–83.11%，而 Cr 暴露占潜在总致癌风险的 90% 以"
P01716,Source apportionment of soil heavy metals using robust absolute principal component scores-robust geographically weighted regression (RAPCS-RGWR) receptor model,利用稳健绝对主成分得分-稳健地理加权回归(RAPCS-RGWR)受体模型进行土壤重金属源解析,传统的源解析模型（如绝对主成分得分-多元线性回归 APCS-MLR）通常易受离群值影响，而离群值在区域地球化学数据集中可能广泛存在。此外，这些模型仅建立在变量空间而非地理空间上，因此无法有效捕捉各源贡献的局部空间特征。为了克服这些局限性，基于传统的 APCS-MLR 模型，提出了一种新的受体模型——稳健绝对主成分得分-稳健地理加权回归（RAPCS-RGWR）模型。随后，将该新方法应用于中国武汉市某区域土壤金属元素的源解析作为案例研究。评估结果表明：(i) RAPCS-RGWR 模型在识别土壤金属元素主要源方面的表现优于 APCS-MLR 模型；(ii) RAPCS-RGWR 模型估算的源贡献比 APCS-MLR 模型估算的更接近真实的土壤金属浓度。结果表明，所提出的 RAPCS-RGWR 模型在处理区域地球化学数据集时，比 APCS-MLR（即非稳健全局模型）是一种更有效的源解析方法。
P01717,Effect of soil washing with biodegradable chelators on the toxicity of residual metals and soil biological properties,生物可降解螯合剂土壤淋洗对残留金属毒性和土壤生物学性质的影响,"螯合剂土壤淋洗是一种有前景且高效的修复金属污染土壤的方法。然而，淋洗后残留金属的毒性及其对土壤微生物特性的影响在很大程度上仍然是未知的。在本研究中，我们采用了四种生物可降解螯合剂去除污染土壤中的金属：亚氨基二琥珀酸（ISA）、谷氨酸-N,N-二乙酸（GLDA）、葡萄糖单碳酸（GCA）和聚天冬氨酸（PASP）。使用生物可降解螯合剂，从农田土壤和矿山土壤中去除Cd、Pb和Zn的最高效率分别达到85%、55%和64%以及45%、53%和32%。研究发现，ISA和GLDA降低Cd、Pb和Zn活性组分的能力与传统的非生物可降解螯合剂乙二胺四乙酸（EDTA）相似。与原始土壤相比，洗涤后残留金属的淋出性、迁移性和生物可及性显著降低，从而减轻了估算的环境和人类健康风险。处理过的土壤中土壤β-葡萄糖苷酶活性、脲酶活性、酸性磷酸酶活性、微生物量氮和微生物量磷有所下降。然而，与EDTA处理相比，修复土壤中的土壤酶活性明显增加了5-94%，且整体微生物量略有改善，这将有利于洗涤后土壤的再利用。基于以小麦种子发芽为评估终点的土壤毒性试验，洗涤后的土壤（特别是在ISA和GLDA处理后）仅表现出轻微的影响，且金属去"
P01719,Assessment of heavy metal pollution and human health risks in urban soils around an electronics manufacturing facility,电子产品制造设施周边城市土壤重金属污染及人体健康风险评估,重金属污染已遍布世界许多地方，特别是发展中国家。本研究的目的是确定中国湖北省某电子产品制造基地周边城市土壤中重金属的浓度及其健康风险。土壤样品采集于电子制造设施附近的商业区、道路两侧、农田和住宅区。共采集了136个表层土壤样品，并分析了Cr、Cu、Zn、As、Cd、Ni和Pb的含量。计算了地累积指数、污染指数和潜在生态风险指数以评估土壤污染水平。使用危险指数评估重金属对人体健康构成的风险。七种金属的总浓度范围为3738.86至5173.25 mg/kg，浓度最高的是商业区，其次是道路两侧、农田和住宅区。儿童和成人的危险指数排序为 Cr > As > Pb > Cd > Cu > Ni > Zn。Cr和As两种金属对儿童和成人的致癌风险高于10^-4，且儿童面临的健康风险更大。
P01720,Can the watershed non-point phosphorus pollution be interpreted by critical soil properties? A new insight of different soil P states,流域非点源磷污染能否用关键土壤性质解释？不同土壤磷形态的新见解,表层土壤的物理化学性质在流域非点源污染的归趋中起着关键作用。流域环境管理需要特别关注对颗粒态磷（PP）污染和溶解态磷（DP）污染都敏感的土壤性质。中国典型的富营养化湖泊巢湖流域被选为研究区域。基于泥沙输移分布式模型（SEDD）和污染负荷（PLOAD）模型的集成，同时计算了非点源（NPS）PP负荷和DP负荷的空间特征。随后，引入了几个关键的物理化学土壤性质，特别是各种土壤磷组成，以确定关键土壤性质对NPS磷污染的响应。主要发现如下：i) 不同子流域的平均PP负荷为5.87 kg，PP污染被认为是主要的NPS磷污染状态，而DP负荷在快速城市化进程中迅速增加。ii) 铁结合磷和铝结合磷是有效磷的主要成分，对NPS PP污染表现出最敏感的响应，相关系数约为0.9。此外，残留磷被选为一种敏感的土壤磷状态，与DP负荷呈显著负相关。iii) DP和PP浓度在与各种土壤性质相关时表现不同，粘土比例与PP负荷呈强负相关。同时，DP负荷与关键土壤性质（如Fe和全氮）之间存在非线性关系。具体而言，在南淝河（NF）和派河（PH）流域，TN浓度对DP负荷表现出强烈的抑制作用，R2达到0.67，这与另外五个流域中
