序号,英文标题,中文标题,中文摘要
P03909,Influence of Land Use Types on Soil Properties and Soil Quality in Karst Regions of Southwest China,西南喀斯特地区土地利用类型对土壤属性和土壤质量的影响,建立合适且有用的土壤质量指数（SQI）是准确评估不同土地利用类型下土壤质量变化的关键。在本研究中，利用最小数据集（MDS）结合两种评分方法（线性评分法和非线性评分法）和两种加性模型（权重相同的简单加性模型和权重显著不同的加权加性模型）建立了一个合适且有用的SQI，以比较龙潭河谷不同土地利用方式下的SQ。采集了旱地（DRYL）、水田（PADD）、果园（GRA）和天然林（FORE）下的土壤样品，并测定了13种土壤性质。这四种土地利用类型具有相同的土壤类型和相似的环境条件。土地利用类型对测量的12种土壤性质有显著影响。选择了主成分分析中的前两个主成分，其累积方差超过90%。土壤活性碳、C/N比和微团聚体被选为本研究MDS的成员。在建立的四个SQI之间发现了显著（p < 0.001）的正相关关系。四个SQI的敏感性指数值在47.17%到82.12%之间，使用非线性评分法和加权加性模型（SQI-NLW）建立的SQI值最高。在四种土地利用类型中，四个SQI具有相似的变化趋势，FORE（0.73）和PADD（0.68）下的SQ平均值显著高于GRA（0.54）和DRYL（0.43）。这些结果表明，SQ
P03910,Comparison of Oil Extraction and Density Extraction Method to Extract Microplastics for Typical Agricultural Soils in China,中国典型农田土壤中提取微塑料的油提取与密度提取方法比较,农田土壤中的微塑料污染威胁着土壤质量和人类健康，这在全球范围内引起了广泛关注。然而，对于不同典型农田土壤中微塑料的提取方法和成分鉴定尚无统一标准。本研究在中国8个典型农田土壤样品中进行了人工模拟添加实验。旨在使用不同的提取方法，比较四种微塑料的提取率及其对ATR-FTIR聚合物鉴定的影响。这两种独立的方法是油提取（水+油和饱和NaCl溶液+油）和密度法（饱和NaCl溶液）。四种微塑料包括聚对苯二甲酸乙二醇酯（PET）、聚丙烯（PP）、聚苯乙烯（PS）和聚乙烯（PE）。我们发现，油提取法能有效提取农田土壤中的四种微塑料，提取率在83.33%至100.00%之间。然而，南方红壤区油提取法对PET的提取率和密度法对PP的提取率低于其他土壤。在西南红壤区，铁铝离子的存在影响了微塑料的提取率。随着微塑料密度的增加，密度法的提取率下降。建议采用带残油清洗的油提取法提取高密度微塑料。密度法推荐用于农田土壤中的轻质微塑料。然而，这两种方法都不适合从南方红壤区提取微塑料，未来需要进一步研究适合红壤的提取方法。我们的结果可以为不同侵蚀区典型农田土壤的微塑料提取处理和科学污染控制提供技术支持。
P03911,"Land Degradation Affects Soil Microbial Properties, Organic Matter Composition, and Maize Yield",土地退化影响土壤微生物特性、有机质组成及玉米产量,"土地退化严重影响土壤功能，从而削弱作物生产力。然而，在不同程度的土地退化下，土壤有机质（SOM）组成和土壤微生物特性对玉米产量的定量影响尚不清楚。本研究在中国东北科尔沁沙地选取了土地退化梯度进行采样。结果表明，随着土地退化的加剧，脂肪族和芳香族族的相对丰度分别下降了21.51%和86.01%，多糖族的大量增加导致SOM分解的稳定性和抵抗力下降。微生物特性，如微生物生物量碳、基础呼吸、qCO2和酶活性，因土地退化而下降。随着土地退化程度的增加，磷脂脂肪酸含量和细菌与真菌的比例显著下降，而革兰氏阳性菌与革兰氏阴性菌的比例显著增加。相关分析证实，微生物特性与SOM组成显著相关，随机森林模型表明真菌是影响玉米产量的关键因素（7.15%, $p < 0 . 0 5 )$ 。此外，结构方程模型的结果表明，土地退化降低了土壤理化性质，导致微生物减少，引起SOM组成的变化，并直接导致作物产量下降。微生物对玉米产量的影响（$\beta = 0 . 8 4 ^ { * * * }$）大于SOM组成的影响（$\beta = 0 . 5 3 ^ { * * }$）。我们的研究可为科尔沁沙地农田的保护提供理论依"
P03913,The Combination of Biochar and Phosphorus-Containing Materials Can Effectively Enhance the Remediation Capacity of Amaranth on Cadmium-Contaminated Soil and Improve the Structure of Microbial Communities,生物炭与含磷材料联合可有效增强苋菜对镉污染土壤的修复能力并改善微生物群落结构,土壤中的镉污染已成为中国乃至世界农业生产的一个巨大问题。钝化和植物修复是两种重要的镉污染修复技术。本研究以淮南矿区周围镉污染且缺磷的农田土壤为研究对象，探讨了生物炭和含磷材料对土壤镉污染的修复效果。结果表明，生物炭与含磷材料联合施用显著降低了非根际土壤和根际土壤的pH值，增加了土壤溶解性有机碳（DOC）的含量。生物炭与含磷材料联合施用显著降低了土壤孔隙水中镉和土壤有效态镉的含量。此外，单独施用生物炭以及生物炭与含磷材料协同施用均显著增加了苋菜地上和地下部分的生物量以及土壤脲酶和过氧化氢酶活性。施磷降低了土壤中镉的生物有效性。随着施磷量的增加，土壤中有效态镉含量显著降低，且植物体内镉含量与磷含量呈一定的负相关。生物炭与含磷材料协同施用后，土壤中Ochrobactrum、Anaerolinea、Achromobacter和Cellvibrio等有益微生物的丰度显著增加。
P03914,Mainstream Planting Systems Influence Spatiotemporal Variations in the Soil Quality of Watershed Sloping Farmland,主流种植系统影响流域坡耕地土壤质量的时空变化,流域坡耕地的主流种植系统遍布全球，并与流域坡耕地土壤质量的变化密切相关。然而，关于主流种植系统如何影响流域坡耕地土壤质量时空变化的信息很少。在中国三峡库区典型农业流域的三种主流种植系统（低海拔柑橘园系统、中海拔双季作物系统和高海拔单季作物系统）中，每年固定时间采集0-20 cm土层土壤，持续15年。测定了采样土壤的14种理化性质。我们发现：(1) 柑橘园系统、双季作物系统和单季作物系统的土壤质量指数分别从2004年的0.75、0.71和0.67下降到2019年的0.68、0.57和0.55；(2) 影响土壤质量的六个主控因子的顺序在柑橘园系统中为砂粒含量 > 容重 > 全氮 > 粘粒含量 > pH > 全磷，在双季作物系统中为砂粒含量 > 容重 > 粘粒含量 > pH > 全磷 > 全氮，在单季作物系统中为砂粒含量 > 粘粒含量 > 全磷 > pH > 容重 > 全氮；(3) 土壤侵蚀和施肥对土壤质量的总效应在柑橘园系统中分别为-0.496和-0.308，在双季作物系统中分别为-1.254和0.371，在单季作物系统中分别为-0.844和0.013。我们认为，这三种主流种植系统通过土壤
P03915,Sentinel-2 Multispectral Satellite Remote Sensing Retrieval of Soil Cu Content Changes at Different pH Levels,不同pH水平下土壤铜含量的Sentinel-2多光谱卫星遥感反演,随着多光谱成像技术的发展，利用多光谱遥感影像反演土壤重金属含量已成为可能。然而，土壤pH值和光谱分辨率等因素会影响模型反演的精度，导致精度较低。本研究从珠三角典型地区采集了242个土壤样品，并在实验室检测了土壤中的铜含量。同时，收集了Sentinel-2遥感影像数据，建立了二维和三维光谱指数。基于pH值构建独立的决策树，利用连续投影算法(SPA)结合Boruta算法筛选土壤铜含量的特征波段，并结合Optuna自动超参数优化集成学习模型，建立土壤铜含量估算模型。研究结果表明，在SPA结合Boruta特征选择算法中，特征光谱指数主要集中在TBI2和TBI4的光谱变换形式中。全样本建模缺乏预测能力，但根据土壤pH值对样本进行分类后，用pH值在5.85到7.75之间的样本构建的RF和XGBoost模型的R2分别为0.54和0.76，相应的RMSE值分别为22.48和16.12，RPD值分别为1.51和2.11。本研究表明，不同pH条件下土壤铜含量的反演存在显著差异，确定最佳pH范围可有效提高反演精度。本研究为进一步实现农业土壤重金属污染的高效、准确遥感监测提供了参考。
P03916,A Novel Interpolation Method for Soil Parameters Combining RBF Neural Network and IDW in the Pearl River Delta,结合RBF神经网络和IDW的土壤参数新型插值方法在珠江三角洲的应用,土壤肥力是农业生产中的关键因素，直接影响作物的生长、产量和质量。为了实现精准农业管理，必须对土壤参数进行精确的空间插值。本研究开发了一种新的插值预测框架，结合了径向基函数（RBF）神经网络和反距离加权（IDW），称为IDW-RBFNN。该框架最初使用IDW方法根据到数据点的距离应用初步权重，然后将这些权重作为RBF神经网络的输入以形成训练数据集。随后，RBF神经网络对这些数据进行进一步训练以细化插值结果，从而实现更精确的空间数据插值。我们在三种不同的参数设置下，比较了IDW-RBFNN框架与普通克里金（OK）和RBF方法的插值预测精度。最终，IDW-RBFNN在根据不同幂值调整设置时，表现出比直接RBF插值方法更低的RMSE和MRE误差率，即使在固定数据样本数量的情况下也是如此。随着样本量的减少，OK和RBF方法的插值精度受到显著影响，而IDW-RBFNN的误差保持相对较低。考虑到插值精度和资源限制，我们建议使用IDW-RBFNN方法（p = 2）并至少使用60个样本作为最小采样密度，以确保在资源限制下的高插值精度。我们的方法克服了现有方法使用固定稳态距离衰减参数的局限性，为三角洲地区
P03917,"Croplands Quality Evaluation of Whole Tillage Layer Based on the Minimum Data Set in Jilin Province, China",基于最小数据集的吉林省全耕层耕地质量评价,"本研究旨在准确评价全耕层耕地的质量特征，并深化对中国吉林省亚耕层土壤质量评价的认识。本研究从吉林省185个玉米连作区采集了耕层和亚耕层土壤样品，利用12个理化指标（pH、阳离子交换量(CEC)、土壤有机质(SOM)、全氮(TN)、全磷(TP)、全钾(TK)、碱解氮(AN)、有效磷(AP)、速效钾(AK)、砂粒、粉粒和粘粒）评价全耕层土壤质量指数(SQI)。结果表明，吉林省全耕层土壤理化指标总体处于中等以上水平，区域间养分含量由西向东递增。耕层和亚耕层的最小数据集SQI (SQI-MDS)分别为0.22–0.98 (0.46) 和 0.23–0.93 (0.55)。合理耕层MDS参数的适宜范围如下：耕层SOM ≥ 34.5 g kg−1, 31.5% ≤ 砂粒 ≤ 53.5%, AP ≥ 32.1 mg kg−1, 且 TK ≥ 15.18 g kg−1；亚耕层 31.3% ≤ 砂粒 ≤ 51.2%, TN ≥ 1.48 g kg−1, 6.4 ≤ pH ≤ 7.1, 且 AK ≥ 157.6 mg kg−1。综上所述，不同生态区耕层和亚耕层的SQI和评价指标存在差异。需结合实际情况调整"
P03919,The Spatiotemporal Characteristics and Driving Factors of Soil Degradation in the Black Soil Region of Northeast China,中国东北黑土区土壤退化的时空特征及驱动因素,中国东北黑土区被认为是全球三大黑土区之一，常被视为国家粮食安全的基石。然而，长期的农业实践导致土壤退化日益严重，土壤质量退化的机制和驱动因素尚不明确。因此，本研究考察了土壤质量的历史和现状特征，重点关注主要影响因素，如70年的开垦历史和气候变化。通过访问不同数据库、回顾相关文献并进行Pearson相关分析和冗余分析（RDA），本研究调查了中国东北典型黑土区沿纬度方向（嫩江、北安、海伦和哈尔滨）0–20 cm土层主要土壤质量指标的变异规律及其驱动因素。主要结论如下：耕作前30年（1950~1980年），土壤有机质（SOM）含量迅速下降，其中北安地区下降速度最快（约1.10 g/kg/年）。北安、海伦和哈尔滨地区的SOM从北向南递减，随纬度和海拔的变化率分别为9.40–21.67 g/kg/度和0.15–0.34 g/kg/m。海拔通过影响年平均最高气温（AMXT）和年平均大气压（AP）来影响土壤质量指标的年变化率。AMXT和AP与海拔呈线性关系，据此建立了回归模型。影响黑土区土壤质量指标的关键因素包括耕作年限（Y）、年平均最高和最低气温（AMXT和AMNT）、年相对湿度（ARH）和AP。
P03940,"Arsenic in a Karstic Paddy Soil with a High Geochemical Background in Guangxi, China: Its Bioavailability and Controlling Factors",中国广西高地球化学背景喀斯特地区稻田土壤中的砷：生物有效性及控制因子,砷因其土壤和水体中含量升高对生态环境和人类健康产生的严重影响而备受关注。喀斯特地区的土壤以砷的高地球化学背景为特征。然而，稻田土壤中砷的生物有效性以及砷从土壤向水稻转移的潜在风险尚不明确。本研究从中国广西喀斯特地区收集了305对配套的土壤-水稻样品，旨在考察土壤-水稻系统中砷的控制变量和生物有效性。根据这项研究，喀斯特地区稻田土壤的砷浓度高于非喀斯特地区。稻米中的砷浓度较低，只有0.62%的稻米样品超过了无机砷的允许值(0.2 mg/kg)。喀斯特稻田土壤中的砷主要以残渣态存在，而易被水稻吸收的水溶态和可交换态所占比例较小。喀斯特稻田土壤中砷含量高但生物有效性低，主要归因于丰富的铁锰结核，其贡献了土壤中64.45%的砷含量。在铁锰结核内，砷主要结合在铁（氧）氧化物上，在特定的还原条件下，可以通过铁（氧）氧化物的还原溶解释放到稻田土壤中。在喀斯特稻田土壤的自然pH条件(pH 4.9–8.38)下，砷的浸出几乎可以忽略不计，砷可以稳定地保留在铁锰结核内。然而，极端酸性或碱性条件促进了砷从铁锰结核中的释放。
P03942,"Risk Assessment of Soil Heavy Metals in the Jiahe River Basin of Yantai City, China",中国烟台夹河流域土壤重金属风险评价,
P03943,Multimethod Analysis of Heavy Metal Pollution and Source Apportionment in a Southeastern Chinese Region,中国东南部地区重金属污染的多方法分析与源解析,土壤中过量的重金属会显著影响人类健康和生态安全。评估重金属污染并识别其来源对于环境管理至关重要。本研究调查了中国东南部地区重金属污染的现状，并利用包含282个采样点的第一次全国土壤污染调查数据，旨在识别其来源。研究利用地累积指数、潜在生态风险指数、危害指数和终身致癌风险等指标来评估污染水平。结合地理信息系统、正定矩阵因子分解受体模型、聚类分析和人体健康风险评估来分析重金属的来源。结果表明，农业污染源对整体重金属污染的影响较小，东部和西部地区的生态风险水平较低。相比之下，中部地区表现出中度风险，中西部和中南部地区分布有极高风险区域。PMF分析识别出的污染源包括自然源、煤炭燃烧、工业排放和交通，贡献率分别为17.62%、18.50%、28.35%和35.56%。总体而言，该研究区的致癌风险不高。针对研究区的污染情况提出了针对性的建议。这项研究增强了我们对研究区土壤重金属污染的理解，并为其他地区的污染源划定提供了参考。
P03944,"Characterization and Source Analysis of Heavy Metal(loid)s Pollution in Soil of an Industrial Park in Kunming, China",中国昆明某工业园区土壤重金属污染特征及源解析,本研究调查了中国昆明某重点工业园区土壤重金属污染的特征及来源。共从园区及其周边采集了60个土壤样品（其中农用地40个，建设用地20个）。测定了土壤pH值以及砷、铅、铜、锌、镉、汞、镍和铬的含量。利用昆明土壤重金属背景值分析了这8种重金属的含量。采用污染负荷指数、地累积指数和内梅罗综合污染指数进行环境风险评估。利用聚类分析和主成分分析解析重金属来源。结果表明，Cd在建设用地和农业土壤中富集。As、Hg、Cd、Pb、Cu和Zn表现出较大的空间分异，且受外部环境影响显著。区域污染负荷指数为3.02，表明总体为重度污染。单一重金属的污染负荷指数显示为轻度污染。地累积指数表明As、Cd、Cu、Pb和Zn污染相对严重。内梅罗综合污染指数显示研究区域重度污染，其中建设用地受Cd轻度污染，农业用地为中度污染。空间分布结果显示中心区域污染水平较高。相关性和主成分分析表明，8种重金属的污染来源各异。Hg、Cd和Pb主要来源于工农业污染。交通源对Cu、Pb、Cd和Cr有显著影响。Cr、Ni和Cd的主要来源是自然源。Ni也受工业源影响，而Zn和Cu受农业污染影响。As、Cd和Pb对研究区表土的影响更为严重。C
P03946,"Spatial Heterogeneity of Soil Nutrient in Principal Paddy and Cereal Production Landscapes of Fengtai County within the Huai River Basin, Eastern China",淮河流域凤台县主要水稻和谷物生产景观土壤养分空间异质性研究,淮河流域耕地土壤质量问题日益突出。如何准确、定量地评价区域耕地土壤质量并实现其高效利用已成为一个迫切的问题。为了探讨淮河流域凤台县平原耕地土壤养分的空间自相关性和变异情况，在研究区采集了306份土壤样品和成熟小麦样品，分析了土壤pH值、全氮(TN)、有效氮(AN)、有效磷(AP)、有效钾(AK)和缓效钾(SK)含量及小麦生物量，并结合地统计学方法和GIS技术。系统分析了克里金插值法和Moran's I指数法。利用主成分分析(PCA)和皮尔逊相关分析建立了土壤质量的最小数据集(MDS)，用于计算土壤质量指数(SQI)并确定影响土壤质量的关键因素。结果表明，土壤pH值呈弱变异，其他养分指标呈中等变异。土壤速效钾养分的空间变异受人类活动等随机因素和土壤母质等结构因素的影响。有机质、全氮、碱解氮、有效磷、有效钾和缓效钾的空间自相关性较弱，主要受人类活动等随机因素的影响。所有养分均显示出明确的正相关空间联系。总的来说，调查区域的养分分布有些分散，呈现出镶嵌模式，在南部、中部和北部区域具有明显的带状养分分配差异。还观察到了明显的养分丰富区和贫乏区的纬度二分法。这些见解可以为凤台县的量身定制的施肥策
P04002,Accumulation Pattern and Potential Ecological Risk of Heavy Metals in Topsoil as Affected by Diverse Sources in Different Ecosystems in Western Dabie Mountain,大别山西部不同生态系统中受多种来源影响的表层土壤重金属累积特征与潜在生态风险,"土壤重金属（HM）控制已成为一个紧迫的全球性和环境问题，中国大别山西部因其作为生态屏障和水源地的地位而备受关注。我们分析了该地区不同生态系统表层土壤中10种重金属（即Cu, Pb, Zn, Cr, Ni, Co, Cd, As, Hg和Mn）的浓度、污染状况和潜在生态风险。同时分析了四种土壤组（人为土、冲积土、潜育土和淋溶土）和三种土壤质地类型（砂质、粘土和壤土）对上述方面的影响。利用正定矩阵因子分解（PMF）模型识别并量化了这些重金属的潜在来源及其贡献率。结果表明，该地区重金属污染水平可忽略不计，无潜在生态风险。在所有金属中，Pb和Cd表现出最高的污染水平。土壤重金属的潜在生态风险从农田到城市再到森林依次降低。Cu和Co更易在人为土中积累，而淋溶土更易积累Pb、Cd和Hg，且总体潜在生态风险较高。粘土和壤土的总体风险均高于砂土。表层土壤中重金属的积累与土壤有机质和粘粒含量密切相关。该地区重金属的主要潜在来源可能是农业活动、土壤母质、采矿、工业活动和车辆排放。这些发现表明，应特别关注大别山西部土壤中的Pb和Cd。未来的工作可以集中在减少采矿、冶炼和工业排放，以及加强重金属迁移规律和机制"
