序号,英文标题,中文标题,中文摘要
P00294,Long short-term temporal fusion transformer for short-term forecasting of limit order book in China markets,基于长短期时间融合变换器的中国市场限价订单簿短期预测,由于市场噪声，限价订单簿（LOB）的短期预测具有挑战性。传统上，使用蜡烛图的技术分析对于市场分析和预测是有效的。受此启发，我们引入了一种新的方法。首先，我们将 LOB 数据预处理为类似于蜡烛图案的长期帧数据，以减少噪声干扰。然后，我们提出了长短期时间融合变换器（LSTFT），巧妙地集成了短期和长期信息以捕获复杂的依赖关系并增强预测准确性。此外，我们提出了一种时间注意机制（TAM），有效地区分 LOB 数据中的长期和短期时间关系。我们的实验结果证明了该方法在准确预测短期限价订单簿方面的有效性。
P00301,Characteristics of RMB Internationalization and Stock Market Co‑movement Between China and RCEP Countries: An Analysis Based on Kernel PCA and SV‑TVP‑SVAR Model,人民币国际化与中国与RCEP国家股市联动的特征：基于核PCA和SV‑TVP‑SVAR模型的分析,本文利用RCEP成员国的股市指数，并利用机器学习中相对较新的核PCA方法改进了股市吸收率指数（核PCA吸收比，KAR指数），该指数可以描述各国股指的联动和变化特征。进一步，我们研究了人民币国际化深化对RCEP成员国股市联动程度的影响。研究发现，反映联动水平的KAR指数急剧上升往往表明RCEP国家股市即将大幅下跌。KAR指数急剧下跌后，通常对应股市的大幅上涨。人民币国际化对RCEP国家股市的联动具有显著影响。人民币国际化程度越高，中国与RCEP成员国之间的协调性越低，反映出人民币在被国际市场接受的过程中起到了“稳定器”的作用。短期内，当人民币国际化程度下降时，中国与RCEP国家股市之间的协同性将增加，系统性风险将收敛且影响将持续。本文的研究结果对跨国股市系统性风险管理和跨国投资组合风险对冲具有重要意义。
P02371,The application of Bayesian inference under SAFE model,SAFE模型中贝叶斯推断的应用,
P02764,Molecular property prediction based on graph structure learning,基于图结构学习的分子属性预测,动机：分子属性预测（MPP）是计算机辅助药物发现过程中一项基础但具有挑战性的任务。近期越来越多的工作采用不同的基于图的模型进行 MPP，在提高预测性能方面取得了相当大的进展。然而，当前的模型通常忽略分子之间的关系，这也可能对 MPP 有所帮助。结果：为此，在本文中，我们提出了一种基于图结构学习（GSL）的 MPP 方法，称为 GSL-MPP。具体来说，我们首先在分子图上应用图神经网络（GNN）来提取分子表示。然后，利用分子指纹，我们构建分子相似性图（MSG）。接下来，我们在 MSG 上进行 GSL，即分子级 GSL，以获得最终的分子嵌入，这是融合 GNN 编码的分子表示和分子之间关系的结果。也就是说，结合分子内和分子间信息。最后，我们使用这些分子嵌入来执行 MPP。在 10 个不同的基准数据集上的大量实验表明，我们的方法在大多数情况下都能达到最先进的性能，特别是在分类任务上。进一步的可视化研究也证明了我们方法的良好分子表示。
P02817,Investigation of the Application of Machine Learning Algorithms in Credit Risk Assessment of Medium and Micro Enterprises,中小微企业信贷风险评估中机器学习算法应用研究,中小微企业依靠小额融资和回报来确保长期顺利的运作。由于规划不当和回收问题，基于信贷的投资和借贷有时会导致经济衰退。本文分析了此类企业中信贷风险的不利影响并提出了解决方案。本文介绍了一种使用线性学习分析（LLA）的一致性评估方法（CAM），以解决信贷投资和借贷中的常见问题。该方法识别出在不同财政季度造成间接费用的不可回收和长期投资。识别此类投资/借贷有助于了解不断变化的市场波动下的信贷风险。学习提供了两种线性分析：信贷增量和金融发展。这些分析按季度进行，连续考虑投资及其在预期期间后的回报。利用线性学习分析投资与信贷之间基于波动和不可回收实例的不一致财务变化。这种识别有助于在不同季度对财务改善或风险进行分类，以便进行更好的财务修正。因此，对于数据源所考虑的行业，该方法实现了14.65%的高风险检测和5.56%的财务修正。
P02888,Cross-contextual Sequential Optimization via Deep Reinforcement Learning for Algorithmic Trading,基于深度强化学习的算法交易跨语境序列优化,高频算法交易一直受到学术界和工业界的持续关注，被正式建模为一个近实时的序列决策问题。与传统方法相比，深度强化学习（DRL）方法被视为一个有前景的方向，因为它们在追求最大累积回报方面显示出巨大潜力。然而，从波动市场收集的金融数据变化迅速，使得掌握有效决策的关键因素变得极其困难。现有的工作主要集中在捕捉时间关系上，而忽略了跨特征提取关键因素。因此，我们提出了一种基于 DRL 的跨语境序列优化（CCSO）方法用于算法交易。特别是，我们在第一阶段采用卷积模块通过序列间聚合来提取潜在因子，并在第二阶段应用精心设计的自注意力模块，通过聚合时间序列内细节来捕捉市场动态。利用两级提取器作为编码器，基于 RNN 的决策者作为解码器，我们建立了一个编码器-解码器模块作为策略网络，进行强大的特征分析并提出行动方案。然后，我们设计了一种基于动态规划的学习方法来解决强化学习中复杂网络更新的挑战，从而显著提高了学习的稳定性和效率。据我们所知，这是第一项通过在 DRL 框架中对交易数据的时间和特征进行联合表示来解决序列优化问题的工作。大量的实验表明，与各种广泛使用的指标下的其他最先进的算法交易方法相比，我们的方法具
P02890,LSR-IGRU: Stock Trend Prediction Based on Long Short-Term Relationships and Improved GRU,LSR-IGRU：基于长短期关系和改进GRU的股票趋势预测,股票价格预测是金融领域的一个具有挑战性的问题，并受到广泛关注。近年来，随着深度学习和图神经网络等技术的快速发展，更多的研究方法开始关注探索股票之间的相互关系。然而，现有方法大多只关注股票的短期动态关系，并直接将关系信息与时间信息整合。它们往往忽略了股票市场复杂的非线性动态特征和股票之间潜在的潜在高阶相互作用关系。因此，本文提出了一种基于长短期股票关系和改进GRU输入的股票价格趋势预测模型LSR-IGRU。首先，我们构建了股票之间的长短期关系矩阵，其中首次采用二级行业信息来捕捉股票的长期关系，并利用隔夜价格信息来建立短期关系。接下来，我们在每一步改进GRU模型的输入，使模型能够更有效地整合时间信息和长短期关系信息，从而显著提高了预测股票趋势变化的准确性。最后，通过对中国和美国股票市场的多个数据集进行大量实验，我们验证了所提出的LSR-IGRU模型相对于当前最先进的基线模型的优越性。我们还将所提出的模型应用于一家金融公司的算法交易系统，与其他基线方法相比，实现了显著更高的累计投资组合回报。我们的源代码已在 https://github.com/ZP1481616577/Baselines_
P02891,Research on Deep Reinforcement Learning Futures Investment Model Based on Long Short Term Memory Networks,基于长短期记忆网络的深度强化学习期货投资模型研究,本文构建了一种基于深度强化学习的期货交易模型，通过深度学习预测价格，并通过强化学习制定交易策略。该模型可以根据环境条件输出最佳交易动作，模拟投资者的买入、卖出和持有行为。测试数据验证了该模型在期货交易中的可行性和鲁棒性，展示了其提高交易收益和指导未来量化交易研究的潜力。
P03198,Comprehensive financial health assessment using Advanced machine learning techniques: Evidence based on private companies listed on ChiNext,基于先进机器学习技术的综合金融健康评估：基于创业板私营公司的证据,本研究旨在为评估创业板私营企业的财务健康(FH)开发一个具体且可衡量的框架，以识别财务稳健的企业并帮助投资者避免因财务欺诈或盈余管理造成的损失。该研究提出并测试了与关键财务指标相关的四个假设以及一个关于模型性能的总括性假设。通过使用梯度提升机和随机森林，模型通过迭代学习实现了高精度和抗过拟合的鲁棒性。该框架将四对财务指标和两个非财务指标纳入四个分类器中，在预测财务稳健性方面显著优于Altman Z-score模型。在2022年上海和深圳证券监管委员会特别处理的75家私营公司中，72家被正确识别为亚健康或不健康，准确率达到96%。本研究通过使用2022年数据验证模型，展示了具有时效性的实用价值，并强调了其在跨市场应用中的相关性。结果为企业管理者和政策制定者在财务决策和风险管理方面提供了可行的解决方案。
P03313,Climate Information Disclosure and Company Financial Performance: Role of The TCFD Framework in China,气候信息披露与公司财务绩效：TCFD框架在中国的作用,鉴于利益相关者对企业运营缓解气候影响的责任透明度的要求提高，本研究调查了利用气候相关财务披露工作组（TCFD）框架的中国企业能否通过气候信息披露提高其财务绩效。文章考察了气候信息披露的各个方面如何影响企业财务绩效。研究还考察了企业内部的信号传递或合法性激励是否影响这种关系。研究对2018年至2021年期间使用TCFD框架的14家中国公司和35家采掘业公司的报告进行了内容分析作为替代样本。研究结果未确立TCFD框架下的气候信息披露与企业财务绩效之间存在统计学上的显著关系。然而，气候风险管理披露是采掘业样本中公司绩效的重要决定因素。这一结果表明企业披露的后果是多方面的，满足利益相关者的合法性要求可能不会直接带来经济利益。这项研究是首次评估气候信息披露与财务绩效之间关系的尝试之一。它为政策制定者和企业管理者提供了关于将气候披露与企业财务绩效联系起来的潜在局限性和复杂性的见解。
P03331,Surface Roughness Analysis of Lowcost Metal Material Extrusion Fabricated Parts and Prediction by Machine Learning Methods,低成本金属材料挤出成型件的表面粗糙度分析及机器学习预测,增材制造（AM），也称为3D打印（3DP），是一种广泛使用的逐层制造工艺，在研究和工业中都在迅速发展。在所有AM方法中，材料挤出（ME）是最受欢迎的技术之一。基于ME，开发了另一种新的AM方法，即低成本金属材料挤出（LCMME）。在这种新开发的工艺中，可以在烧结金属注入的增材制造零件后制造纯金属零件。AM和烧结工艺参数都会影响最终纯金属零件的质量。在本研究中，使用了几种统计方法来分析从实验中获得的数据。然后使用两种机器学习（ML）算法来预测最终试样的表面粗糙度（SR）。此外，结果表明，神经网络（NN）在预测上比支持向量回归（SVR）更准确。
