序号,英文标题,中文标题,中文摘要
P01043,Cascade effects of plant diversity on soil multifunctionality in antimony-arsenic contaminated sites: The pivotal role of microbial network complexity,锑砷污染地区植物多样性对土壤多功能性的级联效应：微生物网络复杂性的关键作用,虽然土壤微生物被广泛认为是维持生态系统功能必不可少的，但在金属矿区植被恢复过程中，细菌和真菌演替对功能的具体贡献仍然知之甚少。先前的研究主要强调单变量多样性，往往忽略了生态系统过程是由微生物类群之间复杂的相互作用驱动的。在这里，我们在一个锑砷污染地点建立了不同组成的本土植物群落（草本单作、草本混作、灌木-草本混作和乔-灌-草本混作），以人工模拟演替阶段，并评估了两个深度（0–10 和 10–30 厘米）下土壤多功能性、微生物多样性和网络复杂性之间的关系。这些功能包括与营养状况、碳-氮-磷循环和土壤结构稳定性有关的 17 个变量。结果表明，增加植物多样性提高了植被生产力，加速了植物修复效率，并改善了土壤多功能性，且这种积极作用在不同深度表现一致。细菌α多样性以及细菌-真菌网络拓扑和复杂性随植物多样性增加而增加，而真菌群落表现出较慢的演替和更稳定的组成。土壤多功能性与细菌多样性及网络复杂性均呈正相关，但网络复杂性具有更多的正相关关系，且解释的方差比多样性更大。在考虑了植物多样性、土壤深度和跨界微生物多样性等混杂驱动因素后，这些关系仍然稳健。这种持续性揭示了网络复杂性在维持土壤多功能性方面的
P01406,Cadmium adsorption-desorption synergy drives spatial heterogeneity of grain cadmium enrichment in a subtropical limestone paddy region,亚热带石灰岩水稻区镉吸附-解吸协同作用驱动籽粒镉富集的空间异质性,传统风险评价方法经常忽视镉在固液界面的动态吸附-解吸过程，未能充分利用易测土壤指标的综合预测潜力。本研究整合了文献、田间实验和区域调查数据，建立了亚热带水稻土Cd吸附-解吸数据库，并引入一种基于机器学习的方法来推断土壤Cd吸附-解吸能力（一种由易获取的土壤性质预测的、作为替代指标的Cd滞留-释放潜力综合指标），将其与土壤全Cd结合，评估区域水稻籽粒Cd富集的空间异质性。随后，将吸附-解吸能力的应用聚焦于一个典型的以石灰岩为主、土壤-水稻Cd关系复杂的地区。对336个土壤-水稻对的分析表明，水稻籽粒Cd含量保持较低水平（中位数0.04 mg kg-1），而土壤全Cd显示出显著的积累（中位数0.82 mg kg-1），突显了两者之间存在明显的空间解耦现象。土壤Cd吸附能力与水稻Cd呈负相关，而解吸能力则呈正相关。应用多尺度地理加权回归（MGWR）分析，获得了较高的拟合优度（R2 = 0.73），证实了在MGWR框架下，吸附-解吸能力结合土壤全Cd可以有效预测水稻Cd的空间异质性。MGWR分析进一步揭示了多尺度的影响模式：解吸能力的调节作用大约是吸附能力的两倍。研究区74.7%区域的水稻Cd
P01425,Cross-regional assessment of heavy metal contamination and Cd exceedance risk in specialty vegetable-producing soils across China,中国特菜产地土壤重金属污染与镉超标风险的跨区域评估,特色蔬菜产区土壤重金属污染日益受到关注，但在统一框架下的跨区域证据仍然有限。本研究从中国六个农业区域的七个蔬菜生产系统中采集了348份土壤样品，旨在表征砷、镉、铬、汞和铅的分布，评估污染和生态风险，并识别与镉超标相关的关键因素。重金属污染在不同农业区域和蔬菜生产系统均表现出显著的空间异质性。镉的超标率最高（12.93%），其次是铬（4.30%）、砷（2.59%）、铅（0.57%）和汞（0.00%），且在地累积指数、污染指数和超标评估中始终是主要污染物。平均潜在生态风险指数（RI）为173.04，表明整体生态风险中等，其中汞和镉对综合风险贡献最大。相关性和排序分析确定全氮（TN）、有机质（OM）、全磷（TP）和pH值是与重金属分布相关的关键土壤性质。XGBoost在镉超标筛选中表现最佳，SHAP分析确定OM和pH值是最具影响力的预测因子。高镉超标概率主要集中在西南地区，中南地区的部分区域也是热点区。这些结果表明，特色蔬菜产区土壤重金属污染具有显著的区域和生产系统差异，支持在风险筛选和监测中优先考虑镉。
P01647,Estimation of spatial distribution of heavy metals in soils of mining areas based on ensemble learning and multi-source environmental variables: Application of LGGWR model,基于集成学习和多源环境变量的矿区土壤重金属空间分布估算：LGGWR模型的应用,准确预测矿区流域土壤重金属浓度对环境管理至关重要。传统机器学习模型无法完全捕捉土壤污染的空间异质性。本研究提出了一种新的轻量级梯度提升机-地理加权回归（LGGWR）模型，该模型结合了轻量级梯度提升机（LightGBM）和地理加权回归（GWR）。该模型使用了七个环境协变量，并结合了土壤风险指数（RFSI）技术来预测重金属浓度。LGGWR通过考虑空间异异质性和非线性关系提高了预测精度。结果显示，交叉验证后，五种重金属（铅Pb、锌Zn、铜Cu、镍Ni和镉Cd）的决定系数（R²）分别为0.84、0.71、0.76、0.86和0.84。与随机森林（RF）、极端梯度提升（XGBoost）、普通克里金（OK）、GWR和LightGBM模型相比，LGGWR将R²提高了30.95%-42.09%。本研究在中国甘肃白银矿区进行，使用了来自矿山和农业用地的227个样本以及14个对照样本。本研究为环境管理和针对性土壤修复策略提供了基础数据来源。
P01649,Machine learning-assisted laser-induced breakdown spectroscopy method for the detection of Pb and Cr in soils from different regions,机器学习辅助激光诱导击穿光谱法检测不同地区土壤中的铅和铬,激光诱导击穿光谱(LIBS)是一种先进的元素分析技术，能够对多种土壤元素进行快速、原位和同步检测，从而支持环境监测和数据驱动的农业管理。铬和铅等重金属在土壤中通常以痕量水平存在，由于土壤成分复杂且区域间基质变化显著，LIBS对其进行准确检测是一项具有挑战性的工作。本研究开发了一种机器学习辅助的LIBS方法，以实现对不同土壤中Pb和Cr的高灵敏度和准确检测。在优化了基于压片测量的仪器参数后，Cr和Pb的检出限分别达到9.08 mg/kg和4.15 mg/kg。为了减轻土壤基质变化对LIBS检测精度的影响，采用竞争性自适应重加权采样(CARS)和卷积神经网络(CNN)算法进行特征波长选择和建模。与信号-浓度校准模型相比，CARS-CNN模型对Cr和Pb表现出更高的检测精度，Rv2值大于0.99，并将检测误差降低了5倍以上。最后，利用来自中国11个省份的51个真实土壤样品进行了外部验证，Cr和Pb的R²值分别为0.773和0.877，相对均方根误差分别为24.36%和29.35%。研究结果表明，该机器学习辅助LIBS方法对跨区域土壤中的重金属具有高灵敏度和稳健的检测性能。
P01650,"Risk identification and tracing of heavy metals in rice fields: An integrated framework of machine learning, Google Earth Engine, geochemical modeling, and pollution fingerprinting for regional-scale risk assessment",水稻田重金属风险识别与示踪：一种集成机器学习、Google Earth Engine、地球化学模拟和污染指纹的区域风险评估框架,稻米中的重金属因健康危害而引起了公众关注。为了在区域范围内有效识别和示踪水稻田中的重金属风险，本研究创新性地整合了机器学习、Google Earth Engine (GEE)、地球化学模拟和污染指纹分析，旨在提高重金属风险评估中的目标田块识别、形态预测和源解析精度。GEE结合随机森林(RF)模型准确识别了水稻田（总体精度0.98），便于进行风险评估分区。结合RF模型的多表面形态模型(MSM)进一步识别了水稻田中重金属的形态分布、生物有效性和淋失风险，并模拟了重金属随土壤pH变化的吸附-解吸行为。富里酸(FA)可促进水稻对重金属的吸收，而土壤中的溶解有机质(DOM)则有助于重金属（尤其是Pb和Cu）的淋失潜力。PMF-RF整合方法识别出重金属主要来源于成土母质、肥料施用、交通污染和工业废气，相对贡献率分别为27.8%、24.5%、26.2%和21.5%。本研究提出的风险识别和示踪综合框架可为区域农业污染管理提供参考。
P01651,A machine learning framework bridging heavy metal contamination and human health risks in agricultural soils of the Yangtze River Delta (2001–2030),长江三角洲农田土壤重金属污染与人体健康风险的机器学习框架 (2001–2030),"土壤重金属污染已成为一个关键的全球环境问题，可能对人体健康构成风险，特别是在经济快速发展的地区。本研究建立了一个结合多源环境数据和机器学习方法的综合评估框架，以评估长江三角洲地区8种重金属在20年期间（2001-2020）的时空演变和健康风险。在重金属中，铜、铬、镍和锌的浓度总体呈下降趋势，而铅、砷和汞呈现波动趋势。镉 emerged as a primary pollutant, with soil concentrations showing a marked increase from 2001 to 2020. 特征重要性分析确定工业（23.39%）、交通（21.08%）和农业活动（19.79%）是土壤镉积累的主要贡献者。通过构建和比较九个机器学习模型，我们确定优化的极限梯度提升（XGB）模型在预测镉浓度方面提供了最佳性能。它成功预测了2024年的土壤镉浓度，这与随后的实地测量结果非常吻合。结合XGB模型和蒙特卡洛模拟的健康风险评估显示，未来五年儿童面临镉的致癌风险增加，主要风险源从交通（51.3%）转向农业活动（38.5%）。路径分析证实了交通（路径系数=0.55）和农业源（"
P01652,An integrated framework coupling process driven model and machine learning to simulate soil heavy metal(loid)s accumulation and predict regional risk,An integrated framework coupling process driven model and machine learning to simulate soil heavy metal(loid)s accumulation and predict regional risk,现有的区域尺度土壤重金属累积评估方法在持续链接时空输入输出过程以及在无需广泛环境监测数据的情况下准确量化通量的能力方面仍然有限。为了解决这些限制，我们开发了一个综合建模框架，该框架耦合了自下而上的多源排放清单、AERMOD大气扩散模型和基于HYDRUS的水溶质输运模块，并进一步扩展了既有的经验方法来量化输出过程，从而实现对土壤重金属动态的长期、空间明确模拟，并引入了一个机器学习模块来校准过程推导的净重金属通量。该框架应用于中国东部沿海浙江省的一个工业集聚区。结果表明，随着工业化和城市化的快速发展，大气沉降输入稳步增加，而农业投入有所下降，高沉降区集中在距离点源10公里范围内。输出过程的模拟表明，淋溶和土壤侵蚀是重金属流失的主要途径，而随着不透水地面的增加，径流通量逐渐增加。预测显示，50年后土壤环境承载力将显著下降，超载区大幅扩展，特别是As(30.82%)、Cu(31.04%)、Cd(19.96%)、Pb(28.48%)和Hg(32.66%)。由于高生态毒性，林地的风险主要由As和Cu主导，而由于受体敏感性和密集的人类活动，耕地和居住用地的承载力急剧下降。该框架为追溯排放源、阐明输运
P01653,"Unveiling the fate of heavy metals along the soil–rice–human pathway: Source–sink quantification, rhizospheric processes, and health implications",揭示土壤-水稻-人体途径中重金属的归趋：源-汇量化、根际过程及健康影响,快速的工业和农业集约化导致多源重金属输入农田，加剧了对土壤-作物系统安全和人类健康的风险。有限的源汇通量数据和不准确的暴露估计阻碍了对土壤-作物-人体系统中重金属污染的精确评估。本研究考察了快速工业和农业集约化对农田重金属污染的影响，重点关注镉对人体健康的风险。结合重金属通量监测、镉生物可及性、社会经济和地理数据以及健康风险模型，我们在一个典型的人口密集、受人类活动影响的流域评估了膳食镉暴露。土壤呈弱碱性（平均 pH 7.75）且存在镉污染，15.5% 的土壤样本超过了中国的风险阈值。镉同位素分析和通量数据识别出大气沉降和作物收获是主要的镉源和汇，分别贡献了 81% 和 64%，土壤镉的年净积累量为 -0.44 μg/kg。机器学习 识别出水稻镉生物富集因子、土壤 pH、有机质 (SOM) 和阳离子交换量 (CEC) 是非致癌风险和致癌风险的关键预测因子。人口密度、距离主干河流的距离、增强植被指数和大气沉积物对致癌风险也有不可忽视的贡献。两阶段回归证实，土壤 pH、CEC 和 SOM 调节 CdB，而根表铁膜中的铁、磷、钾含量通过氧化还原敏感途径控制镉的吸收。这项研究通过将源解析、根际
P01666,Spatial variability of soil geochemical elements using a novel ecological factor-incorporated interpretable machine learning model in China's coastal saline-alkali farmlands,中国滨海盐碱农田中结合新型生态因子的可解释机器学习模型的土壤地球化学元素空间变异研究,"农田土壤地球化学元素的快速监测对于沿海农业的可持续发展至关重要。传统环境因子在区域尺度上相对均一，导致检测地球化学变化的敏感度和准确性较低。我们开发了新型生态因子（生态质量和土壤侵蚀）结合树结构帕金估计器梯度提升（TPE-XGBoost）模型，以预测中国滨海盐碱地中SGEs（即Co, Mn, Sr, V, Zr）的空间变异性。TPE优化的结果显示，关键超参数（包括lambda, gamma, colsample_bynode和colsample_bytree）显著影响XGBoost模型的性能，且在使用生态因子时，所有五种地球化学元素的预测精度（R2）均超过0.6。Co、V和Zr的高浓度主要分布在东南部，而Sr分布在该区域之外。Mn主要集中在黄河附近。Shapley加性解释（SHAP）分析表明，气候和生态因子是SGEs空间变异的最强驱动力。结构方程模型（SEM）结果显示了间接路径：生态质量影响温度和降水，而土壤侵蚀影响温度，这两者都显著影响地球化学元素（Co, Sr, V, Zr）的浓度。此外，生态和气候因子的协同效应促进了作物对地球化学元素的吸收或分解，从而改变了土壤中地球化学元素的浓"
P01955,Aridity Modulates Warming Impacts on Microbial Carbon Use Efficiency,干旱度调节变暖对微生物碳利用效率的影响,微生物碳利用效率 (CUE) 调节有机碳在微生物生物量和 CO2 排放之间的分配，但其对气候变暖的响应仍然知之甚少，特别是在弃耕地等自然再生生态系统中。我们在中国跨越干旱到湿润气候带的 12 个弃耕地进行了为期 3 年的实地变暖实验 (+1.6 °C)。通过 18O−H2O 方法和分子表征，我们发现变暖显著降低了湿润地区 (干旱指数 >0.65) 的微生物 CUE，但在干旱地区 (干旱指数 <0.65) 影响不大。在湿润地区，变暖引起的 CUE 降低是由真菌生物量 (特别是致病腐生真菌) 的增加以及溶解性有机碳 (DOC) 组成向更多芳香和难降解化合物转变所驱动的。此外，变暖下 CUE 的变化与 DOC 的变化呈显著正相关，而与土壤有机碳 (SOC) 的变化无关，这表明存在时间不同步性，并强调了在评估变暖对 SOC 的影响时考虑活性碳池的必要性。我们的研究结果揭示了一种气候依赖性的微生物机制，可能会削弱未来变暖下湿润弃耕地的碳固存潜力，强调了区域性土壤碳管理策略的重要性。
P02037,Identification of key areas for soil conservation service and driving factors under ecological restoration projects in South China Karst,南方喀斯特地区生态修复工程下土壤保持服务关键区识别及驱动因素,
P02204,Characterizing surface soil heavy metal contamination and source attribution in the Qinghai Lake Basin,青海湖流域表层土壤重金属污染特征及源解析,青海湖流域的主要土壤类型为草甸土和灰钙土。本研究旨在阐明该区域表层土壤重金属的特征、空间分布及来源。我们在流域内不同的沉积景观中采集了227个表层土壤样品，并对As、Ba、Co、Cr、Cu、Mn、Nb、Ni、Pb、V、Zn和Zr等12种重金属进行了分析。采用富集因子（EF）、地累积指数（Igeo）、内梅罗指数（PN）和绝对主成分得分-多元线性回归（APCS-MLR）模型定量评估污染水平并确定这些金属的潜在来源。研究结果表明：1. 青海湖流域重金属含量总体与地壳（UCC）相似。但与可可西里自然保护区相比，Ba、Cr、Mn、Zn和Zr的浓度显著较高，暗示可能存在点源污染。2. EF、Igeo和PN分析表明Cr呈中等富集，可能指向局地污染源。所有Igeo值均低于零，表明流域内未存在广泛的重金属污染。PN值强调了极端值在环境评估中的影响。3. APCS-MLR分析确定了自然因素和交通运输是表层土壤重金属污染的主要来源，并详细说明了受每种源影响的特定金属。4. 建议在关键区域建立长期监测并加强生态管理以防止潜在污染。未来研究应解决高寒生态系统中的重金属-微塑料复合污染问题。总体而言，目前的土壤污
P02206,"Integrating multi-spectral remote sensing and machine learning for quantifying and mapping heavy metal contamination in the Tarim River Basin, China",多光谱遥感与机器学习相结合量化并绘制中国塔里木盆地重金属污染,随着经济发展，干旱内陆盆地的重金属污染日益加剧，对生态环境和公共健康构成长期风险。传统监测受限于景观异质性和有限的实地数据，阻碍了流域尺度的时空分析。本研究整合了多光谱哨兵2A影像、随机森林回归和协调的地面观测数据，量化并绘制了中国塔里木盆地土壤和水体中砷、镉、铜、铅和锌的分布，并利用美国环保局模型评估了相关的健康风险。实地数据显示土壤重金属总含量平均为 118.71 mg kg⁻¹，河流重金属总含量平均为 3.89 μg L⁻¹，其中镉和砷超过背景水平。随机森林模型初步揭示了空间分布模式（土壤 R² = 0.741 - 0.999，RMSE = 0.12–0.38 mg kg⁻¹；水体 RMSE = 0.21 - 0.57 μg L⁻¹）。空间模式显示阿克苏地区存在砷和镉的热点，中部和东南部子盆地富集铜和铅，东部以锌为主。皮尔逊相关和主成分分析将铅-铜-锌主要归因于自然源，砷-镉归因于农业，河流金属归因于大气沉降和水文作用。口服摄入是主要暴露途径；约10%的土壤样品超过了儿童的非致癌危害指数，而砷和镉构成了大于 1×10⁻⁴ 的致癌风险。和田、喀什和阿克苏的地质累积指数（I_geo 
P02334,Optimization in machine learning: application to soil organic carbon distribution prediction in China,优化机器学习：应用于中国土壤有机碳分布预测,背景。准确预测土壤有机碳（SOC）并量化其影响因素对全球生态可持续发展至关重要。目的。本研究基于191个土壤样本（100个来自喀斯特地区，91个来自非喀斯特地区），使用机器学习方法——随机森林、支持向量机（SVM）和深度神经网络——开发了SOC预测模型。应用变量选择和超参数优化来提高模型性能并阐明不同环境因素对SOC的影响机制。方法。采用粒子群优化（PSO）算法进行超参数调整以选择最佳模型参数，并测试不同的变量组合以增强模型性能。使用平均绝对误差（MAE）、均方根误差（RMSE）和决定系数（R2）评估模型精度。进一步应用SHAP方法分析喀斯特和非喀斯特地区环境变量对SOC的差异贡献。关键结果。超参数调整和变量选择显著提高了预测精度。当使用包含海拔、坡度、坡向余弦、坡向正弦、平均曲率、全氮、土层深度和pH的变量组合时，超参数优化的SVM模型实现了最佳性能（R2 = 0.7533，MAE = 5.8018，RMSE = 12.3503）。然而，统一建模框架未能充分捕捉喀斯特和非喀斯特地区环境因素对SOC的差异影响。SHAP分析显示，非喀斯特地区的主导因素是海拔、土层深度和坡度，而在喀斯特地
P02685,"Heavy Metal Contamination and Health Risks in Soil and Vegetables Near a Pyrite Mine in Tongling, Anhui Province, China",中国安徽铜陵黄铁矿附近土壤和蔬菜中的重金属污染与健康风险,蔬菜中重金属的积累已成为影响居民健康的关键因素。本研究采集了中国铜陵黄铁矿周边的土壤和蔬菜样品，以调查重金属的污染特征。测量了多种元素以评估污染风险。结果表明，土壤中Cr、Ni、Cu、Zn、Pb和Cd的浓度分别为80.84、22.39、149.75、234.21、135.70和3.86 mg kg−1。Cd对综合污染指数的贡献最大，其次是Cu、Pb和Zn。在蔬菜方面，Cd污染在茄子和青大豆样品中最为明显；土豆和萝卜样品中没有重金属水平超过污染物限值。本研究揭示了土壤和蔬菜之间重金属关系的复杂性；在我们的案例中，未观察到蔬菜中的重金属与土壤之间存在显著相关性。基于蔬菜摄入量的健康风险评估和敏感性分析表明，在所考虑的污染物中，蔬菜中的Cd对当地人的健康影响最为显著：它对成人和儿童具有致癌风险，对儿童具有非致癌风险。由于该矿区周边土壤和蔬菜中的重金属污染威胁到生态环境和居民健康，因此必须采取缓解措施。
