序号,英文标题,中文标题,中文摘要
P01567,Factors Influencing Heavy Metal Availability and Risk Assessment of Soils at Typical Metal Mines in Eastern China,中国东部典型金属矿区土壤重金属有效性影响因素及风险评估,采矿活动产生的土壤重金属污染在中国具有严重性和广泛性。本研究在中国东部收集了来自58个金属矿山的420个土壤样品。测定并收集了重金属总量和有效态含量、土壤理化性质及地质指标。进行了风险评估，并进行了连续多元统计分析以深入了解重金属污染特征及其有效性的环境驱动因素。结果表明，虽然不同矿山类型的污染程度不同，但总体上它们在不同区域具有相似的污染特征。在中国南方和东北地区，总量的主要污染物是Cd和As。南方地区Zn和Cd的有效性相对较高。土壤理化性质对重金属有效性有主要影响，其中土壤pH是最重要的因素。在大陆尺度上，土壤pH和EC受当地气候模式影响，进而影响重金属有效性。本研究表明，未来的修复策略应侧重于稳定提高土壤pH，并建立适应性和可持续的生态系统，以维持矿山土壤中较低的金属有效性。
P01751,An integrated approach to quantifying ecological and human health risks from different sources of soil heavy metals,不同来源土壤重金属生态与人体健康风险量化的综合方法,土壤中的重金属（HM）对生态系统和人体健康造成不利影响。量化来自不同源的生态风险和人体健康风险（HHR）可以确定优先源并有助于缓解风险。本研究利用地质统计学和正定矩阵因子分解模型（PMF）识别和量化土壤重金属的来源；并结合潜在生态风险指数（RI）和HHR评估模型与PMF模型，定量计算了林地、建设用地和农用地不同来源的生态风险和HHR。以揭东区为例，定量解析了四个来源：农业实践（23.08%）、工业活动（29.10%）、自然源（22.87%）和交通排放（24.95%）。对于生态风险，工业活动是最大的贡献者，在建设用地、林地和农用地中分别约占49.71%、48.11%和47.15%。对于非致癌风险，林地和农用地的最大来源是农业实践，而建设用地的最大来源是工业活动。关于致癌风险，无论何种土地利用方式，农业实践都是最大来源。此外，儿童的健康风险（包括非致癌和致癌风险）高于成人，且儿童和成人的健康风险趋势相似。这种综合方法对于评估不同土地利用下源自污染源的生态风险和HHR非常有用，从而为减少污染和保护人体健康提供了有价值的建议。
P01753,Spatial Distribution and Source Analysis of Heavy Metals in Soils Influenced by Industrial Enterprise Distribution: Case Study in Jiangsu Province,受工业企业分布影响的土壤重金属空间分布及源分析：以江苏省为例,重金属污染在中国很常见，并受到全球越来越多的关注。本研究调查了中国工业化和城市化对土壤环境质量的影响。采集了江苏省的土壤样品，测量了Cd、Pb、Cr、Cu、Zn、Hg和As的含量，并分析了其空间变异结构、空间分布格局和污染程度。Hg、Cd、Pb、Cr、Cu和As的平均值均高于江苏省的背景值。Cr和As水平代表中度污染，Cu、Zn、Cd和Pb代表轻度污染，Cr和As代表轻微污染，Hg不是污染物。空间分布格局既有地带性又有集中性。重金属的高浓度分布在长江沿线的发达城市和工业园区。土壤重金属污染呈现由南向北递减的趋势，与经济梯度一致。工业化对重金属污染的空间异质性影响最大。Cr、Cu、Zn和As受自然和人为源的双重影响，而Cd和Pb主要受后者影响。Hg主要来源于石化生产等工业活动。工业企业分布与土壤重金属污染之间存在空间一致性，且行业周围土壤中多种元素复合污染的倾向。
P01756,"Tropospheric ozone and cadmium do not have interactive effects on growth, photosynthesis and mineral nutrients of Catalpa ovata seedlings in the urban areas of Northeast China",对流层臭氧与镉对中国东北地区城市灰楸苗木的生长、光合作用及矿物质营养无交互影响,重金属污染和对流层臭氧(O3)污染往往在重工业城市地区共存，对城市植物健康产生不利影响。关于在土壤Cd污染和升高O3暴露组合下，城市树木的生长、生理代谢、镉生物累积和矿物质营养特征知之甚少。在这项研究中，将一年生的行道树灰楸幼苗暴露于镉污染的土壤(0、100、500 mg/kg土壤)中，并置于40 μg/m³ O3(环境空气)和120 μg/m³ O3(升高的O3暴露)条件下处理4周。结果表明，单独添加500 mg/kg土壤Cd降低了灰楸叶片的净光合速率、气孔导度、过氧化物酶活性，并增加了脱落酸含量和氧化损伤。此外，土壤Cd污染降低了叶、茎、根和总生物量，并影响了叶片中Cd、Mg、Fe和Zn的含量(P < 0.01)，但不影响根部Mg、Fe和Zn的含量。O3暴露未影响灰楸的生长、净光合速率、Cd积累和矿物质营养含量。在生长、氧化损伤、光合速率以及植物组织中Cd、Mg、Fe和Zn含量方面，未发现Cd与O3之间存在交互效应(P > 0.05)。研究结果表明，灰楸是中国东北高O3污染的重工业城市地区城市绿化和造林的适宜树种。为了确保重工业地区的造林成功，需要进行长期大规模的研究，以促进对极端
P01759,Impacts of agricultural land use change on soil aggregate stability and physical protection of organic C,农业土地利用变化对土壤团聚体稳定性和有机碳物理保护的影响,土壤团聚体稳定性和土壤有机碳(SOC)物理固存对于调节人为气候变化至关重要。然而，相关的相对认识仍然缺乏。本研究分析了稻麦轮作(RW)、稻菜轮作(RV)和林地(AL)下SOC总储量、团聚体稳定性、物理保护碳的能力、大团聚体结构及铝/铁氧化物。我们选择1-2 mm的大团聚体进行低温灰化(LTA)处理，以模拟自然氧化，从而评估物理保护碳的能力。利用扫描电子显微镜、N吸附法和能谱技术，我们探讨了不同土地利用方式下大团聚体的内部结构。所有土地利用类型均可物理保护超过50%的SOC。AL表现出最强的碳固存能力，其次是RW，它们分别保留了67.1%和59.6%的SOC。经过5小时的LTA处理后，农田(RW和RV)大孔中去除的SOC量高于AL。在进一步氧化的微孔中，AL和RW都仅损失了5%的SOC。铁氧化物与碳动态的相关性高于铝氧化物。游离铁氧化物与易氧化有机质有关。土壤团聚体稳定性与Al/Fe氧化物显著相关(p<0.05)。由于Al/Fe氧化物含量相对较高，RW和AL的土壤团聚体稳定性高于RV。综上所述，RW向RV的转化降低了土壤团聚体的机械稳定性和碳物理固存能力，而RW向AL的转化则提高了这两种
P01764,"Environmental and human health risks from cadmium exposure near an active lead-zinc mine and a copper smelter, China",中国铅锌矿和铜冶炼厂附近镉暴露的环境与人体健康风险,采矿和冶炼作业产生的镉污染引起了日益增长的环境健康问题。本研究在某活性铅锌矿和铜冶炼厂附近采集了土壤、地表水、饮用水、大米、蔬菜以及生物标志物（头发和尿液）样本。旨在确定有色金属采矿和冶炼活动如何影响当地居民的健康。研究发现，大多数土壤和大米样品中的镉浓度超过了中国的国家限值。大米和蔬菜的膳食摄入是当地居民镉暴露的两个主要途径，占每日总摄入量的97%以上。过量的镉日摄入量导致当地居民（特别是生活在矿区周围的儿童）面临潜在的非致癌风险。矿区头发和尿液的平均镉浓度分别为$0.098 \pm 0.10$ mg kg-1和$5.7 \pm 3.1 \mu g L^{-1}$，而冶炼区分别为$0.30 \pm 0.21$ mg kg-1和$5.5 \pm 3.5 \mu g L^{-1}$。头发镉浓度与大米摄入危害商数（HQ）之间显著的正相关关系表明，大米污染对当地居民产生了最关键的不利影响。由于环境镉污染水平较高，冶炼区居民的镉暴露程度远高于矿区居民。结果表明，有色金属采矿和冶炼不应与农业活动共存。应制定并实施有效的污染缓解策略和环境修复措施，以改善当地居民的健康。
P01767,Impact of biochar on greenhouse gas emissions and soil carbon sequestration in corn grown under drip irrigation with mulching,滴灌覆膜条件下生物炭对玉米温室气体排放与土壤固碳的影响,生物炭被广泛用作土壤改良剂，通过抑制温室气体产生和增加农田土壤碳汇来应对气候变化，但在滴灌覆膜条件下的效果尚不明确。本研究在内蒙古进行了为期两年的田间试验，探究了玉米秸秆源生物炭对温室气体（GHG）、土壤有机碳（SOC）和全球增温潜势（GWP）的影响。试验设置了0 (B0)、15 (B15)、30 (B30) 和 45 (B45) t ha-1 四个生物炭施用量水平，将其撒施于地表并在第一个生长季混入30 cm土层中，种植覆膜滴灌玉米。采用密闭静态箱法测量了土壤CO2、N2O和CH4的排放。结果表明，与对照相比，生物炭处理在第一和第二生长季分别使CO2总排放量减少了18~25%和19~41%。第一年CH4排放量最高和最低的分别为B45和B15处理，第二年分别为B45和B30处理。平均两年数据，B15和B30处理较对照分别减少了124%和132%的CH4排放。生物炭使第一年和第二年的总N2O排放量分别减少了71~110%和39~47%。其中，B30处理在两年中均最能限制N2O和CH4的全球增温潜势。B30和B45处理在第一季显著增加了0-15 cm土层的SOC固存量，分别增加19%和37
P01768,"Distribution and mobilization of heavy metals at an acid mine drainage affected region in South China, a post-remediation study",华南酸性矿山排水影响区重金属的分布与迁移：一项修复后研究,大宝山矿区（DMS）是中国南方最大的多金属矿。流经DMS的横石河接收来自尾矿渗滤的酸性矿山废物和处理厂的径流，并汇入翁江。本研究重点关注横石河、地下水、河流沉积物和土壤中As、Cd、Pb和Zn的时空分布和迁移，特别是由于其高毒性且采矿是主要污染源之一，重点关注砷。进行了地球化学分析（重金属、粒度、X射线衍射、有机碳和硫含量），随后进行了地球化学建模（PHREEQC）和统计评估，以确定重金属的物理化学特征、毒性风险和行为。在尾矿库附近，地表水中的重金属浓度是中国农业地表水标准的2-100倍。尽管自废水处理厂启动以来，旱季的水质有所改善，但雨季的重金属浓度仍然很高。地下水中重金属浓度较低，风险很小。沿横石河的土壤受到扰动，没有显示出特定的趋势。沉积物中重金属的潜在生态风险等级为Cd > As > Cu > Pb > Zn，土壤中为Cd > Cu > Pb > As > Zn，表明存在多种金属污染和毒性。在旱季，地表水中As(III)是主要形态，而在雨季，As(V)占主导地位。大多数站点的砷含量超过了中国土壤标准。虽然认为砷在沉积物中具有中等生态风险，在土壤中风险较低，但采矿和土地用途变化等
P01769,"Geochemical behavior and potential health risk of heavy metals in basalt-derived agricultural soil and crops: A case study from Xuyi County, eastern China",玄武岩衍生的农业土壤和作物中重金属的地球化学行为及潜在健康风险：中国东部盱眙县案例研究,玄武岩衍生的农业土壤广泛分布于世界各地，并被广泛用作种植多种作物的介质。玄武岩的风化会将重金属释放到土壤中，并可能通过食物链引起健康风险。然而，在这些农业系统中，重金属的地球化学行为及其对人类健康的潜在风险仍知之甚少。在本研究中，从位于中国东部盱眙县的玄武岩地区采集了玄武岩基岩、配套表土和作物（小麦和水稻）样品。测量了玄武岩-表土-作物系统中重金属的浓度和生物有效性，以确定其在风化和转移过程中的地球化学行为及其对人类健康的潜在风险。结果表明，玄武岩和表土中的Ni、Cr和Zn含量较高。表土和作物籽粒受到Ni的高度污染，且Ni在水稻籽粒中的积累比小麦籽粒更容易。表土中这种高风险金属Ni主要来源于玄武岩基岩，其在表土中的富集与土壤中的Fe氧化物含量显著相关。作物籽粒中Ni的积累主要受土壤pH控制，0.01 M CaCl2提取态Ni是预测作物籽粒中Ni积累的良好指标。风险分析表明，如果居民摄入受重金属污染的水稻籽粒，将面临重大的健康风险。据我们所知，这是第一项调查重金属流动的研究
P01771,A novel extracellular enzyme stoichiometry method to evaluate soil heavy metal contamination: Evidence derived from microbial metabolic limitation,一种评价土壤重金属污染的新型胞外酶化学计量学方法：来自微生物代谢限制的证据,由于重金属在土壤中的持久性和普遍性，其已成为土壤生态系统的重大威胁。土壤微生物代谢在生物地球化学循环和土壤功能中起着至关重要的作用。然而，尽管微生物代谢对重金属污染的响应可能为了解污染条件下土壤生态系统的健康和生态后果提供重要见解，但其机制尚不清楚。本研究利用胞外酶化学计量模型识别了微生物代谢对各种重金属污染物的响应，同时揭示了重金属污染物在土壤生态系统中的潜在影响。结果表明，在中国西北部重金属污染区内，微生物代谢受到土壤碳（C）和磷（P）的限制。重金属胁迫显著增加了微生物的碳限制，同时降低了微生物的磷限制。然而，微生物碳和磷限制对不同重金属（即Cd、Pb、Zn和Cu）的响应是一致的。与其他土壤性质相比，重金属对微生物碳限制的影响最大（即总效应的0.720），重金属浓度最低的土壤显示出最低的微生物碳限制，反之亦然。这些结果表明，微生物代谢限制能够稳健且敏感地反映土壤重金属污染的程度。此外，由重金属污染物引起的微生物碳限制增加，可能会通过促进土壤碳分解以及增加酶产生投资和代谢过程的维持，从而加剧碳的释放。因此，重金属污染对土壤生态系统造成的潜在碳损失可能是广泛且显著的。总的来说，我们的结
P01772,Soil migration of antimony and arsenic facilitated by colloids in lysimeter studies, lysimeter 研究中胶体促进锑和砷在土壤中的迁移,锑和砷在不同土壤中的迁移行为及其影响因素尚未被很好地理解。在本研究中，我们使用 lysimeter 实验调查了来自中国的四种代表性土壤材料中锑与砷的迁移行为。所有的实验过程和管理措施都是为了模拟实际的自然环境条件。结果表明，经过两年的淋溶，土壤表层锑和砷的浓度降低，而深层土壤剖面中的浓度增加。在污染土壤材料中，分别有 28.5%-39.2% 的锑和 0.4%-1.3% 的砷存在于稳定组分中。砷和锑的含量在表层土壤层较高，并随不同土壤剖面的深度降低。在土壤淋出液中，锑主要存在于小于 0.45 μm 的有机胶体中，在春季和夏季达到峰值。相反，砷主要存在于大于 0.45 μm 的无机胶体（如铁和铝氧化物）中。Pearson 相关性结果表明，土壤淋溶液和 0.45 μm 过滤溶液中锑的浓度均与铁和铝呈正相关。结果证实，锑在溶液中与铁和铝结合，而在淋溶过程中砷比锑构成更大的环境风险。这项研究将帮助我们描述和预测土壤环境中的砷和锑污染，为管理受这些污染物污染的土壤提供依据。
P01773,Transfer learning method for plastic pollution evaluation in soil using NIR sensor,利用近红外传感器的土壤塑料污染评价迁移学习方法,塑料碎片在土壤中普遍存在，对环境和生态系统带来严重威胁。广泛调查土壤中的塑料污染水平具有重要意义。本文使用超便携式近红外（NIR）传感器检测土壤中的塑料污染水平。从三个不同地区采集土壤样品，并进行两种程度的人工污染（10-1.5%和0.7-0.15%）。在此，没有为特定土壤区域构建检测模型，而是探索了迁移学习方法以建立能够同时评估不同土壤区域塑料污染水平的分类模型。采用了流形嵌入分布对齐（MEDA）和转移成分分析（TCA）迁移学习算法进行模型构建。校准了支持向量机（SVM）模型用于可迁移性分析和比较。MEDA迁移模型在源土壤区域的平均分类准确率达到97.78%，在目标土壤区域达到79.52%。基于TCA的模型和常规SVM模型的平均准确率彼此相当，且低于MEDA模型。此外，MEDA方法的平均运行时间（0.70秒）远低于基于TCA的方法（21.90秒）和常规SVM模型（41.38秒）。总体而言，结果表明迁移学习方法（特别是MEDA方法）比常规多元分析方法工作更高效。超便携式NIR传感器与MEDA迁移学习算法相结合，为低成本、高效的土壤塑料污染水平现场检测提供了一种有前景的解决方案。
P01775,Health risks of metal(loid)s in maize (Zea mays L.) in an artisanal zinc smelting zone and source fingerprinting by lead isotope,土法炼锌区玉米中金属的健康风险及铅同位素源解析,"工业活动造成的农业土壤金属(类金属)污染已成为一个普遍的环境和食品安全问题。这项研究揭示了中国西南地区受长期历史土法炼锌活动影响的不同居住区玉米和土壤中金属（如铅Pb、锌Zn和镉Cd）的污染、途径和来源贡献。结果表明，土壤受到Pb、Zn和Cd等金属的严重污染，含量分别为40–14,280、150–47,020和1.28–61.7 mg/kg。玉米籽粒中Pb、Cd和Cr的食物摄入危害商数对居民（尤其是儿童）极高。为了追溯金属健康风险的来源，应用了铅同位素指纹分析和二元混合模型。结果表明，人为活动对玉米籽粒中Pb污染的贡献超过80%。研究结果强调了历史土法Pb-Zn冶炼区居民食用玉米的健康风险处于警戒水平。因此，必须采取包括污染源控制和修复措施在内的有效策略，以提高土壤质量并保证历史冶炼区周边的食品安全。"
P01778,Contamination assessment and source apportionment of heavy metals in agricultural soil through the synthesis of PMF and GeogDetector models,结合PMF和GeogDetector模型的农田土壤重金属污染评价及源解析,近几十年来，土壤重金属污染受到全球广泛关注。本研究以杭州为研究区域，提出结合正定矩阵因子分解(PMF)和地理探测器模型对污染源进行定量分析，这是后续土壤污染防治和修复的基础。研究区共采集2150个表层土壤样品。虽然土壤中As、Cd、Cr、Hg和Pb的平均浓度低于中国土壤环境质量标准，但As和Cd的平均含量分别比相应的本地背景值高约1.31倍和1.59倍，表明重金属在表土中富集。农业活动、工业活动和土壤成土母质是土壤重金属污染的主要来源，分别占重金属总积累量的63.4%、19.8%和16.8%。Cr主要来源于成土母质(80.72%)。Cd与农业活动(73.68%，如污水灌溉和施肥)密切相关。汞主要归因于工业活动(92.38%，如煤炭开采和冶炼)。As与农业(57.83%)和自然(35.56%)来源有关，Pb与工业(42.42%)和自然(41.83%)来源有关。这种新综合模型对于估算土壤中重金属的源解析非常有用。
P01779,"Interactions of arsenic, copper, and zinc in soil-plant system: partition, uptake and phytotoxicity",土壤-植物系统中砷、铜和锌的相互作用：分配、吸收及植物毒性,砷、铜和锌是污染土壤中的常见元素，但人们对它们同时存在时对植物的综合效应知之甚少。本研究以小麦为模式生物，系统地研究了As、Cu和Zn的二元及三元混合物在土壤-植物系统中的植物毒性和吸收机制。结合浓度加法(CA)和反应加法(RA)参考模型以及不同的暴露指标（土壤总浓度、土壤溶液中的自由离子活度、植物根内的内部浓度），评估了As-Cu、As-Zn和Cu-Zn二元混合物的相互作用机制。从土壤溶液-固相分配、根吸收和根伸长效应方面估算了土壤中金属的相互作用。通常情况下，另一种金属的存在会抑制一种金属在土壤溶液和固相之间的分配。在吸收方面，根据混合组合和使用的剂量指标，观察到As、Cu和Zn的混合物具有抑制效应或无效应。在毒性方面，根据所选的剂量指标和参考模型，二元混合物表现出简单的（拮抗或协同）或更复杂的（剂量比依赖或剂量水平依赖）相互作用模式。对于三元混合物，无论剂量描述符和参考模型如何，均观察到近乎相加的效应。本研究中观察到的相互作用有助于理解和预测土壤-植物系统中金属混合物的联合毒性。应将混合相互作用和生物有效性纳入监管框架，以准确评估多金属污染场地的风险。
