序号,英文标题,中文标题,中文摘要
P04057,"Heavy Metal Contamination and Health Risk Assessment in the Vicinity of a Tailing Pond in Guangdong, China",广东某尾矿库附近重金属污染及健康风险评估,本研究旨在评估广东南部某尾矿库附近居民的重金属污染状况及健康风险。采集了该区域的尾矿库附近的水体、土壤、水稻和蔬菜样品。结果表明，地表水仅受到 Ni 和 As 的污染，而地下水未受到重金属污染。稻田土壤中 Pb、Zn、Cu、Cd、Ni 和 As 的浓度超过了标准值，但 Cr 未超标。在菜地土壤中，除 Ni 和 As 外，重金属浓度均高于标准值。土壤重金属浓度通常随距污染源距离的增加而降低。叶菜类蔬菜受到 Pb、Cr、Cd 和 Ni 的污染，而非叶菜类蔬菜仅受到 Cr 的污染。叶菜类和非叶菜类蔬菜之间的重金属浓度存在显著差异。几乎所有大米都受到了重金属的污染。饮食是对非致癌风险贡献最显著的因素，显著高于 1 的安全水平。总致癌风险也超出了安全范围（10^-6–10^-4）。结果表明，尾矿库附近的居民存在潜在的健康问题风险。
P04059,Heavy Metal Pollution and Ecological Assessment around the Jinsha Coal-Fired Power Plant (China),金沙火电厂周边重金属污染及生态评估,摘要：重金属污染是一个严重的全球性问题。在本研究中，从中国西南贵州省金沙火电厂（JCFP）周边地区采集了41个土壤样本和32个卷心菜样本。分析了土壤样本和卷心菜样本中的Pb、Cd、Hg、As、Cu和Cr浓度，以研究电厂周围重金属的污染源和风险。结果表明，JCFP电厂导致附近土壤中Pb、Cd、As、Hg、Cu和Cr的污染，尤其是Hg污染。研究区耕地和林地土壤中的Cu和Cr主要来自地壳物质或自然过程。耕地土壤中的Pb、Cd和As部分源于人类活动，但林地土壤中的这些元素主要来自地壳物质或自然过程。耕地和林地土壤中的Hg污染主要由JCFP电厂的粉煤灰引起。研究区种植的卷心菜受到重金属的严重污染，超过90%的卷心菜Pb浓度超过中华人民共和国卫生部和国家标准化管理局规定的允许水平。此外，30%的卷心菜As浓度超过了允许水平。由于森林可以保护土壤免受大气沉降造成的重金属污染，应密切注意研究区土壤中的Hg污染以及蔬菜中Pb、As、Hg和Cr的浓度。
P04060,Heavy Metal Pollution and Ecological Assessment around the Jinsha Coal-Fired Power Plant (China),金沙燃煤电厂周边重金属污染与生态评价,重金属污染是一个全球性的严重问题。本研究在中国西南贵州省金沙燃煤电厂（JCFP）周边区域采集了41个土壤样品和32个卷心菜样品，分析了土壤和卷心菜中Pb、Cd、Hg、As、Cu和Cr的浓度，以研究电厂周边重金属的污染来源及风险。结果表明，JCFP电厂导致周边土壤中Pb、Cd、As、Hg、Cu和Cr的污染，其中Hg污染尤为严重。研究区耕地和林地土壤中的Cu和Cr主要来源于地壳物质或自然过程。耕地土壤中的Pb、Cd和As部分源于人为活动，而林地土壤中的这些元素主要来源于地壳物质或自然过程。耕地和林地土壤中的Hg污染主要由JCFP电厂的飞灰引起。研究区种植的卷心菜受到严重重金属污染，超过90%的卷心菜Pb浓度超过了中国卫生部和国家标准化管理局规定的限值。此外，30%的卷心菜As浓度超标。由于森林可以保护土壤免受大气沉降造成的重金属污染，应密切关注研究区土壤中的Hg污染以及蔬菜中Pb、As、Hg和Cr的浓度。
P04061,Comparison Study on the Estimation of the Spatial Distribution of Regional Soil Metal(loid)s Pollution Based on Kriging Interpolation and BP Neural Network,基于克里金插值和BP神经网络的区域土壤金属污染空间分布估算比较研究,经济快速发展导致的土壤金属污染是一个主要问题。准确估算土壤金属污染的空间分布对污染防治具有重要意义。本研究在昆山市采集了126个表层土壤样品，并以地质累积指数作为污染指标。我们使用了克里金插值和BP神经网络方法来估算研究区域砷和镉污染的空间分布。此外，我们引入了交叉验证方法来衡量这两种插值方法的估算结果误差，并讨论了估算结果中包含的信息的准确性。结论如下：不同方法的数据分布特征、空间变异性和均方误差（MSE）显示出较大差异。BP神经网络模型的估算结果具有较高的准确性，砷和镉的MSE分别为0.0661和0.1743。然而，插值结果显示出显著的偏态分布，且空间自相关性较强。使用克里金插值，砷和镉的MSE分别为0.0804和0.2983，估算结果准确性较差。结合这两种方法可以提高克里金插值的准确性，更全面地代表区域土壤中金属的空间分布特征。该研究可能为土壤金属污染的调控提供科学依据和技术支持。
P04064,"Assessment of Heavy Metal Pollution and Health Risks in the Soil-Plant-Human System in the Yangtze River Delta, China",长江三角洲土壤-植物-人体系统中重金属污染及健康风险评估,由于毒性、来源丰富、不可生物降解及累积特性，重金属（HM）污染已成为全球性严重问题。中国尤其是长江三角洲地区的土壤重金属污染程度显著。本研究从中国长江三角洲南部采集了1822对对应位置的土壤和作物样品，测定了Ni、Cr、Zn、Cd、As、Cu、Hg和Pb的含量。采用土壤单项污染指数（SPI）和内梅罗综合污染指数（NCPI）评估土壤重金属污染程度，采用作物污染指数（CPI）探讨作物中重金属的积累程度，并利用生物累积因子（BAF）研究重金属在土壤-作物系统中的迁移。基于美国环保署发布的模型计算了重金属引起的健康风险。所有元素的SPI均处于未污染水平，平均NCPI处于警戒水平。平均CPI依次为Ni (1.007) > Cr (0.483) > Zn (0.335) > Cd (0.314) > As (0.232) > Cu (0.187) > Hg (0.118) > Pb (0.105)。仅作物中Ni的平均含量超过了国家标准值。土壤中Cu、Hg和Cd的超标率显著高于作物，而作物中Ni、As和Cr的超标率显著高于土壤。儿童的慢性日摄入量（CDI）在三个年龄组中最大，其次是成人和老年人。所有
P04611,"Quantitative Analysis of the Factors Influencing Soil Heavy Metal Lateral Migration in Rainfalls Based on Geographical Detector Software: A Case Study in Huanjiang County, China",基于地理探测器软件的降雨条件下土壤重金属侧向迁移影响因子定量分析：以中国环江县为例,定量分析影响重金属迁移的因素对于控制重金属迁移具有潜在价值。本文使用地理探测器计算了中国华南环江县（面积273平方公里）内各因素的贡献率及交互作用。本文分析了九个因素。结果表明，在这些因素中，土壤类型是影响As、Pb和Cd迁移的主要因素，其他八个因素差异不大且低于土壤类型。此外，土壤类型与水溶性重金属浓度（CWS）、非水溶性重金属浓度（CWI）及NDVI之间存在明显的协同效应。因此，研究区的这些因素备受关注。此外，基于地理探测器软件的关键因子识别和高风险区域识别结果是可靠的。因此，地理探测器软件可作为定量分析因素贡献率并识别降雨条件下土壤重金属侧向迁移影响因子高风险区域的有效工具。
P04613,Spatial Prediction of Soil Organic Matter Using a Hybrid Geostatistical Model of an Extreme Learning Machine and Ordinary Kriging,基于极限学习机与普通克里金混合地统计学模型的土壤有机质空间预测,本研究提出了一种结合极限学习机（ELM）和普通克里金（OK）的混合地统计学方法（ELMOK），用于预测土壤有机质（SOM）的空间变异性。案例研究在中国陕西省进行，采集了472个表层土壤样品，并利用遥感和环境因子获取了14个辅助变量。结果表明，基于主成分输入的ELM模型表现优于多元线性回归和人工神经网络模型。与传统地统计学方法及其他混合方法相比，ELMOK模型具有最高的决定系数（R2 = 0.671）和性能与偏差比（RPD = 2.05），以及最低的均方根误差（RMSE = 1.402 g kg-1）。结论指出，结合遥感影像和环境因子能够更深入地解释SOM的空间变异性，该方法为区域尺度SOM的空间预测提供了一种有效的手段。
P04792,"Assessment of Heavy Metal Pollution and Potential Ecological Risk in Soils of Tianjin Sewage Irrigation Region, North China",中国北方天津污水灌溉区土壤重金属污染评价及潜在生态风险研究,本研究旨在调查天津污水灌溉区麦田土壤中重金属的浓度，并评估重金属污染的潜在生态风险。采用ICP-OES分析了天津污水灌溉区麦田土壤中的重金属浓度。以天津土壤环境质量分级标准作为土壤评估基础，采用Lars Hakanson的潜在生态危害指数法评估土壤重金属污染的潜在生态风险。结果显示：土壤中Cd浓度范围为0.03 mg•kg-1至1.17 mg•kg-1，平均值为0.46 mg•kg-1；Zn浓度范围为62 mg•kg-1至307 mg•kg-1，平均值为129.08 mg•kg-1。土壤中Cd和Zn的浓度超过了天津土壤环境质量的二级标准，表明土壤已受到污染。其他重金属元素如Cu、Pb、Cr和Ni均低于天津土壤环境质量标准的二级水平，意味着土壤未受到这些重金属的污染。重金属含量在盐化湿潮土和粘化潮土中相对较高。基于Lars Hakanson的潜在生态危害指数法，土壤中的Cd具有强烈的生态风险，是主要污染物，而其他重金属的生态风险较轻。重金属总污染的生态风险为中等。重金属最可能来自污水灌溉。土壤中的污染物主要来自污水灌溉。废水处理技术应包括去除对人体健康构成风险的重金属的步骤。
P05117,Ecological Risk Evaluation of Heavy Metal Pollution in Soil in Yanggu,阳谷土壤重金属污染的生态风险评价,本研究对重金属引起的土壤污染进行了探讨。分析了中国山东省阳谷县农业土壤中七种重金属（铜、铅、镉、铬、镍、锌和砷）的潜在生态风险。利用七种重金属的空间变异，基于序贯模拟方法建立了重金属概率分布图。随后采用Hakanson潜在危险指数评估了该区域重金属的生态风险。结果表明，镉是阳谷地区的主要问题。镉的潜在生态风险接近80，风险等级为中等。七种重金属的总潜在生态风险为114.656。这表明整个研究区域的重金属污染仅构成轻微的生态风险。
P05270,"Does heavy metal hurt in the secondary battery production sites? the case study of occupational risk from Yangtze River delta, China",二次电池生产场地的重金属危害研究：中国长三角地区的职业风险案例,本研究旨在评估中国长三角地区锂离子电池工厂员工的职业健康风险。根据不同的电池产品，从材料合成车间和电池装配线车间采集了土壤样品，分别命名为A、N1、N2和Z位点。我们分析了钴、镉、锰、铜和镍等重金属。建立了土壤重金属暴露模型和健康风险表征模型来评估职业健康风险。此外，借助蒙特卡洛模拟进行了不确定性分析，以执行模型参数的误差传播。带不确定性的健康风险评估结果表明，所有四个位点的员工致癌风险相对较低，N1、A、Z位点的非致癌风险也相对较低，但N2位点的值为6.94，远高于阈值（定义为1.0）。这意味着N2位点的员工正面临重金属的威胁。这些结果为锂电池工厂重金属污染控制和环境管理提供了基础信息，也回答了这些地点职业风险的主题问题。
P05272,"Geochemical speciation and ecological risk assessment of heavy metals in surface soils collected from the Yellow River Delta National Nature Reserve, China",黄河三角洲国家级自然保护区表层土壤重金属的地球化学形态及生态风险评价,本研究对黄河三角洲国家级自然保护区（YRDNNR）土壤重金属（HMs）污染进行了综合评估。分析了研究区域内46个土壤样品中8种重金属（Cu、Zn、Pb、Cr、Cd、Fe、Mn和Ni）的空间分布、化学形态及来源，并评估了其潜在风险。结果表明，除Pb和Fe外，样品中大多数重金属的平均浓度与中国土壤背景值相似。主成分分析（PCA）结果显示，重金属主要来源于自然源，但研究区的Pb污染明显受到人为活动的影响。此外，生态风险评价（ERA）统计分析表明，YRDNNR的重金属污染状况处于低至中度污染水平，但Mn和Pb的环境风险较高。
P05275,"Pollution and ecological risk assessment of antimony and other heavy metals in soils from the world's largest antimony mine area, China",世界最大锑矿区（中国）土壤中锑及其他重金属的污染与生态风险评估,锡矿山位于中国湖南省冷水江市。随着密集的采矿和冶金活动，大量含有重金属（本研究中，“重金属”一词既指金属也指类金属）的尾矿被引入矿区周围的土壤中。这些重金属（包括锑和其他重金属）会对人类健康和生态环境构成巨大风险。为了提供该矿区土壤中重金属污染程度和潜在生态风险的信息，检测了土壤中锑、锰、锌、砷、镉和铅的总量。结果表明，该地区的主要污染物是Sb、Cd和Zn，平均浓度分别为356.58、9.98和486.42 mg/kg，分别为相应背景值的119.66倍、117.41倍和5.17倍。污染指数表明，包括对照区在内的所有采样区的污染程度都很严重。除采样区7（为中等）外，所有采样区所有重金属的生态风险水平都非常高，Sb、Cd和As被认为对风险指数（RI）贡献巨大。
P05296,"Trace element analysis and associated risk assessment in mining area soils from Zhexi river plain, Zhejiang, China",浙江衢江上游 溪河谷平原矿区土壤中的微量元素分析及其相关风险评估,中国南部的地形主要由农田、林地和矿区周围的河流组成。在衢江源头典型的南方矿区，食用竹林土壤和水可能是食品安全和人类健康潜在金属风险的主要关注点。共采集了矿区周边12个农田和林地站点的24个样品，以测量九种微量元素（Cu、Cd、Cr、Mn、Pb、Zn、Ca、Mg和Al）的浓度。这些元素对人体健康有毒。结果表明，林地和农田研究区的大多数金属浓度均超过了浙江省土壤的参考值。相关性、聚类和多元主成分分析表明，Pb、Cd、Zn和Cu等金属的富集是农业化学来源、尾矿堆和矿山运输混合输入农田的结果。在林地土壤中，Cr可能被定义为自然成分，而Mn浓度受自然和人为因素共同主导。特别是在Q12研究区，最高的金属浓度可能受人为采矿活动的影响。通过风险评估（Nemero综合指数）评估了重金属污染。对于农田土壤，除了Q4区域外，几乎所有区域都被污染。此外，四个区域可被标记为严重污染。此外，75%的林地研究区污染严重。结果强调，矿山环境影响评估将为未来有效治理污染区域提供基础。
P05338,Soil type database of Tibet: a region-wide soil dataset based on the Second National Soil Survey,西藏土种志— 基于全国第二次土壤普查的数据集,本数据集来源于 1994 年科学出版社出版的西藏土地资源调查丛书之一《西藏自治区土种志》，它在西藏全国第二次土壤普查成果的基础上编纂而成，包括了西藏土壤分布、主要性状、典型剖面和生产性能。在进行系列标准规范化工作的基础上，构造了一个包括地点与土壤类型分布关系和中国土壤发生分类的分类关系的 E-R 数据模型，形成了具有 25个土类、53 个亚类、181 个土种的典型剖面的 708 个发生层及物理化学性质的数据产品。本数据集可被广泛用于土地质量评估、环境效应研究、土壤碳储量研究等，为合理利用土壤资源提供极具意义的科学支撑。
P05351,"Assessment ecological risk of heavy metal caused by high-intensity land reclamation in Bohai Bay, China",高强度围垦引起的渤海湾重金属生态风险评估,文章以年度间隔详细考察了1974年至2010年间中国渤海湾西北海岸填海造地的详细空间和时间分布。此外，还分析了填海区土壤元素性质和空间分布，以指导未来的沿海生态系统管理。结果显示，在过去36年中，910.7平方公里的沿海湿地已被填海并转为工业用地。这些区域分别涵盖了76.0%的潮间带海滩、23.5%的浅海和0.5%的岛屿。锰的平均浓度为686.91mg/kg，重金属浓度顺序为Cr>Zn>As>Ni>Cu>Pb>Cd>Hg。我们使用“时空替代”方法来测试填海后的土壤性质变化。重金属的潜在生态风险处于低水平，但Cd和As的风险相对较高。未来迫切需要基于生态系统的沿海保护和管理，以支持渤海湾可持续的沿海生态系统。
P05361,Spatial Distribution and Influence Analysis of Soil Heavy Metals in a Hilly Region of Sichuan Basin,四川盆地丘陵地区土壤重金属空间分布及影响因素分析,四川盆地丘陵地区具有独特的自然地形、地貌、地质和水文条件，且人类活动密集。因此，开展重金属特征研究具有重要意义。本研究以自贡市五个村庄为例，基于普通克里金法测定了土壤中8种重金属（Cu、Cd、As、Pb、Cr、Zn、Ni和Hg）的含量。结果表明，研究区内Cd、Pb、Ni和Zn的含量高于背景值，且具有良好的富集特征，所有重金属含量均符合国家标准。通过对土壤母质、土壤环境、大气环境和水环境的重金属分析发现，研究区重金属含量较高主要受农业和工业活动（大气降尘）影响。这通常发生在人类活动强烈的区域，尤其是交通沿线和建筑工地周围。研究还发现，大豆作物具有较强的Cd富集能力。为控制Cd的分布，应减少大豆种植。Zn和Cu对水稻、大豆等作物有正向富集效应，而对葡萄柚的富集效应较小。本研究揭示了人类活动对土壤质量和作物的影响，对社会的生态可持续发展具有重要意义。
P05395,Bacterial and Fungal Community Structures in Loess Plateau Grasslands with Different Grazing Intensities,不同放牧强度下黄土高原草地细菌和真菌群落结构,
P05396,An Integrated Insight into the Relationship between Soil Microbial Community and Tobacco Bacterial Wilt Disease,土壤微生物群落与烟草青枯病关系的综合研究,土壤微生物群落在植物健康中起着重要作用，然而，地下微生物组与地上植物健康之间的关系仍不清楚。为了揭示这种关系，我们通过对中国中南地区15个具有不同青枯病发病程度的烟草田的16S rRNA基因扩增子进行测序，分析了土壤微生物群落。我们发现植物健康与土壤微生物多样性有关，因为植物可能受益于多样化的微生物群落。此外，基于土壤微生物群落组成分析（如非加权配对算术平均法（UPGMA）和主成分分析），这15个田块被分为“健康”和“感染”样本。进一步的分子生态网络分析表明，一些潜在的植物有益微生物类群（如芽孢杆菌和放线菌）可以作为网络关键类群，从而减少植物土传病原菌入侵的机会。此外，我们提出更复杂的土壤生态网络可能有助于抑制烟草青枯病，这也与高多样性和含有植物有益微生物群落的组成相一致。这项研究为理解土壤微生物组与植物健康的关系提供了新的见解。
P05397,Soil Acidification Aggravates the Occurrence of Bacterial Wilt in South China,土壤酸化加剧了中国南方青枯病的发生,土壤酸化是现代农业系统中的主要问题，也是影响土壤微生物群落和土壤健康的重要因素。然而，关于土壤酸化对土传植物病害影响的研究尚少。我们在华南地区进行了为期4年的调查，以评估土壤酸化与青枯病发生之间的相关性。结果表明，受青枯病感染田块的平均土壤pH值显著低于未发病田块。此外，感染土壤中pH值低于5.5的比例远高于未感染土壤，且从2011年到2014年，随着青枯病区域的扩大，pH值低于5.5的现象更加明显。随后，在田间盆栽实验中，青枯病在pH 4.5、5.0和5.5的酸性条件下发展得更快、更严重。这些结果表明，土壤酸化可导致青枯病爆发。进一步的实验表明，酸性条件（pH 4.5–5.5）有利于病原菌青枯劳尔氏菌的生长，但抑制了拮抗细菌荧光假单胞菌和蜡样芽孢杆菌的生长及拮抗活性。此外，pH 5.5的酸性条件有利于毒力基因PopA、PrhA和SolR的表达，但抑制了烟草中的抗性基因表达。最后，施用木灰和石灰作为土壤pH调节剂改善了土壤pH值并减少了青枯病的发生。综上所述，这些发现提高了我们对土壤酸化与土传植物病害之间相关性的理解，并表明调节土壤酸化是控制青枯病的前提和基础。
P05459,Effects of compost extract and bio-organic manure on lucerne growth and soil properties,堆肥浸提液和生物有机肥对紫花苜蓿生长及土壤性质的影响,目的。向农业系统中施用有机材料可以提高植物生长和产量，并改善土壤肥力和结构。本研究旨在考察“堆肥浸提液（CE）”（一种土壤调理剂）和生物有机肥（BOM）对紫花苜蓿生长的影响，并比较BOM（含微生物）和CE（不含额外添加的微生物）之间的效率。方法。在温室中进行了一项包含四种土壤改良处理（对照、BOM、CE和CEBOM）的实验，采用完全随机设计，每个处理重复10次。监测了植物生物量、营养价值、根瘤菌效力以及土壤特性。结果。与对照组相比，施用CE而非BOM对植物生长和土壤性质显示出积极影响。紫花苜蓿的结瘤对CE添加和根瘤菌接种的反应相同。单独使用CE以及与BOM结合使用显著增加了植物生长和土壤微生物活性，并改善了土壤结构。CE和BOM的协同效应表明，将CE和BOM一起施用可以提高其效率，从而带来更高的经济回报和改善土壤健康。然而，由于BOM输入的氮抑制了结瘤，因此CE单独使用对豆科植物生长更有效。CE在富集土壤土著微生物而不是添加微生物以及促进植物结瘤方面比BOM具有更高的效率。
