sample_id,split,fold,split_strategy,split_version
51,train,1,GroupKFold_DOI,v0.7
52,train,1,GroupKFold_DOI,v0.7
53,train,1,GroupKFold_DOI,v0.7
54,train,1,GroupKFold_DOI,v0.7
55,train,1,GroupKFold_DOI,v0.7
56,train,1,GroupKFold_DOI,v0.7
57,train,1,GroupKFold_DOI,v0.7
58,train,1,GroupKFold_DOI,v0.7
59,train,1,GroupKFold_DOI,v0.7
60,train,1,GroupKFold_DOI,v0.7
61,train,1,GroupKFold_DOI,v0.7
62,train,1,GroupKFold_DOI,v0.7
63,train,1,GroupKFold_DOI,v0.7
64,train,1,GroupKFold_DOI,v0.7
65,train,1,GroupKFold_DOI,v0.7
66,train,1,GroupKFold_DOI,v0.7
67,train,1,GroupKFold_DOI,v0.7
68,train,1,GroupKFold_DOI,v0.7
69,train,1,GroupKFold_DOI,v0.7
70,train,1,GroupKFold_DOI,v0.7
71,train,1,GroupKFold_DOI,v0.7
72,train,1,GroupKFold_DOI,v0.7
73,train,1,GroupKFold_DOI,v0.7
74,train,1,GroupKFold_DOI,v0.7
75,train,1,GroupKFold_DOI,v0.7
76,train,1,GroupKFold_DOI,v0.7
77,train,1,GroupKFold_DOI,v0.7
78,train,1,GroupKFold_DOI,v0.7
79,train,1,GroupKFold_DOI,v0.7
80,train,1,GroupKFold_DOI,v0.7
81,train,1,GroupKFold_DOI,v0.7
82,train,1,GroupKFold_DOI,v0.7
83,train,1,GroupKFold_DOI,v0.7
84,train,1,GroupKFold_DOI,v0.7
85,train,1,GroupKFold_DOI,v0.7
86,train,1,GroupKFold_DOI,v0.7
87,train,1,GroupKFold_DOI,v0.7
88,train,1,GroupKFold_DOI,v0.7
89,train,1,GroupKFold_DOI,v0.7
90,train,1,GroupKFold_DOI,v0.7
91,train,1,GroupKFold_DOI,v0.7
92,train,1,GroupKFold_DOI,v0.7
93,train,1,GroupKFold_DOI,v0.7
94,train,1,GroupKFold_DOI,v0.7
95,train,1,GroupKFold_DOI,v0.7
96,train,1,GroupKFold_DOI,v0.7
97,train,1,GroupKFold_DOI,v0.7
98,train,1,GroupKFold_DOI,v0.7
99,train,1,GroupKFold_DOI,v0.7
100,train,1,GroupKFold_DOI,v0.7
101,train,1,GroupKFold_DOI,v0.7
102,train,1,GroupKFold_DOI,v0.7
103,train,1,GroupKFold_DOI,v0.7
104,train,1,GroupKFold_DOI,v0.7
105,train,1,GroupKFold_DOI,v0.7
106,train,1,GroupKFold_DOI,v0.7
107,train,1,GroupKFold_DOI,v0.7
108,train,1,GroupKFold_DOI,v0.7
109,train,1,GroupKFold_DOI,v0.7
110,train,1,GroupKFold_DOI,v0.7
111,train,1,GroupKFold_DOI,v0.7
112,train,1,GroupKFold_DOI,v0.7
113,train,1,GroupKFold_DOI,v0.7
114,train,1,GroupKFold_DOI,v0.7
115,train,1,GroupKFold_DOI,v0.7
116,train,1,GroupKFold_DOI,v0.7
117,train,1,GroupKFold_DOI,v0.7
118,train,1,GroupKFold_DOI,v0.7
119,train,1,GroupKFold_DOI,v0.7
120,train,1,GroupKFold_DOI,v0.7
121,train,1,GroupKFold_DOI,v0.7
122,train,1,GroupKFold_DOI,v0.7
123,train,1,GroupKFold_DOI,v0.7
124,train,1,GroupKFold_DOI,v0.7
125,train,1,GroupKFold_DOI,v0.7
126,train,1,GroupKFold_DOI,v0.7
127,train,1,GroupKFold_DOI,v0.7
128,train,1,GroupKFold_DOI,v0.7
129,train,1,GroupKFold_DOI,v0.7
130,train,1,GroupKFold_DOI,v0.7
131,train,1,GroupKFold_DOI,v0.7
132,train,1,GroupKFold_DOI,v0.7
133,train,1,GroupKFold_DOI,v0.7
134,train,1,GroupKFold_DOI,v0.7
135,train,1,GroupKFold_DOI,v0.7
136,train,1,GroupKFold_DOI,v0.7
137,train,1,GroupKFold_DOI,v0.7
138,train,1,GroupKFold_DOI,v0.7
139,train,1,GroupKFold_DOI,v0.7
140,train,1,GroupKFold_DOI,v0.7
141,train,1,GroupKFold_DOI,v0.7
142,train,1,GroupKFold_DOI,v0.7
143,train,1,GroupKFold_DOI,v0.7
144,train,1,GroupKFold_DOI,v0.7
145,train,1,GroupKFold_DOI,v0.7
146,train,1,GroupKFold_DOI,v0.7
147,train,1,GroupKFold_DOI,v0.7
148,train,1,GroupKFold_DOI,v0.7
149,train,1,GroupKFold_DOI,v0.7
150,train,1,GroupKFold_DOI,v0.7
151,train,1,GroupKFold_DOI,v0.7
152,train,1,GroupKFold_DOI,v0.7
153,train,1,GroupKFold_DOI,v0.7
154,train,1,GroupKFold_DOI,v0.7
155,train,1,GroupKFold_DOI,v0.7
156,train,1,GroupKFold_DOI,v0.7
157,train,1,GroupKFold_DOI,v0.7
158,train,1,GroupKFold_DOI,v0.7
159,train,1,GroupKFold_DOI,v0.7
160,train,1,GroupKFold_DOI,v0.7
161,train,1,GroupKFold_DOI,v0.7
162,train,1,GroupKFold_DOI,v0.7
163,train,1,GroupKFold_DOI,v0.7
164,train,1,GroupKFold_DOI,v0.7
165,train,1,GroupKFold_DOI,v0.7
166,train,1,GroupKFold_DOI,v0.7
167,train,1,GroupKFold_DOI,v0.7
168,train,1,GroupKFold_DOI,v0.7
169,train,1,GroupKFold_DOI,v0.7
170,train,1,GroupKFold_DOI,v0.7
171,train,1,GroupKFold_DOI,v0.7
172,train,1,GroupKFold_DOI,v0.7
173,train,1,GroupKFold_DOI,v0.7
174,train,1,GroupKFold_DOI,v0.7
175,train,1,GroupKFold_DOI,v0.7
176,train,1,GroupKFold_DOI,v0.7
177,train,1,GroupKFold_DOI,v0.7
178,train,1,GroupKFold_DOI,v0.7
179,train,1,GroupKFold_DOI,v0.7
180,train,1,GroupKFold_DOI,v0.7
181,train,1,GroupKFold_DOI,v0.7
182,train,1,GroupKFold_DOI,v0.7
183,train,1,GroupKFold_DOI,v0.7
184,train,1,GroupKFold_DOI,v0.7
185,train,1,GroupKFold_DOI,v0.7
186,train,1,GroupKFold_DOI,v0.7
187,train,1,GroupKFold_DOI,v0.7
188,train,1,GroupKFold_DOI,v0.7
189,train,1,GroupKFold_DOI,v0.7
190,train,1,GroupKFold_DOI,v0.7
191,train,1,GroupKFold_DOI,v0.7
192,train,1,GroupKFold_DOI,v0.7
193,train,1,GroupKFold_DOI,v0.7
194,train,1,GroupKFold_DOI,v0.7
195,train,1,GroupKFold_DOI,v0.7
196,train,1,GroupKFold_DOI,v0.7
197,train,1,GroupKFold_DOI,v0.7
198,train,1,GroupKFold_DOI,v0.7
199,train,1,GroupKFold_DOI,v0.7
200,train,1,GroupKFold_DOI,v0.7
201,train,1,GroupKFold_DOI,v0.7
202,train,1,GroupKFold_DOI,v0.7
203,train,1,GroupKFold_DOI,v0.7
204,train,1,GroupKFold_DOI,v0.7
205,train,1,GroupKFold_DOI,v0.7
206,train,1,GroupKFold_DOI,v0.7
207,train,1,GroupKFold_DOI,v0.7
208,train,1,GroupKFold_DOI,v0.7
209,train,1,GroupKFold_DOI,v0.7
210,train,1,GroupKFold_DOI,v0.7
211,train,1,GroupKFold_DOI,v0.7
212,train,1,GroupKFold_DOI,v0.7
213,train,1,GroupKFold_DOI,v0.7
214,train,1,GroupKFold_DOI,v0.7
215,train,1,GroupKFold_DOI,v0.7
216,train,1,GroupKFold_DOI,v0.7
217,train,1,GroupKFold_DOI,v0.7
218,train,1,GroupKFold_DOI,v0.7
219,train,1,GroupKFold_DOI,v0.7
220,train,1,GroupKFold_DOI,v0.7
221,train,1,GroupKFold_DOI,v0.7
222,train,1,GroupKFold_DOI,v0.7
223,train,1,GroupKFold_DOI,v0.7
224,train,1,GroupKFold_DOI,v0.7
225,train,1,GroupKFold_DOI,v0.7
226,train,1,GroupKFold_DOI,v0.7
227,train,1,GroupKFold_DOI,v0.7
228,train,1,GroupKFold_DOI,v0.7
229,train,1,GroupKFold_DOI,v0.7
230,train,1,GroupKFold_DOI,v0.7
231,train,1,GroupKFold_DOI,v0.7
232,train,1,GroupKFold_DOI,v0.7
233,train,1,GroupKFold_DOI,v0.7
234,train,1,GroupKFold_DOI,v0.7
235,train,1,GroupKFold_DOI,v0.7
236,train,1,GroupKFold_DOI,v0.7
237,train,1,GroupKFold_DOI,v0.7
238,train,1,GroupKFold_DOI,v0.7
239,train,1,GroupKFold_DOI,v0.7
240,train,1,GroupKFold_DOI,v0.7
241,train,1,GroupKFold_DOI,v0.7
242,train,1,GroupKFold_DOI,v0.7
243,train,1,GroupKFold_DOI,v0.7
244,train,1,GroupKFold_DOI,v0.7
245,train,1,GroupKFold_DOI,v0.7
246,train,1,GroupKFold_DOI,v0.7
247,train,1,GroupKFold_DOI,v0.7
248,train,1,GroupKFold_DOI,v0.7
249,train,1,GroupKFold_DOI,v0.7
250,train,1,GroupKFold_DOI,v0.7
251,train,1,GroupKFold_DOI,v0.7
252,train,1,GroupKFold_DOI,v0.7
253,train,1,GroupKFold_DOI,v0.7
254,train,1,GroupKFold_DOI,v0.7
255,train,1,GroupKFold_DOI,v0.7
256,train,1,GroupKFold_DOI,v0.7
257,train,1,GroupKFold_DOI,v0.7
258,train,1,GroupKFold_DOI,v0.7
259,train,1,GroupKFold_DOI,v0.7
260,train,1,GroupKFold_DOI,v0.7
261,train,1,GroupKFold_DOI,v0.7
262,train,1,GroupKFold_DOI,v0.7
263,train,1,GroupKFold_DOI,v0.7
264,train,1,GroupKFold_DOI,v0.7
265,train,1,GroupKFold_DOI,v0.7
266,train,1,GroupKFold_DOI,v0.7
267,train,1,GroupKFold_DOI,v0.7
268,train,1,GroupKFold_DOI,v0.7
269,train,1,GroupKFold_DOI,v0.7
270,train,1,GroupKFold_DOI,v0.7
271,train,1,GroupKFold_DOI,v0.7
272,train,1,GroupKFold_DOI,v0.7
273,train,1,GroupKFold_DOI,v0.7
274,train,1,GroupKFold_DOI,v0.7
275,train,1,GroupKFold_DOI,v0.7
276,train,1,GroupKFold_DOI,v0.7
277,train,1,GroupKFold_DOI,v0.7
278,train,1,GroupKFold_DOI,v0.7
279,train,1,GroupKFold_DOI,v0.7
280,train,1,GroupKFold_DOI,v0.7
281,train,1,GroupKFold_DOI,v0.7
282,train,1,GroupKFold_DOI,v0.7
283,train,1,GroupKFold_DOI,v0.7
284,train,1,GroupKFold_DOI,v0.7
285,train,1,GroupKFold_DOI,v0.7
286,train,1,GroupKFold_DOI,v0.7
287,train,1,GroupKFold_DOI,v0.7
288,train,1,GroupKFold_DOI,v0.7
289,train,1,GroupKFold_DOI,v0.7
290,train,1,GroupKFold_DOI,v0.7
291,train,1,GroupKFold_DOI,v0.7
292,train,1,GroupKFold_DOI,v0.7
293,train,1,GroupKFold_DOI,v0.7
294,train,1,GroupKFold_DOI,v0.7
295,train,1,GroupKFold_DOI,v0.7
296,train,1,GroupKFold_DOI,v0.7
297,train,1,GroupKFold_DOI,v0.7
298,train,1,GroupKFold_DOI,v0.7
299,train,1,GroupKFold_DOI,v0.7
300,train,1,GroupKFold_DOI,v0.7
301,train,1,GroupKFold_DOI,v0.7
302,train,1,GroupKFold_DOI,v0.7
303,train,1,GroupKFold_DOI,v0.7
304,train,1,GroupKFold_DOI,v0.7
305,train,1,GroupKFold_DOI,v0.7
306,train,1,GroupKFold_DOI,v0.7
307,train,1,GroupKFold_DOI,v0.7
308,train,1,GroupKFold_DOI,v0.7
309,train,1,GroupKFold_DOI,v0.7
310,train,1,GroupKFold_DOI,v0.7
311,train,1,GroupKFold_DOI,v0.7
312,train,1,GroupKFold_DOI,v0.7
313,train,1,GroupKFold_DOI,v0.7
314,train,1,GroupKFold_DOI,v0.7
315,train,1,GroupKFold_DOI,v0.7
316,train,1,GroupKFold_DOI,v0.7
317,train,1,GroupKFold_DOI,v0.7
318,train,1,GroupKFold_DOI,v0.7
319,train,1,GroupKFold_DOI,v0.7
320,train,1,GroupKFold_DOI,v0.7
321,train,1,GroupKFold_DOI,v0.7
322,train,1,GroupKFold_DOI,v0.7
323,train,1,GroupKFold_DOI,v0.7
324,train,1,GroupKFold_DOI,v0.7
325,train,1,GroupKFold_DOI,v0.7
326,train,1,GroupKFold_DOI,v0.7
327,train,1,GroupKFold_DOI,v0.7
328,train,1,GroupKFold_DOI,v0.7
329,train,1,GroupKFold_DOI,v0.7
330,train,1,GroupKFold_DOI,v0.7
331,train,1,GroupKFold_DOI,v0.7
332,train,1,GroupKFold_DOI,v0.7
333,train,1,GroupKFold_DOI,v0.7
334,train,1,GroupKFold_DOI,v0.7
335,train,1,GroupKFold_DOI,v0.7
336,train,1,GroupKFold_DOI,v0.7
337,train,1,GroupKFold_DOI,v0.7
338,train,1,GroupKFold_DOI,v0.7
339,train,1,GroupKFold_DOI,v0.7
340,train,1,GroupKFold_DOI,v0.7
341,train,1,GroupKFold_DOI,v0.7
342,train,1,GroupKFold_DOI,v0.7
343,train,1,GroupKFold_DOI,v0.7
344,train,1,GroupKFold_DOI,v0.7
345,train,1,GroupKFold_DOI,v0.7
346,train,1,GroupKFold_DOI,v0.7
347,train,1,GroupKFold_DOI,v0.7
348,train,1,GroupKFold_DOI,v0.7
349,train,1,GroupKFold_DOI,v0.7
350,train,1,GroupKFold_DOI,v0.7
351,train,1,GroupKFold_DOI,v0.7
352,train,1,GroupKFold_DOI,v0.7
353,train,1,GroupKFold_DOI,v0.7
354,train,1,GroupKFold_DOI,v0.7
355,train,1,GroupKFold_DOI,v0.7
356,train,1,GroupKFold_DOI,v0.7
357,train,1,GroupKFold_DOI,v0.7
358,train,1,GroupKFold_DOI,v0.7
359,train,1,GroupKFold_DOI,v0.7
360,train,1,GroupKFold_DOI,v0.7
361,train,1,GroupKFold_DOI,v0.7
362,train,1,GroupKFold_DOI,v0.7
363,train,1,GroupKFold_DOI,v0.7
364,train,1,GroupKFold_DOI,v0.7
365,train,1,GroupKFold_DOI,v0.7
366,train,1,GroupKFold_DOI,v0.7
367,train,1,GroupKFold_DOI,v0.7
368,train,1,GroupKFold_DOI,v0.7
369,train,1,GroupKFold_DOI,v0.7
370,train,1,GroupKFold_DOI,v0.7
371,train,1,GroupKFold_DOI,v0.7
372,train,1,GroupKFold_DOI,v0.7
373,train,1,GroupKFold_DOI,v0.7
374,train,1,GroupKFold_DOI,v0.7
375,train,1,GroupKFold_DOI,v0.7
376,train,1,GroupKFold_DOI,v0.7
377,train,1,GroupKFold_DOI,v0.7
378,train,1,GroupKFold_DOI,v0.7
379,train,1,GroupKFold_DOI,v0.7
380,train,1,GroupKFold_DOI,v0.7
381,train,1,GroupKFold_DOI,v0.7
382,train,1,GroupKFold_DOI,v0.7
383,train,1,GroupKFold_DOI,v0.7
384,train,1,GroupKFold_DOI,v0.7
385,train,1,GroupKFold_DOI,v0.7
386,train,1,GroupKFold_DOI,v0.7
387,train,1,GroupKFold_DOI,v0.7
388,train,1,GroupKFold_DOI,v0.7
389,train,1,GroupKFold_DOI,v0.7
390,train,1,GroupKFold_DOI,v0.7
391,train,1,GroupKFold_DOI,v0.7
392,train,1,GroupKFold_DOI,v0.7
393,train,1,GroupKFold_DOI,v0.7
394,train,1,GroupKFold_DOI,v0.7
395,train,1,GroupKFold_DOI,v0.7
396,train,1,GroupKFold_DOI,v0.7
397,train,1,GroupKFold_DOI,v0.7
398,train,1,GroupKFold_DOI,v0.7
399,train,1,GroupKFold_DOI,v0.7
400,train,1,GroupKFold_DOI,v0.7
401,train,1,GroupKFold_DOI,v0.7
402,train,1,GroupKFold_DOI,v0.7
403,train,1,GroupKFold_DOI,v0.7
404,train,1,GroupKFold_DOI,v0.7
405,train,1,GroupKFold_DOI,v0.7
406,train,1,GroupKFold_DOI,v0.7
407,train,1,GroupKFold_DOI,v0.7
408,train,1,GroupKFold_DOI,v0.7
409,train,1,GroupKFold_DOI,v0.7
410,train,1,GroupKFold_DOI,v0.7
411,train,1,GroupKFold_DOI,v0.7
412,train,1,GroupKFold_DOI,v0.7
413,train,1,GroupKFold_DOI,v0.7
414,train,1,GroupKFold_DOI,v0.7
415,train,1,GroupKFold_DOI,v0.7
416,train,1,GroupKFold_DOI,v0.7
417,train,1,GroupKFold_DOI,v0.7
418,train,1,GroupKFold_DOI,v0.7
419,train,1,GroupKFold_DOI,v0.7
420,train,1,GroupKFold_DOI,v0.7
421,train,1,GroupKFold_DOI,v0.7
422,train,1,GroupKFold_DOI,v0.7
423,train,1,GroupKFold_DOI,v0.7
424,train,1,GroupKFold_DOI,v0.7
425,train,1,GroupKFold_DOI,v0.7
426,train,1,GroupKFold_DOI,v0.7
427,train,1,GroupKFold_DOI,v0.7
428,train,1,GroupKFold_DOI,v0.7
429,train,1,GroupKFold_DOI,v0.7
430,train,1,GroupKFold_DOI,v0.7
431,train,1,GroupKFold_DOI,v0.7
432,train,1,GroupKFold_DOI,v0.7
433,train,1,GroupKFold_DOI,v0.7
434,train,1,GroupKFold_DOI,v0.7
435,train,1,GroupKFold_DOI,v0.7
436,train,1,GroupKFold_DOI,v0.7
437,train,1,GroupKFold_DOI,v0.7
438,train,1,GroupKFold_DOI,v0.7
439,train,1,GroupKFold_DOI,v0.7
440,train,1,GroupKFold_DOI,v0.7
441,train,1,GroupKFold_DOI,v0.7
442,train,1,GroupKFold_DOI,v0.7
443,train,1,GroupKFold_DOI,v0.7
444,train,1,GroupKFold_DOI,v0.7
445,train,1,GroupKFold_DOI,v0.7
446,train,1,GroupKFold_DOI,v0.7
447,train,1,GroupKFold_DOI,v0.7
448,train,1,GroupKFold_DOI,v0.7
449,train,1,GroupKFold_DOI,v0.7
450,train,1,GroupKFold_DOI,v0.7
451,train,1,GroupKFold_DOI,v0.7
452,train,1,GroupKFold_DOI,v0.7
453,train,1,GroupKFold_DOI,v0.7
454,train,1,GroupKFold_DOI,v0.7
455,train,1,GroupKFold_DOI,v0.7
456,train,1,GroupKFold_DOI,v0.7
457,train,1,GroupKFold_DOI,v0.7
458,train,1,GroupKFold_DOI,v0.7
459,train,1,GroupKFold_DOI,v0.7
460,train,1,GroupKFold_DOI,v0.7
461,train,1,GroupKFold_DOI,v0.7
462,train,1,GroupKFold_DOI,v0.7
463,train,1,GroupKFold_DOI,v0.7
464,train,1,GroupKFold_DOI,v0.7
465,train,1,GroupKFold_DOI,v0.7
466,train,1,GroupKFold_DOI,v0.7
467,train,1,GroupKFold_DOI,v0.7
468,train,1,GroupKFold_DOI,v0.7
469,train,1,GroupKFold_DOI,v0.7
470,train,1,GroupKFold_DOI,v0.7
471,train,1,GroupKFold_DOI,v0.7
472,train,1,GroupKFold_DOI,v0.7
473,train,1,GroupKFold_DOI,v0.7
474,train,1,GroupKFold_DOI,v0.7
475,train,1,GroupKFold_DOI,v0.7
476,train,1,GroupKFold_DOI,v0.7
477,train,1,GroupKFold_DOI,v0.7
478,train,1,GroupKFold_DOI,v0.7
479,train,1,GroupKFold_DOI,v0.7
480,train,1,GroupKFold_DOI,v0.7
481,train,1,GroupKFold_DOI,v0.7
482,train,1,GroupKFold_DOI,v0.7
483,train,1,GroupKFold_DOI,v0.7
484,train,1,GroupKFold_DOI,v0.7
485,train,1,GroupKFold_DOI,v0.7
486,train,1,GroupKFold_DOI,v0.7
487,train,1,GroupKFold_DOI,v0.7
488,train,1,GroupKFold_DOI,v0.7
489,train,1,GroupKFold_DOI,v0.7
490,train,1,GroupKFold_DOI,v0.7
491,train,1,GroupKFold_DOI,v0.7
492,train,1,GroupKFold_DOI,v0.7
493,train,1,GroupKFold_DOI,v0.7
494,train,1,GroupKFold_DOI,v0.7
495,train,1,GroupKFold_DOI,v0.7
496,train,1,GroupKFold_DOI,v0.7
497,train,1,GroupKFold_DOI,v0.7
498,train,1,GroupKFold_DOI,v0.7
499,train,1,GroupKFold_DOI,v0.7
500,train,1,GroupKFold_DOI,v0.7
501,train,1,GroupKFold_DOI,v0.7
502,train,1,GroupKFold_DOI,v0.7
503,train,1,GroupKFold_DOI,v0.7
504,train,1,GroupKFold_DOI,v0.7
505,train,1,GroupKFold_DOI,v0.7
506,train,1,GroupKFold_DOI,v0.7
507,train,1,GroupKFold_DOI,v0.7
508,train,1,GroupKFold_DOI,v0.7
509,train,1,GroupKFold_DOI,v0.7
510,train,1,GroupKFold_DOI,v0.7
511,train,1,GroupKFold_DOI,v0.7
512,train,1,GroupKFold_DOI,v0.7
513,train,1,GroupKFold_DOI,v0.7
514,train,1,GroupKFold_DOI,v0.7
515,train,1,GroupKFold_DOI,v0.7
516,train,1,GroupKFold_DOI,v0.7
517,train,1,GroupKFold_DOI,v0.7
518,train,1,GroupKFold_DOI,v0.7
519,train,1,GroupKFold_DOI,v0.7
520,train,1,GroupKFold_DOI,v0.7
521,train,1,GroupKFold_DOI,v0.7
522,train,1,GroupKFold_DOI,v0.7
523,train,1,GroupKFold_DOI,v0.7
524,train,1,GroupKFold_DOI,v0.7
525,train,1,GroupKFold_DOI,v0.7
526,train,1,GroupKFold_DOI,v0.7
527,train,1,GroupKFold_DOI,v0.7
528,train,1,GroupKFold_DOI,v0.7
529,train,1,GroupKFold_DOI,v0.7
530,train,1,GroupKFold_DOI,v0.7
531,train,1,GroupKFold_DOI,v0.7
532,train,1,GroupKFold_DOI,v0.7
533,train,1,GroupKFold_DOI,v0.7
534,train,1,GroupKFold_DOI,v0.7
535,train,1,GroupKFold_DOI,v0.7
536,train,1,GroupKFold_DOI,v0.7
537,train,1,GroupKFold_DOI,v0.7
538,train,1,GroupKFold_DOI,v0.7
539,train,1,GroupKFold_DOI,v0.7
540,train,1,GroupKFold_DOI,v0.7
541,train,1,GroupKFold_DOI,v0.7
542,train,1,GroupKFold_DOI,v0.7
543,train,1,GroupKFold_DOI,v0.7
544,train,1,GroupKFold_DOI,v0.7
545,train,1,GroupKFold_DOI,v0.7
546,train,1,GroupKFold_DOI,v0.7
547,train,1,GroupKFold_DOI,v0.7
548,train,1,GroupKFold_DOI,v0.7
549,train,1,GroupKFold_DOI,v0.7
550,train,1,GroupKFold_DOI,v0.7
551,train,1,GroupKFold_DOI,v0.7
552,train,1,GroupKFold_DOI,v0.7
553,train,1,GroupKFold_DOI,v0.7
554,train,1,GroupKFold_DOI,v0.7
555,train,1,GroupKFold_DOI,v0.7
556,train,1,GroupKFold_DOI,v0.7
557,train,1,GroupKFold_DOI,v0.7
558,train,1,GroupKFold_DOI,v0.7
559,train,1,GroupKFold_DOI,v0.7
560,train,1,GroupKFold_DOI,v0.7
561,train,1,GroupKFold_DOI,v0.7
562,train,1,GroupKFold_DOI,v0.7
563,train,1,GroupKFold_DOI,v0.7
564,train,1,GroupKFold_DOI,v0.7
565,train,1,GroupKFold_DOI,v0.7
566,train,1,GroupKFold_DOI,v0.7
567,train,1,GroupKFold_DOI,v0.7
568,train,1,GroupKFold_DOI,v0.7
569,train,1,GroupKFold_DOI,v0.7
570,train,1,GroupKFold_DOI,v0.7
571,train,1,GroupKFold_DOI,v0.7
572,train,1,GroupKFold_DOI,v0.7
573,train,1,GroupKFold_DOI,v0.7
574,train,1,GroupKFold_DOI,v0.7
575,train,1,GroupKFold_DOI,v0.7
576,train,1,GroupKFold_DOI,v0.7
577,train,1,GroupKFold_DOI,v0.7
578,train,1,GroupKFold_DOI,v0.7
579,train,1,GroupKFold_DOI,v0.7
580,train,1,GroupKFold_DOI,v0.7
581,train,1,GroupKFold_DOI,v0.7
582,train,1,GroupKFold_DOI,v0.7
583,train,1,GroupKFold_DOI,v0.7
584,train,1,GroupKFold_DOI,v0.7
585,train,1,GroupKFold_DOI,v0.7
586,train,1,GroupKFold_DOI,v0.7
587,train,1,GroupKFold_DOI,v0.7
588,train,1,GroupKFold_DOI,v0.7
589,train,1,GroupKFold_DOI,v0.7
590,train,1,GroupKFold_DOI,v0.7
591,train,1,GroupKFold_DOI,v0.7
592,train,1,GroupKFold_DOI,v0.7
593,train,1,GroupKFold_DOI,v0.7
594,train,1,GroupKFold_DOI,v0.7
595,train,1,GroupKFold_DOI,v0.7
596,train,1,GroupKFold_DOI,v0.7
597,train,1,GroupKFold_DOI,v0.7
598,train,1,GroupKFold_DOI,v0.7
599,train,1,GroupKFold_DOI,v0.7
600,train,1,GroupKFold_DOI,v0.7
601,train,1,GroupKFold_DOI,v0.7
602,train,1,GroupKFold_DOI,v0.7
603,train,1,GroupKFold_DOI,v0.7
604,train,1,GroupKFold_DOI,v0.7
605,train,1,GroupKFold_DOI,v0.7
606,train,1,GroupKFold_DOI,v0.7
607,train,1,GroupKFold_DOI,v0.7
608,train,1,GroupKFold_DOI,v0.7
609,train,1,GroupKFold_DOI,v0.7
610,train,1,GroupKFold_DOI,v0.7
611,train,1,GroupKFold_DOI,v0.7
612,train,1,GroupKFold_DOI,v0.7
613,train,1,GroupKFold_DOI,v0.7
614,train,1,GroupKFold_DOI,v0.7
615,train,1,GroupKFold_DOI,v0.7
616,train,1,GroupKFold_DOI,v0.7
617,train,1,GroupKFold_DOI,v0.7
618,train,1,GroupKFold_DOI,v0.7
619,train,1,GroupKFold_DOI,v0.7
620,train,1,GroupKFold_DOI,v0.7
621,train,1,GroupKFold_DOI,v0.7
622,train,1,GroupKFold_DOI,v0.7
623,train,1,GroupKFold_DOI,v0.7
624,train,1,GroupKFold_DOI,v0.7
625,train,1,GroupKFold_DOI,v0.7
626,train,1,GroupKFold_DOI,v0.7
627,train,1,GroupKFold_DOI,v0.7
628,train,1,GroupKFold_DOI,v0.7
629,train,1,GroupKFold_DOI,v0.7
630,train,1,GroupKFold_DOI,v0.7
631,train,1,GroupKFold_DOI,v0.7
632,train,1,GroupKFold_DOI,v0.7
633,train,1,GroupKFold_DOI,v0.7
