DOI,Source,Latitude,Longitude,Province,Pollution_Type,SoilpH,pH,OC_pct,Sum_PAH_ngg,BaP_ngg,SumOCP_ngg,SumDDTs_ngg,SumPCB_ngg,SumHCHs_ngg,SumPAE_ugkg,SumPBDE_ngg,SumPFAS_ngg,TPH_ngg,HMWPAH_ngg,LMWPAH_ngg,标签_生产,标签_生态,标签,id_DOI,id_Source,split_source,is_synthetic,SoilpH__missing,pH__missing,Sum_PAH_ngg__missing,BaP_ngg__missing,SumOCP_ngg__missing,SumDDTs_ngg__missing,SumPCB_ngg__missing,SumHCHs_ngg__missing,SumPAE_ugkg__missing,SumPBDE_ngg__missing,SumPFAS_ngg__missing,TPH_ngg__missing,HMWPAH_ngg__missing,LMWPAH_ngg__missing
10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,31.44137141645905,100.99452419604197,北京,PAH,6.757532632999805,5.54,,523.0,1667.6405694244863,104.36750726041245,12.407406557819462,47.398496244710415,5.946826396750154,2050.0,8.537,9.44,4933000.0,54.7,45.84,0,0,0,10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,real_model_ready,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,31.600697887644063,111.63099982125966,天津,PAH,6.569260237319848,5.54,,1490.0,1667.6405694244863,130.2678751934937,58.89081932153215,45.22569423870902,7.444143147972616,2050.0,8.537,9.44,4933000.0,54.7,45.84,1,1,1,10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,real_model_ready,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,33.566705930930866,110.81287107112844,天津,PAH,6.758282632999806,5.54,,708.0,1667.6405694244863,104.36750726041245,11.30206905390373,47.398496244710415,5.812138243902129,2050.0,8.537,9.44,4933000.0,54.7,45.84,1,1,1,10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,real_model_ready,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,36.23752861960749,108.6823033098142,天津,PAH,6.722511186921375,5.54,,904.0,1667.6405694244863,112.32332905527635,39.029679180860725,49.973474401990764,5.834386892132476,2050.0,8.537,9.44,4933000.0,54.7,45.84,1,1,1,10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,real_model_ready,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,38.009352423173645,113.7177393904148,天津,PAH,6.758282632999806,5.54,,699.0,1667.6405694244863,104.36750726041245,11.30206905390373,47.398496244710415,5.812138243902129,2050.0,8.537,9.44,4933000.0,54.7,45.84,1,1,1,10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,real_model_ready,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,30.8709618478708,102.4873598342993,天津,PAH,6.837264759962238,5.54,,142.0,1667.6405694244863,104.36750726041245,13.441373939160295,47.398496244710415,5.629954416903652,2050.0,8.537,9.44,4933000.0,54.7,45.84,0,0,0,10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,real_model_ready,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,31.75125318085543,102.11508557247562,天津,PAH,6.757532632999805,5.54,,382.0,1667.6405694244863,104.36750726041245,12.740995215870532,47.398496244710415,5.932494741782918,2050.0,8.537,9.44,4933000.0,54.7,45.84,0,0,0,10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,real_model_ready,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,37.28983474205049,103.26412158307129,天津,PAH,7.781243467875049,5.54,,932.0,219.68128537842958,23327.92397916667,557.6147345459492,651.9339501384522,25.040902449699814,2050.0,8.537,9.44,4933000.0,54.7,45.84,1,1,1,10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,real_model_ready,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,36.53648179107322,112.22025592680212,北京,PAH,7.781243467875049,5.54,,1004.1,219.68128537842958,23327.92397916667,557.6147345459492,651.9339501384522,25.16742012954307,2050.0,8.537,9.44,4933000.0,54.7,45.84,1,1,1,10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,real_model_ready,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,32.955682035015926,106.16194091209456,北京,PAH,6.837264759962238,5.54,,321.8,1667.6405694244863,104.36750726041245,13.441373939160295,47.398496244710415,5.94760592644368,2050.0,8.537,9.44,4933000.0,54.7,45.84,0,0,0,10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,real_model_ready,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,38.09491376583545,100.94305193546458,北京,PAH,6.757532632999805,5.54,,622.4,1667.6405694244863,104.36750726041245,11.30206905390373,47.398496244710415,5.911490210094598,2050.0,8.537,9.44,4933000.0,54.7,45.84,1,1,1,10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,real_model_ready,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,35.21929547964104,101.75626641993075,北京,PAH,6.757532632999805,5.54,,460.8,1667.6405694244863,104.36750726041245,12.740995215870532,47.398496244710415,6.001087970433775,2050.0,8.537,9.44,4933000.0,54.7,45.84,0,0,0,10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,real_model_ready,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,36.95523830115956,110.2878952031999,北京,PAH,6.837264759962238,5.54,,219.2,1667.6405694244863,104.36750726041245,13.441373939160295,47.398496244710415,5.629954416903652,2050.0,8.537,9.44,4933000.0,54.7,45.84,0,0,0,10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,real_model_ready,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,34.87502073664872,107.50773415719516,北京,PAH,6.837264759962238,5.54,,195.3,1667.6405694244863,104.36750726041245,13.441373939160295,47.398496244710415,5.629954416903652,2050.0,8.537,9.44,4933000.0,54.7,45.84,0,0,0,10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,real_model_ready,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,30.409728320857255,97.88864839713196,北京,PAH,6.757532632999805,5.54,,489.6,1667.6405694244863,104.36750726041245,12.740995215870532,47.398496244710415,6.001087970433775,2050.0,8.537,9.44,4933000.0,54.7,45.84,0,0,0,10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,real_model_ready,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,32.88618907581811,112.787448729648,天津,PAH,6.569260237319848,5.54,,1295.8,1667.6405694244863,130.2678751934937,58.89081932153215,45.22569423870902,7.444143147972616,2050.0,8.537,9.44,4933000.0,54.7,45.84,1,1,1,10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,real_model_ready,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,36.41509241396183,111.84346350889572,天津,PAH,6.3758859577922085,5.54,,1258.6,1620.6944227328433,63.08487522370306,70.17035417353392,51.4543306046297,5.881890234763863,2050.0,8.537,9.44,4933000.0,54.7,45.84,1,1,1,10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,real_model_ready,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,32.32125511748405,97.16502984502208,天津,PAH,6.757532632999805,5.54,,624.7,1667.6405694244863,104.36750726041245,11.30206905390373,47.398496244710415,5.911490210094598,2050.0,8.537,9.44,4933000.0,54.7,45.84,1,1,1,10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,real_model_ready,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,34.694115957414056,96.71870670790696,天津,PAH,7.781243467875049,5.54,,1003.9,219.68128537842958,23327.92397916667,557.6147345459492,651.9339501384522,25.16742012954307,2050.0,8.537,9.44,4933000.0,54.7,45.84,1,1,1,10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,real_model_ready,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,31.612659505093575,114.118214357846,天津,PAH,6.757532632999805,5.54,,481.8,1667.6405694244863,104.36750726041245,12.740995215870532,47.398496244710415,6.001087970433775,2050.0,8.537,9.44,4933000.0,54.7,45.84,0,0,0,10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,real_model_ready,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,33.09983904916966,99.68207109643528,天津,PAH,6.757532632999805,5.54,,435.1,1667.6405694244863,104.36750726041245,12.740995215870532,47.398496244710415,6.001087970433775,2050.0,8.537,9.44,4933000.0,54.7,45.84,0,0,0,10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,real_model_ready,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,36.588347503370265,95.0710616904678,天津,PAH,6.837264759962238,5.54,,289.1,1667.6405694244863,104.36750726041245,13.441373939160295,47.398496244710415,5.94760592644368,2050.0,8.537,9.44,4933000.0,54.7,45.84,0,0,0,10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,real_model_ready,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,38.77486693612428,107.27377272534156,天津,PAH,6.837264759962238,5.54,,175.7,1667.6405694244863,104.36750726041245,13.441373939160295,47.398496244710415,5.629954416903652,2050.0,8.537,9.44,4933000.0,54.7,45.84,0,0,0,10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,real_model_ready,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,35.68343806484532,103.77873592215109,天津,PAH,6.837264759962238,5.54,,296.1,1667.6405694244863,104.36750726041245,13.441373939160295,47.398496244710415,5.94760592644368,2050.0,8.537,9.44,4933000.0,54.7,45.84,0,0,0,10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,real_model_ready,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,37.941469318121435,100.66820406906754,天津,PAH,6.837264759962238,5.54,,229.3,1667.6405694244863,104.36750726041245,13.441373939160295,47.398496244710415,5.629954416903652,2050.0,8.537,9.44,4933000.0,54.7,45.84,0,0,0,10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,real_model_ready,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,36.308881368827336,101.27385177578758,天津,PAH,6.837264759962238,5.54,,286.0,1667.6405694244863,104.36750726041245,13.441373939160295,47.398496244710415,5.94760592644368,2050.0,8.537,9.44,4933000.0,54.7,45.84,0,0,0,10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,real_model_ready,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,38.34494749226992,110.89211733050212,天津,PAH,6.761834716333138,5.54,,772.9,1667.6405694244863,112.32332905527635,44.06243075151627,46.04158162421299,5.937479224744467,2050.0,8.537,9.44,4933000.0,54.7,45.84,1,1,1,10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,real_model_ready,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,32.82181989561194,113.96101916393168,天津,PAH,6.837264759962238,5.54,,259.9,1667.6405694244863,104.36750726041245,13.441373939160295,47.398496244710415,5.629954416903652,2050.0,8.537,9.44,4933000.0,54.7,45.84,0,0,0,10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,real_model_ready,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,33.003083263171014,100.80398660765044,天津,PAH,6.837264759962238,5.54,,323.3,1667.6405694244863,104.36750726041245,13.441373939160295,47.398496244710415,5.94760592644368,2050.0,8.537,9.44,4933000.0,54.7,45.84,0,0,0,10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,real_model_ready,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,32.96209011111471,102.08532322772147,北京,PAH,6.757532632999805,5.54,,602.5,1667.6405694244863,104.36750726041245,11.30206905390373,47.398496244710415,5.9593752307916334,2050.0,8.537,9.44,4933000.0,54.7,45.84,1,1,1,10.1371/journal.pone.0268615,organic_v1.1_10.1371/journal.pone.0268615,real_model_ready,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1038/srep17624,organic_v1.1_10.1038/srep17624,38.84421260685343,101.23498542448216,广东,OCP,6.339272712906954,5.54,,274097.40931858856,9199.243657022384,266.18,96.48,1929.6006314086437,108.523741477539,2050.0,8.537,9.44,4933000.0,54.7,45.84,0,0,0,10.1038/srep17624,organic_v1.1_10.1038/srep17624,real_model_ready,False,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1038/srep17624,organic_v1.1_10.1038/srep17624,38.99292319145729,104.80605270771105,广东,OCP,6.257333333333333,5.54,,21042.969141616828,18240.978621192557,73.67,262.39836725037674,95.71529312708142,518.6769067245789,2050.0,8.537,9.44,4933000.0,54.7,45.84,0,0,0,10.1038/srep17624,organic_v1.1_10.1038/srep17624,real_model_ready,False,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1038/srep17624,organic_v1.1_10.1038/srep17624,34.442577509492175,102.88845311019466,广东,OCP,6.271895833333334,5.54,,21042.969141616828,18240.978621192557,47.69,261.4591172503768,95.71529312708142,518.6769067245789,2050.0,8.537,9.44,4933000.0,54.7,45.84,0,0,0,10.1038/srep17624,organic_v1.1_10.1038/srep17624,real_model_ready,False,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1038/srep17624,organic_v1.1_10.1038/srep17624,38.277405887556235,111.53573409188732,广东,OCP,6.220619130525,5.54,,950.2670603764091,219.68128537842958,236.8257239067072,68.5,132.75687828586535,16.2,2050.0,8.537,9.44,4933000.0,54.7,45.84,0,0,0,10.1038/srep17624,organic_v1.1_10.1038/srep17624,real_model_ready,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
10.3389/fenvs.2023.1114027,PAH_Frontiers2023_He2023,32.0403,117.2298,安徽,PAH,6.837264759962238,5.54,,268.73,1667.6405694244863,104.36750726041245,13.441373939160295,47.398496244710415,5.863114324072742,2050.0,8.537,9.44,4933000.0,54.7,45.84,0,0,0,10.3389/fenvs.2023.1114027,PAH_Frontiers2023_He2023,real_model_ready,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.3389/fenvs.2023.1114027,PAH_Frontiers2023_He2023,37.3995,118.1028,河北,PAH,6.837264759962238,5.54,,149.8,1667.6405694244863,104.36750726041245,13.441373939160295,47.398496244710415,5.629954416903652,2050.0,8.537,9.44,4933000.0,54.7,45.84,0,0,0,10.3389/fenvs.2023.1114027,PAH_Frontiers2023_He2023,real_model_ready,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.3389/fenvs.2023.1114027,PAH_Frontiers2023_He2023,26.5224,119.3824,福建,PAH,6.720972222222223,5.54,,406.0,1667.6405694244863,112.32332905527635,40.75405913091944,46.04158162421299,5.837615580811437,2050.0,8.537,9.44,4933000.0,54.7,45.84,0,0,0,10.3389/fenvs.2023.1114027,PAH_Frontiers2023_He2023,real_model_ready,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.3389/fenvs.2023.1114027,PAH_Frontiers2023_He2023,34.1065,116.6232,河南,PAH,6.837264759962238,5.54,,174.0,1667.6405694244863,104.36750726041245,13.441373939160295,47.398496244710415,5.629954416903652,2050.0,8.537,9.44,4933000.0,54.7,45.84,0,0,0,10.3389/fenvs.2023.1114027,PAH_Frontiers2023_He2023,real_model_ready,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.3389/fenvs.2023.1114027,PAH_Frontiers2023_He2023,34.0432,116.8404,安徽,PAH,6.837264759962238,5.54,,52.6,1667.6405694244863,104.36750726041245,13.441373939160295,47.398496244710415,5.629954416903652,2050.0,8.537,9.44,4933000.0,54.7,45.84,0,0,0,10.3389/fenvs.2023.1114027,PAH_Frontiers2023_He2023,real_model_ready,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.3389/fenvs.2023.1114027,PAH_Frontiers2023_He2023,30.058,121.3582,浙江,PAH,6.837264759962238,5.54,,311.19,1667.6405694244863,104.36750726041245,13.441373939160295,47.398496244710415,5.94760592644368,2050.0,8.537,9.44,4933000.0,54.7,45.84,0,0,0,10.3389/fenvs.2023.1114027,PAH_Frontiers2023_He2023,real_model_ready,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.3389/fenvs.2023.1114027,PAH_Frontiers2023_He2023,31.1149,121.603,上海,PAH,6.722511186921375,5.54,,928.16,1667.6405694244863,112.32332905527635,39.029679180860725,49.973474401990764,5.834386892132476,2050.0,8.537,9.44,4933000.0,54.7,45.84,1,1,1,10.3389/fenvs.2023.1114027,PAH_Frontiers2023_He2023,real_model_ready,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.3389/fenvs.2023.1114027,PAH_Frontiers2023_He2023,37.3034,118.5427,河北,PAH,6.837264759962238,5.54,,36.08,1667.6405694244863,104.36750726041245,13.441373939160295,47.398496244710415,5.629954416903652,2050.0,8.537,9.44,4933000.0,54.7,45.84,0,0,0,10.3389/fenvs.2023.1114027,PAH_Frontiers2023_He2023,real_model_ready,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
