SoilpH,pH,OC_pct,标签,SoilpH__missing,pH__missing
6.757532632999805,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
7.781243467875049,5.54,,1,1.0,1.0
5.661688461538461,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.758282632999806,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
7.781243467875049,5.54,,1,1.0,1.0
6.3758859577922085,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.3758859577922085,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.762032632999805,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.439847103863907,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.439847103863907,5.54,,1,1.0,1.0
7.781243467875049,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
5.629202678571427,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.7461576329998065,5.54,,1,1.0,1.0
6.758282632999806,5.54,,1,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.602041666666667,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.4852009615384585,5.54,,1,1.0,1.0
6.4852009615384585,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
7.781243467875049,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
5.629202678571427,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.757532632999805,5.54,,1,1.0,1.0
6.460365124458875,5.54,,1,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.761834716333138,5.54,,1,1.0,1.0
6.569260237319848,5.54,,1,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.757532632999805,5.54,,1,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.720972222222223,5.54,,0,1.0,1.0
6.569260237319848,5.54,,1,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.569260237319848,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.3758859577922085,5.54,,1,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.758282632999806,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.758282632999806,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.439847103863907,5.54,,1,1.0,1.0
5.661688461538461,5.54,,1,1.0,1.0
6.3758859577922085,5.54,,1,1.0,1.0
7.781243467875049,5.54,,1,1.0,1.0
6.3758859577922085,5.54,,1,1.0,1.0
6.3758859577922085,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.762032632999805,5.54,,1,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.762032632999805,5.54,,1,1.0,1.0
6.720972222222223,5.54,,0,1.0,1.0
6.7461576329998065,5.54,,1,1.0,1.0
7.781243467875049,5.54,,1,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.753584716333139,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.3758859577922085,5.54,,1,1.0,1.0
6.720972222222223,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
7.781243467875049,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
5.629202678571427,5.54,,1,1.0,1.0
7.781243467875049,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.3758859577922085,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.761834716333138,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.3758859577922085,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
7.781243467875049,5.54,,1,1.0,1.0
6.569260237319848,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.460365124458875,5.54,,1,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.720972222222223,5.54,,0,1.0,1.0
6.758282632999806,5.54,,1,1.0,1.0
7.781243467875049,5.54,,1,1.0,1.0
6.7461576329998065,5.54,,1,1.0,1.0
6.569260237319848,5.54,,1,1.0,1.0
6.758282632999806,5.54,,1,1.0,1.0
6.722511186921375,5.54,,1,1.0,1.0
6.758282632999806,5.54,,1,1.0,1.0
6.569260237319848,5.54,,1,1.0,1.0
7.781243467875049,5.54,,1,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.720972222222223,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.762032632999805,5.54,,1,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.753584716333139,5.54,,1,1.0,1.0
6.720972222222223,5.54,,0,1.0,1.0
6.758282632999806,5.54,,1,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.757532632999805,5.54,,1,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.753584716333139,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.4852009615384585,5.54,,1,1.0,1.0
6.439847103863907,5.54,,1,1.0,1.0
7.781243467875049,5.54,,1,1.0,1.0
6.757532632999805,5.54,,1,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.4852009615384585,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.722511186921375,5.54,,1,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.758282632999806,5.54,,1,1.0,1.0
6.4852009615384585,5.54,,1,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.3758859577922085,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.720972222222223,5.54,,0,1.0,1.0
6.757532632999805,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.439847103863907,5.54,,1,1.0,1.0
6.720972222222223,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.762032632999805,5.54,,1,1.0,1.0
6.761834716333138,5.54,,1,1.0,1.0
6.757532632999805,5.54,,1,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.7461576329998065,5.54,,1,1.0,1.0
6.722511186921375,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
7.781243467875049,5.54,,1,1.0,1.0
6.569260237319848,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.757532632999805,5.54,,1,1.0,1.0
6.753584716333139,5.54,,1,1.0,1.0
6.757532632999805,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.757532632999805,5.54,,1,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.761834716333138,5.54,,1,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.720972222222223,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.722511186921375,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.722511186921375,5.54,,1,1.0,1.0
6.7461576329998065,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
7.781243467875049,5.54,,1,1.0,1.0
7.781243467875049,5.54,,1,1.0,1.0
6.757532632999805,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.757532632999805,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.758282632999806,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.439847103863907,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.3758859577922085,5.54,,1,1.0,1.0
6.758282632999806,5.54,,1,1.0,1.0
6.439847103863907,5.54,,1,1.0,1.0
7.781243467875049,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.439847103863907,5.54,,1,1.0,1.0
6.762032632999805,5.54,,1,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.757532632999805,5.54,,1,1.0,1.0
6.569260237319848,5.54,,1,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.3758859577922085,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
7.781243467875049,5.54,,1,1.0,1.0
6.4852009615384585,5.54,,1,1.0,1.0
7.781243467875049,5.54,,1,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.757532632999805,5.54,,1,1.0,1.0
5.629202678571427,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.7461576329998065,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.720972222222223,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.758282632999806,5.54,,1,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
5.629202678571427,5.54,,1,1.0,1.0
6.569260237319848,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.460365124458875,5.54,,1,1.0,1.0
6.758282632999806,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.758282632999806,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.761834716333138,5.54,,1,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.3758859577922085,5.54,,1,1.0,1.0
7.781243467875049,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.3758859577922085,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.439847103863907,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.720972222222223,5.54,,0,1.0,1.0
6.757532632999805,5.54,,1,1.0,1.0
6.722511186921375,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.569260237319848,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.757532632999805,5.54,,1,1.0,1.0
6.3758859577922085,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
7.781243467875049,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.439847103863907,5.54,,1,1.0,1.0
6.7461576329998065,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.722511186921375,5.54,,1,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.3758859577922085,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.758282632999806,5.54,,1,1.0,1.0
6.3758859577922085,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.722511186921375,5.54,,1,1.0,1.0
7.781243467875049,5.54,,1,1.0,1.0
6.3758859577922085,5.54,,1,1.0,1.0
6.460365124458875,5.54,,1,1.0,1.0
5.661688461538461,5.54,,1,1.0,1.0
6.569260237319848,5.54,,1,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.753584716333139,5.54,,1,1.0,1.0
6.3758859577922085,5.54,,1,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.7461576329998065,5.54,,1,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.757532632999805,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.837264759962238,5.54,,0,1.0,1.0
6.3758859577922085,5.54,,1,1.0,1.0
5.629202678571427,5.54,,1,1.0,1.0
