sample_id,site_id,source_id,province,split,split_strategy,split_version
55,56,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
56,57,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
57,58,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
58,59,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
59,60,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
60,61,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
61,62,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
62,63,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
63,64,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
64,65,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
65,66,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
66,67,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
67,68,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
68,69,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
69,70,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
70,71,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
71,72,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
72,73,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
73,74,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
74,75,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
75,76,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
76,77,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
77,78,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
78,79,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
79,80,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
80,81,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
81,82,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
82,83,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
83,84,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
84,85,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
85,86,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
86,87,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
87,88,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
88,89,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
89,90,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
90,91,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
91,92,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
92,93,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
93,94,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
94,95,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
95,96,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
96,97,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
97,98,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
98,99,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
99,100,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
100,101,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
101,102,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
102,103,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
103,104,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
104,105,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
105,106,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
106,107,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
107,108,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
108,109,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
109,110,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
110,111,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
111,112,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
112,113,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
113,114,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
114,115,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
115,116,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
116,117,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
117,118,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
118,119,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
119,120,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
120,121,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
121,122,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
122,123,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
123,124,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
124,125,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
125,126,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
126,127,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
127,128,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
128,129,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
129,130,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
130,131,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
131,132,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
132,133,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
133,134,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
134,135,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
135,136,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
136,137,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
137,138,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
138,139,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
139,140,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
140,141,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
141,142,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
142,143,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
143,144,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
144,145,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
145,146,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
146,147,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
147,148,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
148,149,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
149,150,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
150,151,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
151,152,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
152,153,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
153,154,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
154,155,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
155,156,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
156,157,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
157,158,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
158,159,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
159,160,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
160,161,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
161,162,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
162,163,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
163,164,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
164,165,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
165,166,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
166,167,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
167,168,https://figshare.com/articles/22785971,云南,train,GroupKFold_source,v0.8
168,169,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
169,170,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
170,171,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
171,172,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
172,173,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
173,174,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
174,175,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
175,176,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
176,177,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
177,178,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
178,179,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
179,180,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
180,181,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
181,182,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
182,183,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
183,184,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
184,185,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
185,186,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
186,187,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
187,188,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
188,189,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
189,190,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
190,191,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
191,192,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
192,193,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
193,194,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
194,195,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
195,196,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
196,197,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
197,198,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
198,199,https://figshare.com/articles/22785971,甘肃,train,GroupKFold_source,v0.8
199,200,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
200,201,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
201,202,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
202,203,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
203,204,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
204,205,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
205,206,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
206,207,https://figshare.com/articles/22785971,陕西,train,GroupKFold_source,v0.8
207,208,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
208,209,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
209,210,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
210,211,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
211,212,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
212,213,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
213,214,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
214,215,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
215,216,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
216,217,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
217,218,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
218,219,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
219,220,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
220,221,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
221,222,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
222,223,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
223,224,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
224,225,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
225,226,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
226,227,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
227,228,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
228,229,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
229,230,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
230,231,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
231,232,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
232,233,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
233,234,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
234,235,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
235,236,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
236,237,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
237,238,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
238,239,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
239,240,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
240,241,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
241,242,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
242,243,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
243,244,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
244,245,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
245,246,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
246,247,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
247,248,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
248,249,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
249,250,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
250,251,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
251,252,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
252,253,https://figshare.com/articles/22785971,陕西,train,GroupKFold_source,v0.8
253,254,https://figshare.com/articles/22785971,陕西,train,GroupKFold_source,v0.8
254,255,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
255,256,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
256,257,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
257,258,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
258,259,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
259,260,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
260,261,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
261,262,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
262,263,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
263,264,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
264,265,https://figshare.com/articles/22785971,陕西,train,GroupKFold_source,v0.8
265,266,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
266,267,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
267,268,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
268,269,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
269,270,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
270,271,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
271,272,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
272,273,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
273,274,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
274,275,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
275,276,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
276,277,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
277,278,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
278,279,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
279,280,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
280,281,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
281,282,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
282,283,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
283,284,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
284,285,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
285,286,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
286,287,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
287,288,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
288,289,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
289,290,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
290,291,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
291,292,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
292,293,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
293,294,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
294,295,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
295,296,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
296,297,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
297,298,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
298,299,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
299,300,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
300,301,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
301,302,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
302,303,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
303,304,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
304,305,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
305,306,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
306,307,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
307,308,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
308,309,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
309,310,https://figshare.com/articles/22785971,陕西,train,GroupKFold_source,v0.8
310,311,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
311,312,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
312,313,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
313,314,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
314,315,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
315,316,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
316,317,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
317,318,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
318,319,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
319,320,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
320,321,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
321,322,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
322,323,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
323,324,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
324,325,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
325,326,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
326,327,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
327,328,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
328,329,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
329,330,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
330,331,https://figshare.com/articles/22785971,四川,train,GroupKFold_source,v0.8
331,332,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
332,333,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
333,334,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
334,335,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
335,336,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
336,337,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
337,338,https://figshare.com/articles/22785971,陕西,train,GroupKFold_source,v0.8
338,339,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
339,340,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
340,341,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
341,342,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
342,343,https://figshare.com/articles/22785971,陕西,train,GroupKFold_source,v0.8
343,344,https://figshare.com/articles/22785971,陕西,train,GroupKFold_source,v0.8
344,345,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
345,346,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
346,347,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
347,348,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
348,349,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
349,350,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
350,351,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
351,352,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
352,353,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
353,354,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
354,355,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
355,356,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
356,357,https://figshare.com/articles/22785971,陕西,train,GroupKFold_source,v0.8
357,358,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
358,359,https://figshare.com/articles/22785971,重庆,train,GroupKFold_source,v0.8
359,360,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
360,361,https://figshare.com/articles/22785971,贵州,train,GroupKFold_source,v0.8
